,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,0.43,0.99,0.77,0.46,0.84,0.81,0.56,0.77,0.43,0.56,0.72,0.57,0.88,0.72,0.39
PRES_0_1,1.0,1.0,,,0.99,0.77,0.5,0.84,0.82,0.56,0.76,0.43,0.56,0.71,0.59,0.89,0.71,0.38
PRES_0_0,3.64,,0.29,,3.52,,,3.2,1.91,,,1.72,,,0.83,2.87,4.97,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.64,0.42,0.97,,,0.88,0.79,0.58,0.75,0.44,0.63,0.7,0.56,0.91,0.73,0.39
DEWP_1_0,2.12,2.1,,,,0.47,0.35,1.44,5.3,1.15,,0.92,0.74,,,1.83,1.73,
DEWP_0_0,5.64,5.65,,,,,0.24,5.4,,1.7,,,1.37,,,4.42,,
WSPM_0_1,1.29,1.28,0.93,,1.31,0.8,0.57,0.79,4.19,1.03,,0.62,0.8,,,1.14,0.91,0.56
WSPM_0_2,1.66,1.69,0.66,0.31,1.59,3.06,,5.71,0.61,2.06,,1.16,,,,1.48,1.13,0.69
WSPM_0_0,1.94,1.92,,,1.92,1.45,,1.94,2.68,0.58,3.23,0.48,1.13,,1.2,1.69,1.43,0.54
WSPM_0_3,2.05,2.03,,,1.94,,,,,3.12,0.49,1.66,,,,1.98,1.31,0.57
WSPM_1_0,2.11,2.1,,,2.08,1.61,,1.84,2.43,0.75,2.88,0.64,1.76,,,1.76,1.66,0.73
WSPM_1_1,2.49,2.47,,,2.67,1.25,0.54,2.79,,0.81,,0.91,0.44,,,2.1,2.1,
WSPM_0_4,2.6,2.57,,,2.46,,,,,,,,,0.39,,2.32,2.11,
WSPM_1_2,3.72,3.79,,,3.61,,,,,2.06,,,,,0.29,2.92,6.36,
PM10_0,1.13,1.13,0.62,0.4,1.12,0.84,0.47,0.94,0.92,0.64,0.95,0.5,0.65,0.82,0.56,0.9,1.07,0.87
PM10_1,1.45,1.44,,,1.42,1.34,,1.24,1.14,0.79,0.93,0.58,0.75,1.17,,1.69,0.72,0.39
PM10_2,4.13,4.09,,,3.97,,,3.61,,2.45,1.86,1.88,,,,4.57,2.33,0.3
