,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.94,,,1.01,0.82,0.73,0.74,,,0.99,0.98,0.78,,0.99,0.76,0.7,0.71,0.65,0.63,0.42,,1.01,0.98,0.65
TEMP_0_0,1.07,1.0,,,1.09,0.83,0.81,0.76,,,1.02,1.02,0.8,,1.02,0.83,0.81,0.75,0.71,0.67,0.45,0.35,1.07,1.04,0.71
TEMP_1_1,,,1.0,,1.41,,1.03,,,,1.33,1.33,,0.44,1.32,1.04,0.96,0.95,0.9,0.84,,,1.36,1.31,0.87
TEMP_0_2,,,,1.0,,,,,0.97,0.59,,,1.46,,1.88,1.49,1.37,1.37,1.27,1.22,,,1.99,1.87,1.22
PRES_0_0,0.98,0.91,0.71,,1.0,0.77,,0.75,,,0.96,0.96,0.75,,0.96,0.76,0.71,0.7,0.66,0.62,0.36,0.36,0.99,0.95,0.64
PRES_1_0,1.23,1.21,,,1.3,1.0,,,,,1.29,1.2,0.96,,1.23,0.94,0.91,0.86,0.77,0.78,0.56,,1.26,1.27,0.87
PRES_0_1,1.36,1.19,0.97,,,,1.0,,,,1.3,1.29,,0.43,1.27,1.02,0.94,0.92,0.88,0.82,0.55,,1.33,1.28,0.84
PRES_1_1,1.37,1.32,,,1.34,,,1.0,,,1.21,1.35,1.04,,1.32,1.06,1.0,0.97,0.89,0.88,0.67,,1.41,1.35,0.94
PRES_1_3,,,,1.04,,,,,1.0,,,,1.52,,1.96,1.56,1.46,1.43,1.33,1.27,,,2.05,1.97,1.28
PRES_1_2,,,,1.71,,,,,,1.0,,,2.42,,3.13,,,,,,,,,3.01,
DEWP_1_0,1.02,0.96,0.75,,1.05,0.79,0.77,0.79,,,1.0,0.99,,,1.0,0.77,0.72,0.68,0.68,0.63,,,1.02,1.0,0.65
DEWP_0_0,1.03,0.97,0.75,,1.04,0.83,0.78,0.74,,,1.01,1.0,,,0.99,0.8,0.76,0.76,0.67,0.67,0.47,0.36,1.04,1.0,0.72
DEWP_0_1,1.29,1.25,,0.7,1.33,1.05,,0.96,0.66,0.43,,,1.0,,1.3,1.02,0.96,0.94,0.87,0.82,0.56,,1.34,1.3,0.85
DEWP_1_1,,,2.2,,,,2.26,,,,,,,1.0,2.89,2.14,1.82,,2.28,,,,2.96,2.59,
WSPM_0_1,1.01,0.99,0.75,0.53,1.05,0.81,0.78,0.75,0.51,0.33,0.99,1.01,0.77,0.33,1.0,0.84,0.65,0.75,0.71,,,,1.04,0.99,0.64
WSPM_0_0,1.29,1.2,0.97,0.66,1.33,1.05,0.98,0.92,0.64,,1.26,1.22,0.98,,1.17,1.0,1.02,0.85,0.84,0.82,,,1.31,1.26,0.78
WSPM_1_1,1.42,1.23,1.04,0.71,1.42,1.06,1.05,1.0,0.68,,1.4,1.34,1.03,,1.5,0.99,1.0,1.53,0.78,0.91,,,1.36,1.39,0.98
WSPM_1_2,1.43,1.35,1.05,0.69,1.43,1.14,1.08,1.04,0.7,,1.5,1.4,1.06,,1.32,1.14,0.64,1.0,1.17,,,,1.43,1.42,1.16
WSPM_1_0,1.5,1.43,1.13,0.8,1.52,1.32,1.14,1.1,0.75,,1.49,1.52,1.16,,1.4,1.2,1.33,0.98,1.0,0.98,,,1.54,1.5,1.08
WSPM_0_2,1.62,1.51,1.24,0.82,1.63,1.27,1.28,1.14,0.79,,1.58,1.5,1.21,,,1.12,1.1,,1.09,1.0,,,1.57,1.58,1.02
WSPM_1_3,2.55,2.23,,,2.78,1.77,1.81,1.5,,,,2.25,1.78,,,,,,,,1.0,,2.36,2.64,
WSPM_0_3,2.5,2.74,,,2.77,,,,,,,2.8,,,,,,,,,,1.0,,2.97,1.69
PM10_0,0.99,0.94,0.73,0.51,1.01,0.81,0.75,0.72,0.49,,0.98,0.96,0.75,0.33,0.96,0.77,0.75,0.72,0.65,0.65,0.45,,1.0,0.97,0.82
PM10_1,1.01,0.96,0.76,0.53,1.04,0.79,0.78,0.74,0.5,0.33,0.99,1.0,0.76,0.35,1.0,0.78,0.69,0.72,0.68,0.61,0.36,0.35,1.05,1.0,0.63
PM10_2,1.55,1.42,1.13,0.79,1.6,1.21,1.16,1.03,0.79,,1.56,1.45,1.2,,1.5,1.1,1.05,0.93,0.94,0.97,,0.6,1.11,1.48,1.0
