,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.4,0.08,,,1.05,0.35,0.12,0.16,,,0.78,0.69,0.1,,0.58,0.41,0.45,0.42,0.34,0.17,0.06,,0.65,0.69,0.3
TEMP_0_0,0.09,1.55,,,0.56,0.73,0.03,0.77,,,0.32,0.81,0.7,,0.71,0.4,0.23,0.21,0.24,0.42,0.26,0.19,0.73,0.59,0.34
TEMP_1_1,,,2.65,,0.11,,2.32,,,,1.27,0.19,,0.55,0.68,0.39,0.38,0.44,0.28,0.16,,,0.72,0.68,0.18
TEMP_0_2,,,,5.49,,,,,5.07,1.84,,,2.57,,0.72,0.38,0.26,0.18,0.35,0.44,,,0.7,0.7,0.18
PRES_0_0,1.02,0.47,0.06,,1.38,0.05,,,,,0.75,0.68,0.17,,0.64,0.39,0.36,0.36,0.3,0.25,0.07,0.14,0.59,0.72,0.38
PRES_1_0,0.54,1.04,,,0.08,2.19,,,,,0.39,0.88,0.47,,0.68,0.42,0.28,0.26,0.3,0.31,0.23,,0.81,0.53,0.29
PRES_0_1,0.22,0.05,2.19,,,,2.51,,,,1.3,0.16,,0.49,0.73,0.35,0.35,0.36,0.27,0.15,0.16,,0.73,0.67,0.17
PRES_1_1,0.29,1.32,,,,,,2.79,,,0.05,0.87,1.05,,0.47,0.48,0.45,0.39,0.3,0.38,0.16,,0.85,0.54,0.14
PRES_1_3,,,,5.5,,,,,6.0,,,,2.58,,0.59,0.44,0.31,0.22,0.38,0.52,,,0.8,0.61,0.15
PRES_1_2,,,,5.37,,,,,,15.22,,,2.52,,1.33,,,,,,,,,1.28,
DEWP_1_0,0.81,0.3,0.72,,0.81,0.25,0.78,0.03,,,1.46,0.06,,,0.83,0.39,0.27,0.23,0.28,0.19,,,0.56,0.77,0.34
DEWP_0_0,0.74,0.76,0.11,,0.75,0.6,0.1,0.48,,,0.07,1.49,,,0.5,0.44,0.46,0.46,0.3,0.2,0.22,0.2,0.83,0.55,0.2
DEWP_0_1,0.17,1.1,,1.21,0.31,0.52,,0.97,1.11,0.43,,,2.58,,0.5,0.36,0.3,0.35,0.31,0.71,0.21,,0.69,0.59,0.41
DEWP_1_1,,,2.66,,,,2.52,,,,,,,12.44,0.85,,,,,,,,0.92,0.47,
WSPM_0_1,0.6,0.67,0.39,0.2,0.71,0.45,0.45,0.26,0.15,0.14,0.84,0.5,0.3,0.1,1.45,,0.04,0.03,0.14,,,,0.58,0.76,0.31
WSPM_0_0,0.69,0.6,0.36,0.17,0.69,0.45,0.34,0.43,0.18,,0.63,0.7,0.34,,,1.57,0.28,0.09,0.8,,,,0.88,0.53,0.11
WSPM_1_1,0.9,0.35,0.4,0.13,0.72,0.34,0.4,0.45,0.15,,0.51,0.82,0.33,,0.09,0.27,2.32,,,,,,0.74,0.64,0.23
WSPM_1_2,0.85,0.37,0.48,0.1,0.74,0.34,0.42,0.41,0.11,,0.46,0.85,0.39,,0.05,0.11,,2.71,,,,,0.85,0.49,0.21
WSPM_1_0,0.77,0.5,0.35,0.22,0.69,0.47,0.36,0.36,0.21,,0.63,0.67,0.4,,0.29,1.15,,,1.14,0.05,,,0.79,0.58,0.21
WSPM_0_2,0.42,0.95,0.23,0.3,0.66,0.5,0.22,0.5,0.32,,0.47,0.45,1.04,,,,,,0.06,3.62,,,0.4,0.69,0.92
WSPM_1_3,0.35,1.26,,,0.44,0.77,0.52,0.43,,,,1.1,0.68,,,,,,,,7.99,,1.05,0.41,
WSPM_0_3,,1.46,,,1.13,,,,,,,1.56,,,,,,,,,,12.02,,0.96,1.16
PM10_0,0.64,0.64,0.39,0.18,0.6,0.52,0.41,0.44,0.19,,0.53,0.77,0.38,0.11,0.54,0.51,0.39,0.43,0.34,0.16,0.19,,1.29,0.15,
PM10_1,0.71,0.55,0.39,0.2,0.78,0.34,0.41,0.3,0.16,0.13,0.78,0.54,0.35,0.06,0.76,0.34,0.34,0.26,0.26,0.27,0.07,0.12,0.16,1.29,0.13
PM10_2,0.71,0.68,0.22,0.11,0.92,0.42,0.23,0.16,0.09,,0.78,0.43,0.55,,0.69,0.15,0.27,0.22,0.2,0.87,,0.35,,0.29,2.69
