,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.84,1.49,,,,66.64,2.32,0.9,2.55,0.59,,,66.64,1.88,1.43,0.62,0.09,0.09,66.64,1.62,1.56,1.13,1.62,4.63,9.68,3.83,2.03,1.2,66.64,1.41,2.4,3.07
TEMP_0_0,1.68,2.92,0.03,,,,1.11,2.26,1.31,1.0,,,,1.18,2.81,0.06,1.24,1.83,,1.63,1.95,1.41,0.51,5.93,10.08,5.11,4.02,1.76,,1.51,2.25,2.62
TEMP_1_1,,,5.45,,,,2.05,,1.57,,6.02,,,0.53,0.2,4.4,,,,1.41,2.74,0.62,0.68,5.93,13.64,3.46,0.47,,,1.75,1.93,0.37
TEMP_0_2,,,,13.85,,,0.22,,,3.32,,10.95,,1.01,1.76,,,4.74,,0.64,1.06,0.75,3.93,4.72,7.8,4.09,3.24,,,1.35,1.85,3.18
TEMP_0_1,,,,,17.67,,0.62,0.86,0.66,4.57,,3.67,,0.17,,,9.65,,,0.53,0.38,3.92,,5.39,7.96,3.76,2.15,9.6,,1.43,2.5,6.59
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.75,1.06,1.8,0.09,0.13,83.06,3.5,0.39,1.98,0.07,,,83.06,1.5,0.99,1.63,0.19,0.19,83.06,1.46,1.87,1.2,1.42,4.5,10.05,2.51,1.79,0.67,83.06,1.44,2.4,2.64
PRES_1_1,1.68,2.55,,,0.68,,0.59,3.55,0.3,,,,,1.1,1.86,,1.7,2.15,,1.58,1.85,1.61,0.57,5.41,10.37,4.83,3.37,1.81,,1.46,2.28,3.41
PRES_1_0,2.21,1.69,1.05,,,,2.07,0.15,4.92,,,,,1.67,2.09,1.13,0.3,,,1.18,1.87,1.19,1.6,6.16,10.84,4.09,2.55,1.6,,1.62,2.21,1.47
PRES_1_2,1.57,1.56,,2.99,4.55,,0.24,,,8.3,,,,1.23,3.01,,2.42,,,1.46,1.22,1.11,1.16,6.73,10.11,6.33,3.56,3.55,,1.52,2.19,2.81
PRES_0_1,,,5.28,,,,,,,,15.3,,,,,5.58,,,,2.34,2.58,,,5.25,12.72,4.39,,,,1.7,1.66,0.5
PRES_1_3,,,,10.98,3.71,,0.35,,,,,17.81,,0.45,1.07,,2.08,6.11,,0.8,1.36,1.86,2.31,3.7,6.92,5.36,2.38,2.05,,1.41,1.82,4.87
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,2.29,1.65,0.6,0.74,0.05,52.129999999999995,2.1,0.98,2.16,0.88,,0.22,52.129999999999995,2.22,1.39,,,,52.129999999999995,1.61,1.36,1.44,1.89,3.46,8.7,2.12,0.7,,52.129999999999995,1.33,2.44,3.19
DEWP_0_0,1.87,2.45,0.08,1.25,,,1.11,1.49,1.4,2.13,,0.71,,1.16,5.15,,,,,1.08,2.67,0.92,0.44,8.8,12.97,8.78,6.27,2.45,,1.72,1.86,1.59
DEWP_1_1,0.56,0.07,4.44,,,,1.97,,1.87,,6.36,,,,,5.76,,,,1.51,2.98,0.33,0.72,6.01,14.05,3.0,0.73,,,1.68,2.17,0.74
DEWP_0_2,0.52,1.43,,,9.65,,0.79,1.98,1.04,2.43,,2.06,,,,,9.91,,,1.4,0.52,2.71,,5.62,8.61,5.08,2.68,5.37,,1.5,2.39,5.14
DEWP_0_1,0.67,1.93,,4.75,,,0.5,2.34,,,,6.13,,0.14,0.2,,,11.05,,1.45,1.34,1.26,1.03,5.94,7.38,6.29,6.85,5.81,,1.6,1.87,2.86
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.93,1.69,0.94,0.33,0.33,,1.47,1.26,1.61,1.0,1.49,0.4,,1.33,1.34,0.94,0.95,0.91,,4.04,1.43,0.1,0.09,2.56,9.94,1.87,0.61,,,1.57,2.36,1.71
WSPM_0_1,1.37,1.27,1.79,0.67,0.18,,1.56,1.03,1.47,0.55,2.11,0.87,,1.02,2.06,2.07,0.26,0.56,,0.68,4.1,0.42,0.33,8.41,16.09,5.88,2.62,0.49,,1.7,1.93,1.11
WSPM_0_3,1.4,1.81,0.62,0.55,3.12,,1.46,1.53,1.62,1.03,,1.45,,1.32,1.27,0.24,2.35,0.95,,0.33,0.51,5.37,,2.41,5.41,2.21,,,,1.18,2.57,5.12
WSPM_0_4,1.81,1.21,0.57,3.65,,,1.97,0.48,2.23,1.35,,1.92,,1.74,0.88,0.6,,1.04,,0.07,0.26,,7.89,1.28,3.39,1.2,,,,1.17,2.67,4.16
WSPM_0_0,1.46,1.49,1.32,1.13,1.23,,1.78,0.89,1.45,1.72,1.67,0.62,,1.07,2.22,1.14,1.17,1.04,,1.14,1.83,0.66,0.26,13.07,16.6,8.4,4.09,,,1.69,1.88,2.36
WSPM_1_0,1.59,1.4,1.55,0.89,0.83,,1.83,0.93,1.81,1.13,1.54,0.6,,1.16,2.08,1.51,0.77,0.57,,1.05,2.38,0.67,0.42,9.8,14.7,5.4,2.82,,,1.64,2.03,2.21
WSPM_1_1,1.53,1.83,0.72,0.7,1.18,,1.65,1.4,1.31,1.54,0.94,1.0,,1.04,2.54,0.75,1.42,1.73,,1.37,1.3,0.82,0.34,8.32,9.67,20.26,3.58,,,1.75,1.79,
WSPM_1_2,1.55,1.85,0.3,1.3,0.91,,1.96,1.6,2.02,1.24,,1.14,,1.03,2.71,0.32,1.17,3.05,,1.48,1.5,,,8.08,9.58,2.95,24.85,,,1.72,1.87,
WSPM_1_3,0.87,1.73,,,6.4,,1.08,1.2,1.35,1.98,,2.2,,,1.59,,3.58,3.72,,,0.63,,,8.94,3.97,,,69.2,,1.77,,1.39
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.45,1.44,1.32,1.02,0.79,38.18,1.5,1.07,1.72,1.02,1.34,1.07,38.18,1.13,1.94,1.16,0.96,1.2,38.18,1.54,2.18,0.83,0.66,7.34,12.41,5.97,4.23,2.64,38.18,1.76,1.79,1.22
PM10_1,1.8,1.61,0.84,0.82,0.97,,1.7,1.17,1.59,1.06,0.97,0.45,,1.34,1.41,1.1,0.76,0.63,,1.5,1.53,1.57,1.63,3.32,8.6,2.33,0.37,,,1.34,2.87,2.9
PM10_2,1.7,1.89,,1.62,2.48,,1.93,1.4,1.39,1.14,,2.71,,1.47,0.65,,2.23,1.19,,0.8,0.3,2.9,2.36,0.39,3.07,,,,,0.45,2.6,10.71
