,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.53,0.29,0.06,0.07,0.06,,0.81,0.17,0.01,,,0.23,0.2,0.14,0.09,0.09,0.06,0.06,0.08,0.04,,0.6,0.27,0.12
TEMP_0_1,,1.0,,,,0.22,0.39,0.22,0.11,0.06,,1.0,,,,,0.19,0.19,0.23,0.11,0.13,0.07,0.06,,0.02,,0.55,0.33,0.1
TEMP_0_0,,,1.0,,,0.38,,0.19,0.28,0.15,,,1.0,,,,0.15,0.3,0.11,0.16,0.08,0.09,0.08,,0.03,,0.56,0.32,0.11
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.78,0.11,0.11,,,1.0,,,,,,0.79,0.21,,,,0.24,0.21,0.12,0.12,0.1,0.08,0.07,0.04,0.02,,0.67,0.26,0.07
PRES_1_3,0.69,0.31,,,,,1.0,,,,,0.85,0.14,,,,0.14,0.18,0.19,0.08,0.1,0.05,0.05,0.14,0.06,,0.51,0.28,0.19
PRES_1_1,0.36,0.41,0.22,,,,,0.99,,,,0.48,0.5,,,,0.26,0.15,0.12,0.14,0.16,0.06,0.06,,0.04,,0.66,0.25,0.07
PRES_1_0,0.42,0.23,0.35,,,,,,0.91,0.08,,0.64,0.35,,,,0.14,0.35,0.2,0.11,0.03,0.05,0.08,,0.04,,0.54,0.36,0.09
PRES_0_0,0.53,0.19,0.27,,,,,,0.13,0.85,,0.65,0.28,0.06,,,0.34,0.26,0.18,0.05,0.06,0.06,0.04,,,,0.27,0.52,0.2
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.71,0.29,,,,0.47,0.31,0.07,0.09,0.06,,1.0,,,,,0.24,0.2,0.18,0.1,0.08,0.07,0.06,0.05,0.03,,0.57,0.3,0.11
DEWP_0_1,0.46,,0.53,,,0.38,0.16,0.23,0.15,0.08,,,1.0,,,,0.11,0.27,0.09,0.12,0.14,0.06,0.06,0.07,0.07,,0.64,0.26,0.1
DEWP_0_0,1.0,,,,,,,,,0.69,,,,0.94,,,0.78,,,,,,,,,,,0.61,
DEWP_1_0,1.0,,,,,,,,,,,,,,0.68,,0.74,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.71,0.2,0.09,,,0.5,0.18,0.14,0.07,0.11,,0.84,0.13,0.02,0.01,,0.99,,,,,,0.01,,,,0.32,0.45,0.22
WSPM_0_1,0.63,0.19,0.18,,,0.44,0.23,0.08,0.17,0.09,,0.69,0.31,,,,,0.94,,,,0.01,0.05,,,,0.64,0.27,0.06
WSPM_0_2,0.58,0.32,0.1,,,0.36,0.34,0.09,0.14,0.08,,0.86,0.14,,,,,,0.97,,,,0.02,,,,0.38,0.48,0.14
WSPM_0_0,0.58,0.22,0.19,,,0.49,0.21,0.15,0.1,0.04,,0.72,0.28,,,,,,,0.6,0.05,0.08,0.26,,,,0.87,0.09,0.03
WSPM_1_2,0.62,0.28,0.1,,,0.45,0.27,0.19,0.04,0.05,,0.64,0.36,,,,,,,0.05,0.92,,,,,,0.91,0.07,
WSPM_1_1,0.59,0.24,0.18,,,0.53,0.21,0.11,0.09,0.07,,0.76,0.24,,,,,0.04,,0.11,,0.83,,,,,0.86,0.12,
WSPM_1_0,0.64,0.2,0.16,,,0.5,0.21,0.12,0.14,0.04,,0.75,0.25,,,,0.03,0.13,0.04,0.46,,,0.33,,,,0.79,0.15,0.04
WSPM_0_4,1.0,,,,,0.29,0.71,,,,,0.65,0.32,,,,,,,,,,,0.99,,,0.13,0.54,0.33
WSPM_1_3,0.78,0.09,0.12,,,0.29,0.45,0.13,0.1,,,0.53,0.45,,,,,,,,,,,,0.97,,0.81,0.06,0.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.67,0.2,0.12,,,0.51,0.24,0.13,0.09,0.03,,0.73,0.27,,,,0.11,0.23,0.1,0.16,0.15,0.1,0.09,0.01,0.05,,0.94,0.05,
PM10_1,0.61,0.24,0.14,,,0.39,0.26,0.1,0.13,0.12,,0.77,0.22,0.01,,,0.33,0.2,0.25,0.04,0.02,0.02,0.03,0.1,0.01,,0.11,0.84,0.04
PM10_2,0.68,0.19,0.13,,,0.26,0.46,0.07,0.08,0.13,,0.76,0.22,,,,0.43,0.11,0.2,0.03,,,0.02,0.17,0.02,,,0.12,0.87
