,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.6,1.22,,,,0.62,0.83,1.81,0.73,2.72,,,0.62,0.91,1.08,3.02,13.68,17.26,0.62,1.14,1.09,1.85,1.08,0.42,0.21,0.53,0.83,1.8,0.62,1.22,0.76,0.68
TEMP_0_0,1.1,0.59,51.01,,,,1.57,0.78,1.42,1.62,,,,1.52,0.71,28.97,1.33,0.91,,1.12,1.1,1.12,3.5,0.36,0.21,0.42,0.56,0.99,,1.23,0.82,0.62
TEMP_1_1,,,0.43,,,,1.13,,1.37,,0.43,,,4.14,18.57,0.53,,,,1.78,0.92,3.29,3.61,0.44,0.19,0.83,4.0,,,1.34,1.26,8.4
TEMP_0_2,,,,0.27,,,12.9,,,1.25,,0.33,,4.05,2.06,,,0.74,,8.49,3.69,5.32,0.91,0.84,0.52,1.04,1.36,,,2.75,2.26,1.26
TEMP_0_1,,,,,0.25,,13.85,6.18,11.19,0.99,,0.97,,77.22,,,0.44,,,8.83,8.67,1.21,,1.03,0.76,1.3,2.3,0.37,,3.35,1.94,0.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.06,1.92,1.12,20.83,8.99,0.49,0.54,6.23,1.09,15.02,,,0.49,1.28,2.1,1.21,8.17,9.94,0.49,1.52,1.06,1.82,1.35,0.43,0.21,0.71,0.83,1.7,0.49,1.34,0.83,0.69
PRES_1_1,1.28,0.75,,,2.71,,4.5,0.53,9.93,,,,,1.83,1.04,,1.11,0.85,,1.26,1.13,1.17,4.07,0.42,0.23,0.48,0.8,1.11,,1.39,0.89,0.7
PRES_1_0,0.99,1.31,2.5,,,,1.19,16.83,0.46,,,,,1.32,1.25,2.28,6.34,,,1.75,1.46,1.83,1.39,0.55,0.27,0.86,1.13,3.41,,1.43,1.1,1.69
PRES_1_2,2.05,2.02,,0.89,0.65,,23.59,,,0.35,,,,2.5,1.06,,1.19,,,2.27,2.96,2.66,2.21,0.53,0.37,0.56,1.01,0.92,,2.1,1.46,1.07
PRES_0_1,,,0.72,,,,,,,,0.25,,,,,0.68,,,,1.88,1.54,,,0.69,0.31,1.04,,,,2.29,2.23,10.7
PRES_1_3,,,,0.39,1.15,,32.18,,,,,0.24,,11.68,3.54,,2.06,0.65,,7.83,2.9,2.31,1.92,1.22,0.64,0.94,2.05,0.9,,2.86,2.83,0.94
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.66,0.99,2.82,1.85,16.45,0.35,0.74,1.5,0.75,1.76,,4.8,0.35,0.67,1.35,,,,0.35,0.97,1.23,1.07,0.83,0.45,0.2,0.61,1.21,,0.35,1.17,0.66,0.47
DEWP_0_0,1.28,0.89,45.76,1.83,,,2.95,1.65,1.71,1.03,,3.23,,2.19,0.45,,,,,2.36,1.0,2.67,4.89,0.38,0.23,0.43,0.57,0.99,,1.42,1.32,2.83
DEWP_1_1,3.83,22.75,0.55,,,,1.21,,1.28,,0.42,,,,,0.41,,,,1.78,0.85,7.89,3.52,0.44,0.19,0.87,3.89,,,1.44,1.16,4.25
DEWP_0_2,9.32,2.38,,,0.33,,5.18,1.66,3.95,1.39,,1.3,,,,,0.32,,,2.63,5.7,1.18,,0.71,0.46,0.77,1.45,0.5,,2.28,1.51,0.7
DEWP_0_1,7.06,1.73,,0.7,,,6.63,1.44,,,,0.55,,106.61,27.74,,,0.3,,2.72,2.77,2.79,2.75,0.58,0.49,0.64,0.58,0.63,,2.13,1.98,1.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.1,1.28,2.29,4.49,6.06,,1.23,1.64,1.42,1.89,1.37,3.64,,1.45,1.95,2.16,1.95,2.01,,0.5,3.71,9.3,,0.79,0.32,0.78,1.28,,,1.4,0.88,0.99
WSPM_0_1,1.5,1.52,1.17,3.08,11.34,,1.44,2.02,1.39,3.65,1.14,2.39,,2.13,0.99,1.03,7.88,3.18,,2.18,0.5,5.84,11.31,0.39,0.14,0.6,1.28,,,1.22,1.05,2.61
WSPM_0_3,1.61,1.5,4.11,4.21,0.7,,1.48,1.61,1.62,2.46,,1.61,,1.75,2.29,8.29,1.02,2.48,,32.46,7.43,0.44,,1.15,0.64,1.43,,,,2.26,0.95,0.42
WSPM_0_4,1.56,2.67,4.29,0.77,,,1.41,5.36,1.3,2.43,,1.27,,1.57,3.59,4.72,,2.74,,,10.37,,0.36,2.55,1.28,3.26,,,,2.61,1.06,0.59
