,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.3,0.97,,,1.16,0.89,0.37,0.49,,,1.12,1.04,0.37,,1.12,1.25,1.08,0.89,1.41,0.56,0.34,0.25,1.09,1.19,0.97
TEMP_0_0,0.92,1.39,,,0.96,1.06,0.2,1.03,,,0.68,1.07,0.97,,1.04,1.31,1.08,0.83,1.53,0.83,0.7,0.56,1.15,1.16,1.06
TEMP_1_1,,0.42,1.99,,0.43,0.2,1.85,,,,1.4,0.79,,0.93,1.25,1.36,1.21,1.1,1.6,0.54,,,1.3,1.35,0.95
TEMP_0_2,,,,3.3,,,,,3.28,2.0,,,2.17,,1.26,1.57,1.06,0.74,1.93,1.01,,,1.4,1.4,1.08
PRES_0_0,1.22,1.06,0.26,,1.27,0.7,,0.28,,,1.07,1.05,0.49,,1.12,1.22,1.05,0.86,1.45,0.64,0.27,0.52,1.07,1.19,1.02
PRES_1_0,1.06,1.35,,,0.91,1.76,,,,,0.87,1.16,0.82,,1.12,1.37,1.11,0.91,1.54,0.75,0.77,,1.23,1.23,1.17
PRES_0_1,0.64,0.38,1.78,,,,1.91,,,,1.41,0.71,,0.87,1.27,1.33,1.17,0.98,1.6,0.51,0.61,,1.3,1.33,0.88
PRES_1_1,0.96,1.53,,,0.43,,,2.06,,,0.32,1.15,1.26,,0.98,1.54,1.36,1.04,1.58,0.91,0.73,,1.29,1.2,0.95
PRES_1_3,,,,3.34,,,,,3.51,,,,2.2,,1.2,1.67,1.21,0.82,2.05,1.16,,,1.46,1.39,1.12
PRES_1_2,,,,3.84,,,,,,6.76,,,2.5,,1.88,1.44,,,1.7,,,,,1.75,
DEWP_1_0,1.1,0.82,0.95,,1.04,0.7,0.98,0.27,,,1.33,0.75,0.15,,1.21,1.21,1.01,0.76,1.5,0.52,,,1.09,1.24,0.95
DEWP_0_0,1.13,1.24,0.36,,1.03,1.03,0.35,0.79,,,0.72,1.35,,,1.01,1.34,1.18,1.0,1.42,0.63,0.67,0.59,1.18,1.14,1.02
DEWP_0_1,0.67,1.32,,1.46,0.79,0.99,,1.27,1.38,1.07,,,1.94,,1.04,1.36,1.07,0.97,1.61,1.16,0.68,,1.19,1.24,1.16
DEWP_1_1,,,2.52,,,,2.45,,,,,,,5.86,1.84,1.47,1.43,,2.55,,,,1.78,1.59,
WSPM_0_1,1.06,1.05,0.69,0.54,1.0,0.9,0.74,0.61,0.49,0.48,1.05,0.98,0.63,0.36,1.34,1.13,0.94,0.7,1.51,0.14,0.17,,1.11,1.21,0.93
WSPM_0_0,1.12,1.12,0.72,0.53,1.07,0.92,0.69,0.79,0.53,,1.03,1.06,0.7,,0.88,1.75,1.34,0.79,1.91,0.54,0.47,,1.29,1.22,0.95
WSPM_1_1,1.2,1.2,0.78,0.52,1.06,0.85,0.76,0.88,0.47,,1.07,1.14,0.69,,1.15,1.48,1.91,0.73,1.37,0.42,,,1.26,1.3,0.99
WSPM_1_2,1.18,1.16,0.85,0.36,1.12,0.9,0.8,0.86,0.42,,1.16,1.21,0.76,,0.97,1.41,0.56,2.05,1.29,0.61,,,1.32,1.3,1.46
WSPM_1_0,1.17,1.19,0.75,0.63,1.08,1.08,0.74,0.76,0.61,,1.07,1.12,0.8,,1.13,1.71,1.3,0.59,1.98,0.53,,,1.31,1.29,1.05
WSPM_0_2,1.06,1.35,0.65,0.83,1.11,1.1,0.63,0.99,0.76,,0.9,0.92,1.34,,0.74,0.74,0.73,0.37,1.18,2.49,,,1.0,1.35,1.52
WSPM_1_3,1.16,1.6,,,1.31,1.17,1.04,0.84,,,,1.46,1.18,,0.89,0.88,,,,,4.31,,1.66,1.65,0.82
WSPM_0_3,1.33,1.92,,,1.49,,,,,,,1.86,,,,,,,1.29,,,5.72,,1.73,1.9
PM10_0,1.01,1.09,0.68,0.5,0.93,0.92,0.7,0.76,0.51,,0.94,1.03,0.68,0.39,1.0,1.36,1.19,0.97,1.47,0.58,0.65,,1.28,1.03,0.83
PM10_1,1.07,1.02,0.7,0.55,1.0,0.81,0.72,0.65,0.47,0.55,1.01,0.96,0.66,0.27,1.17,1.22,1.0,0.82,1.49,0.64,0.28,0.45,1.05,1.32,0.88
PM10_2,1.24,1.27,0.59,0.43,1.34,1.06,0.61,0.59,0.49,,1.23,1.03,1.07,,1.29,1.06,0.94,0.56,1.43,1.25,,1.02,0.5,1.35,2.22
