,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.62,12.65,,,,,1.15,2.13,1.15,2.94,,,,1.08,1.75,3.02,18.57,17.92,,1.49,2.27,2.12,1.2,1.81,1.37,1.4,1.65,2.49,,1.86,1.51,1.56
TEMP_0_0,12.64,0.61,,,,,3.52,0.85,1.84,1.79,,,,1.96,1.04,66.86,1.38,0.93,,1.46,1.62,1.43,4.06,2.01,2.98,1.76,1.32,1.45,,1.74,1.68,1.63
TEMP_1_1,,,0.43,,,,1.39,,2.6,,0.43,,,4.41,50.4,0.53,,,,2.65,1.33,4.37,4.16,1.87,1.63,3.27,7.78,,,1.88,2.9,
TEMP_0_2,,,,0.27,,,38.69,,,1.25,,0.34,,5.04,2.95,,,0.78,,11.38,5.55,6.73,1.02,3.22,4.17,5.33,2.86,,,3.63,4.55,2.3
TEMP_0_1,,,,,0.24,,32.32,6.18,,0.93,,1.14,,77.22,,,0.44,,,12.58,22.08,1.35,,3.42,5.09,3.58,4.61,0.66,,5.27,4.35,1.7
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.3,3.73,1.12,20.83,14.48,,0.56,76.26,8.56,,,,,1.35,4.89,1.21,9.7,9.94,,1.85,1.74,2.08,1.52,2.24,1.85,2.89,2.4,3.08,,2.3,1.56,1.49
PRES_1_1,2.4,0.94,,,2.71,,81.08,0.53,,,,,,2.28,1.37,,1.11,0.88,,1.75,1.87,1.47,4.61,2.36,2.19,1.6,1.44,1.58,,1.86,1.95,1.81
PRES_1_0,1.48,2.48,2.5,,,,9.87,,0.48,,,,,1.66,2.14,2.28,7.28,,,2.53,2.43,2.28,1.55,2.26,2.05,2.41,2.24,3.41,,1.99,2.45,4.31
PRES_1_2,5.04,3.03,,0.96,0.63,,,,,0.35,,,,3.7,1.36,,1.19,,,2.89,5.22,3.18,2.46,1.68,2.56,1.87,2.33,1.46,,2.81,2.82,3.62
PRES_0_1,,,0.72,,,,,,,,0.25,,,,,0.68,,,,2.7,2.19,,,2.61,3.03,4.27,,,,3.27,4.41,
PRES_1_3,,,,0.39,1.15,,,,,,,0.24,,18.83,5.87,,2.06,0.69,,10.67,4.84,2.92,2.2,6.49,7.09,4.24,3.72,1.92,,3.93,9.49,1.56
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.95,1.72,2.82,2.0,27.42,,1.07,1.79,1.11,1.93,,6.4,,0.68,13.89,,,,,1.21,2.04,1.26,0.9,2.6,2.03,3.71,6.69,,,1.98,1.18,1.04
DEWP_0_0,2.41,1.38,45.76,1.83,,,5.97,1.67,2.19,1.07,,3.23,,20.28,0.46,,,,,3.9,1.74,4.09,7.26,1.26,1.44,1.08,0.97,1.44,,1.64,3.86,28.07
DEWP_1_1,4.27,94.49,0.55,,,,1.55,,2.43,,0.42,,,,,0.41,,,,2.58,1.21,9.89,4.05,2.29,1.74,3.62,7.57,,,2.19,2.21,
DEWP_0_2,34.6,2.54,,,0.33,,16.54,1.85,10.44,1.3,,1.52,,,,,0.32,,,3.31,11.81,1.34,,2.69,4.08,2.22,2.69,0.88,,3.27,4.13,1.42
DEWP_0_1,35.28,1.82,,0.7,,,17.12,1.55,,,,0.55,,,,,,0.3,,3.66,5.85,3.52,3.2,3.15,5.88,1.92,1.09,0.89,,2.76,5.28,2.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.79,1.73,2.29,5.96,6.06,,1.95,1.9,2.35,2.02,1.37,4.91,,1.63,3.76,2.16,2.11,2.21,,0.5,,,,,6.34,,,,,2.2,1.64,3.09
WSPM_0_1,2.77,1.94,1.17,3.08,11.34,,1.94,2.04,2.18,3.68,1.14,2.39,,2.82,1.55,1.03,7.88,3.67,,,0.51,,,,2.2,13.04,,,,1.66,2.57,24.92
WSPM_0_3,2.91,1.95,4.35,4.21,0.75,,2.55,1.83,2.39,2.57,,1.61,,1.96,4.24,9.39,0.99,2.48,,,,0.43,,,12.86,,,,,4.53,1.73,0.85
WSPM_0_4,2.01,6.68,4.94,0.77,,,2.27,6.78,1.96,2.43,,1.45,,1.69,9.36,4.72,,2.74,,,,,0.36,,,,,,,6.06,1.82,1.21
