,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,66.84,1853.04,1.09,13.02,539.53,3.3,6.84,30.47,12.53,71.76,61.89,26.28,134.2,1.95,7.07,572.89
PRES_0_1,1.0,1.03,,,1.09,13.23,507.03,3.3,6.64,30.8,12.73,71.96,62.89,26.71,126.41,1.95,7.14,582.2
PRES_0_0,1.0,,4502.57,,1.2,,,3.24,18.5,10.67,,63.47,,,495.31,2.21,2.82,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.02,68.58,2025.92,1.19,0.49,,3.16,7.37,30.22,13.7,71.79,53.52,28.74,141.36,1.96,7.18,588.29
DEWP_1_0,0.98,1.02,,,,150.17,1864.13,4.9,1.22,32.83,,71.88,148.19,,,1.89,5.81,358.49
DEWP_0_0,0.92,0.74,,,,93.99,40691.05,2.65,,37.96,,62.49,213.01,,,2.04,7.03,
WSPM_0_1,1.0,1.02,55.2,,1.04,19.19,528.03,5.32,1.55,31.26,1.81,85.38,60.94,1.69,54.34,2.0,6.89,582.19
WSPM_0_2,1.0,1.0,160.34,10137.15,1.18,1.61,,0.61,29.26,12.49,1.61,39.46,5.42,,,1.98,6.58,333.24
WSPM_0_0,1.0,1.02,,,1.08,14.44,894.41,3.3,2.4,67.2,3.28,127.29,103.8,,172.27,1.96,7.56,723.42
WSPM_0_3,1.0,1.03,,,1.2,,,0.12,1.33,8.91,116.49,23.3,,,,1.74,8.29,1182.08
WSPM_1_0,1.0,1.02,,,1.09,14.09,,3.6,3.57,49.32,4.49,96.08,61.7,,,1.95,7.26,677.23
WSPM_1_1,1.0,1.03,,,0.92,36.19,2668.78,3.88,,36.44,,54.69,361.59,,,1.93,7.96,363.92
WSPM_0_4,1.0,1.03,,,1.2,,,0.36,,,,14.1,,576.49,,1.84,6.45,
WSPM_1_2,1.0,0.93,,,1.2,,,2.31,,36.32,,40.62,,,4956.56,2.19,4.27,
PM10_0,1.0,1.01,95.54,2754.59,1.09,14.25,724.41,3.35,6.79,31.78,10.64,74.45,69.46,26.34,193.11,2.18,5.36,327.71
PM10_1,1.0,1.03,,,1.13,8.13,,3.15,7.15,27.09,16.68,65.11,47.21,20.24,,1.59,11.22,956.34
PM10_2,1.0,1.03,,,1.16,,,3.21,,30.58,28.77,69.84,,,,1.1,11.46,8531.99
