,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.94,,,,,0.95,0.93,0.98,0.94,0.86,,1.01,1.0,0.6,0.57,,0.91,0.93,0.92,0.88,0.86,0.84,0.83,0.75,0.75,,1.03,0.93
TEMP_0_1,,0.79,,,,1.32,1.02,0.89,0.99,0.99,,1.14,,,,,1.09,1.1,0.96,1.0,0.94,0.94,0.97,,1.09,,1.21,1.07
TEMP_0_0,,,0.73,,,1.27,,0.97,0.88,0.89,,,0.88,,,,1.23,1.07,1.17,1.0,1.12,0.97,0.99,,0.98,,1.3,1.14
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.04,1.12,0.95,,,0.88,,,,,,1.08,1.01,,,,0.95,0.97,0.98,0.89,0.9,0.84,0.85,0.93,0.89,,1.07,1.06
PRES_1_3,1.14,0.96,,,,,0.82,,,,,1.14,1.17,,,,1.12,1.07,0.96,1.02,0.96,0.99,0.98,0.76,0.8,,1.2,0.98
PRES_1_1,1.46,1.03,1.02,,,,,0.72,,,,1.43,1.03,,,,1.13,1.25,1.19,1.04,0.98,1.07,1.03,,0.97,,1.3,1.27
PRES_1_0,1.43,1.17,0.93,,,,,,0.72,1.03,,1.37,1.12,,,,1.27,1.08,1.08,1.15,1.37,1.07,0.99,,1.04,,1.33,1.21
PRES_0_0,1.45,1.28,1.03,,,,,,1.13,0.69,,1.44,1.24,0.57,,,1.16,1.2,1.22,1.16,1.19,1.14,1.44,,,,1.52,1.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.85,,,,0.96,0.9,0.93,0.87,0.84,,0.96,,,,,0.88,0.92,0.85,0.85,0.87,0.81,0.81,0.82,0.82,,1.02,0.91
DEWP_0_1,1.25,,0.76,,,1.16,1.19,0.86,0.92,0.93,,,0.81,,,,1.19,1.0,1.14,0.97,0.9,0.95,0.94,0.87,0.79,,1.18,1.08
DEWP_0_0,1.81,,,,,,,,,0.99,,,,0.45,,,1.37,,,,,,,,,,2.1,1.59
DEWP_1_0,1.98,,,,,,,,,,,,,,0.44,,1.66,,,,,,,,,,,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.17,1.09,1.09,,,1.12,1.19,0.97,1.11,0.88,,1.18,1.24,0.59,0.53,,0.79,,,,,,1.5,,,,1.3,0.95
WSPM_0_1,1.2,1.1,0.96,,,1.16,1.14,1.08,0.91,0.93,,1.22,1.04,,,,,0.8,,,,1.17,1.1,,,,1.18,1.21
WSPM_0_2,1.28,1.03,1.15,,,1.25,1.1,1.11,1.01,0.96,,1.23,1.27,,,,,,0.75,,,,1.54,,,,1.3,1.05
WSPM_0_0,1.34,1.18,1.05,,,1.24,1.27,1.05,1.07,1.39,,1.34,1.16,,,,,,,0.78,1.35,1.12,0.77,,,,1.28,1.53
WSPM_1_2,1.35,1.13,1.2,,,1.27,1.22,1.02,1.39,1.22,,1.39,1.12,,,,,,,1.22,0.71,,,,,,1.27,2.32
WSPM_1_1,1.43,1.24,1.14,,,1.3,1.34,1.21,1.26,1.15,,1.41,1.29,,,,,2.12,,1.08,,0.68,,,,,1.35,1.82
WSPM_1_0,1.41,1.28,1.17,,,1.33,1.36,1.22,1.14,1.1,,1.42,1.28,,,,1.71,1.31,1.34,0.92,,,0.82,,,,1.37,1.58
WSPM_0_4,1.32,,,,,1.51,1.09,,,,,1.49,1.25,,,,,,,,,,,0.64,,,1.78,1.04
WSPM_1_3,1.47,1.57,1.32,,,1.59,1.26,1.26,1.23,,,1.64,1.22,,,,,,,,,,,,0.6,,1.47,1.83
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.91,0.87,,,0.95,0.95,0.84,0.84,0.87,,1.01,0.91,0.65,,,0.96,0.89,0.89,0.81,0.8,0.78,0.78,0.94,0.76,,0.96,1.35
PM10_1,1.18,1.04,1.0,,,1.21,1.01,1.06,1.01,0.84,,1.18,1.1,0.73,0.49,,0.94,1.13,0.98,1.34,1.2,1.19,1.14,0.76,0.91,,1.76,0.82
