,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,67.23,485.75,1.09,11.83,122.98,1.83,4.46,3.98,9.43,3.99,9.49,22.11,44.44,1.25,2.17,38.16
PRES_0_1,0.95,0.96,,,1.04,11.18,120.17,1.74,4.28,3.77,8.91,3.79,8.96,20.9,42.34,1.19,2.06,36.07
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.77,0.78,48.43,355.49,0.8,35.93,,1.43,3.26,3.07,6.9,3.06,7.91,16.18,32.32,0.96,1.65,29.41
DEWP_1_0,,,,,,,0.02,,0.01,,,,,,,,,0.02
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.08,0.08,7.19,,0.09,0.78,8.0,0.12,0.58,0.29,1.98,0.29,0.73,2.8,4.36,0.1,0.17,2.86
WSPM_0_2,0.01,0.01,0.21,2.09,0.01,0.11,,0.02,0.01,0.03,0.08,0.03,0.07,,0.41,0.01,0.01,0.21
WSPM_0_0,,,,,,0.02,0.16,,0.01,,0.02,,0.01,,0.06,,,0.05
WSPM_0_3,,,,,,,,,0.01,0.01,,,,,,,,0.02
WSPM_1_0,,,,,,0.01,0.05,,,,0.01,,0.01,,0.04,,,0.02
WSPM_1_1,,,,,,,0.01,,,,,,,,,,,0.01
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.31,0.31,17.01,121.29,0.33,3.46,37.09,0.56,1.38,1.23,3.25,1.22,2.98,6.57,12.33,0.37,0.7,16.42
PM10_1,0.02,0.02,,,0.03,0.35,2.75,0.04,0.11,0.09,0.19,0.09,0.21,0.66,1.11,0.03,0.05,0.65
PM10_2,,,,,,,,,,,,,,,,,,
