,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,29.71,1.04,3.52,15.04,1.52,2.34,3.01,3.29,3.45,4.57,4.91,8.56,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.03,3.49,15.01,1.51,2.31,2.99,3.26,3.42,4.54,4.87,8.42,1.21,1.84,10.55
PRES_0_0,0.13,,1.05,,0.13,,,0.19,0.31,0.36,,0.42,,,1.0,0.16,0.23,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.96,7.57,28.41,1.0,3.5,,1.46,2.23,2.89,3.15,3.31,4.42,4.7,8.03,1.17,1.78,10.31
DEWP_1_0,0.28,0.28,,,,0.99,2.84,0.43,0.87,0.84,,0.97,1.24,,,0.34,0.52,3.38
DEWP_0_0,0.07,0.06,,,,0.28,1.09,0.09,,0.17,,0.19,0.34,,,0.09,0.14,
WSPM_0_1,0.65,0.66,5.37,,0.68,2.3,8.61,1.0,1.59,2.0,3.87,2.32,2.86,2.18,4.67,0.8,1.18,7.11
WSPM_0_2,0.43,0.43,3.17,14.12,0.45,1.17,,0.61,1.0,1.29,1.1,1.5,1.0,,,0.52,0.75,3.9
WSPM_0_0,0.33,0.33,,,0.35,1.21,5.71,0.52,0.65,1.0,0.99,1.12,1.82,,2.85,0.4,0.68,3.56
WSPM_0_3,0.3,0.31,,,0.32,,,0.25,0.91,0.96,1.0,1.0,,,,0.37,0.56,3.47
WSPM_1_0,0.29,0.29,,,0.3,1.03,,0.44,0.65,0.89,0.88,1.0,1.68,,,0.35,0.56,3.24
WSPM_1_1,0.22,0.22,,,0.23,0.81,3.54,0.33,,0.54,,0.6,1.0,,,0.26,0.46,1.85
WSPM_0_4,0.2,0.21,,,0.21,,,0.46,,,,0.86,,1.0,,0.25,0.39,
WSPM_1_2,0.12,0.12,,,0.13,,,0.22,,0.34,,0.44,,,1.05,0.15,0.43,
PM10_0,0.82,0.83,6.7,24.36,0.86,2.9,13.23,1.24,1.92,2.56,2.75,2.89,4.05,4.02,7.51,1.0,1.52,9.94
PM10_1,0.54,0.54,,,0.56,1.84,,0.83,1.27,1.47,1.7,1.75,2.02,2.69,,0.66,1.0,5.31
PM10_2,0.09,0.09,,,0.1,,,0.16,,0.27,0.28,0.3,,,,0.11,0.19,1.0
