,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.04,0.01,0.93,0.16,0.03,0.67,0.34,0.44,0.19,0.46,0.23,0.1,0.07,0.88,0.63,0.09
PRES_0_1,1.0,1.0,,,0.94,0.16,0.03,0.67,0.34,0.44,0.19,0.47,0.23,0.1,0.06,0.88,0.63,0.09
PRES_0_0,3.01,,1.05,,2.95,,,1.93,1.8,0.77,,1.29,,,0.39,2.73,1.2,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.01,0.04,0.01,1.0,0.05,,0.68,0.36,0.45,0.2,0.48,0.22,0.11,0.07,0.9,0.64,0.09
DEWP_1_0,1.85,1.85,,,,0.99,0.09,1.46,0.37,0.83,,0.87,0.62,,,1.58,1.12,0.1
DEWP_0_0,3.54,2.84,,,,1.68,0.86,2.18,,1.69,,1.78,1.3,,,3.21,2.67,0.85
WSPM_0_1,1.23,1.22,0.05,,1.13,0.24,0.03,0.99,0.3,0.57,0.14,0.63,0.3,0.03,0.06,1.1,0.77,0.1
WSPM_0_2,1.53,1.51,0.09,0.05,1.49,0.07,,0.65,0.99,0.53,0.15,0.61,0.16,,0.07,1.35,0.88,0.08
WSPM_0_0,1.73,1.72,,,1.61,0.33,0.1,1.27,0.3,0.94,0.17,0.89,0.45,,0.15,1.52,1.13,0.18
WSPM_0_3,1.82,1.81,,,1.78,,,0.41,0.42,0.5,0.99,0.54,,,,1.55,1.19,0.21
WSPM_1_0,1.85,1.84,,,1.73,0.32,0.06,1.31,0.44,0.94,0.21,0.92,0.44,,0.12,1.63,1.21,0.21
WSPM_1_1,2.14,2.13,,,1.83,0.57,0.15,1.57,0.56,1.06,,1.02,0.93,,0.11,1.86,1.5,0.26
WSPM_0_4,2.22,2.21,,,2.17,,,0.92,,,,0.58,,1.0,,1.86,1.38,
WSPM_1_2,3.01,2.77,,,2.94,,,1.84,0.81,1.22,,1.17,0.92,,0.98,2.72,2.26,
PM10_0,1.1,1.09,0.06,0.02,1.03,0.18,0.04,0.75,0.38,0.5,0.2,0.52,0.27,0.11,0.09,1.0,0.64,0.08
PM10_1,1.36,1.35,,,1.29,0.17,0.02,0.88,0.47,0.54,0.29,0.6,0.26,0.12,0.02,1.15,0.98,0.14
PM10_2,3.23,3.22,,,3.12,,,2.14,0.89,1.11,0.82,1.42,,,,2.69,2.39,0.83
