,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,1.11,1.04,0.8,1.0,1.31,,1.05,0.87,1.72,3.0,,1.15,1.28,1.13,1.92,1.4,1.7,2.58,1.36,1.3,,1.2,1.48,1.53
TEMP_0_1,,2.16,,,,0.71,1.23,1.44,1.34,1.56,,1.16,,,,,1.07,1.26,1.47,2.07,1.65,1.92,2.73,,1.04,,1.19,1.64,1.79
TEMP_0_0,,,2.72,3.49,41.910000000000004,0.97,,1.25,1.96,2.13,41.910000000000004,,1.98,,,41.910000000000004,0.9,1.53,0.97,2.14,1.26,2.16,2.92,,1.23,41.910000000000004,1.17,1.51,1.48
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.09,0.73,0.93,,,1.51,,,0.5,0.74,,1.03,0.93,,,,1.18,1.31,1.1,2.07,1.49,1.97,2.76,0.87,1.0,,1.25,1.44,1.31
PRES_1_3,1.03,1.19,,,,,1.92,,,0.32,,1.07,0.79,1.6,3.02,,0.9,1.16,1.29,1.87,1.43,1.72,2.54,1.8,1.58,,1.11,1.54,1.86
PRES_1_1,0.72,1.39,1.28,6.8,,,0.26,2.91,0.95,1.4,,0.8,1.41,,5.13,,1.27,1.09,1.14,2.02,1.75,1.48,2.43,,1.48,,1.23,1.5,1.56
PRES_1_0,0.8,1.03,1.64,,27.839999999999996,0.28,,0.54,3.06,2.76,27.839999999999996,0.93,1.19,,,27.839999999999996,0.9,1.79,1.31,2.12,1.24,1.94,3.01,,1.43,27.839999999999996,1.21,1.63,1.54
PRES_0_0,0.9,0.95,1.45,,,0.67,0.3,0.7,2.33,3.7,,0.97,1.04,3.49,3.88,,1.29,1.35,1.25,1.45,0.92,1.49,2.18,,,,1.03,1.82,2.02
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.04,1.16,,,,1.04,1.08,0.86,1.14,1.4,,1.16,0.12,0.81,1.59,,1.17,1.27,1.27,1.95,1.35,1.82,2.65,1.05,1.08,,1.19,1.56,1.65
DEWP_0_1,0.84,0.22,2.02,4.62,30.509999999999998,0.95,0.75,1.47,1.44,1.67,30.509999999999998,0.16,2.0,,2.78,30.509999999999998,0.83,1.44,0.93,2.09,1.7,1.84,2.71,1.18,1.67,30.509999999999998,1.21,1.4,1.36
DEWP_0_0,1.24,,,,,,,,2.68,3.35,,,,13.06,15.72,,1.92,,,,,,,,,,0.84,1.85,
DEWP_1_0,1.24,,,,,,,,,,,,,,15.87,,2.24,,,,,,,,,,,1.81,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.04,0.96,0.77,,,1.08,0.82,1.05,1.17,1.49,,1.07,0.69,1.97,2.48,,2.14,0.78,,1.3,0.27,0.89,1.85,,,,1.09,1.69,1.81
WSPM_0_1,0.98,0.97,1.19,,22.53,1.02,0.91,0.95,1.49,1.8,22.53,0.97,1.13,,,22.53,0.54,2.14,0.64,2.07,1.38,2.07,3.33,0.59,0.86,22.53,1.23,1.44,1.45
WSPM_0_2,0.93,1.23,0.98,5.69,,0.89,1.16,0.85,1.37,1.15,,1.07,0.76,,,,,0.92,2.53,1.51,0.67,1.27,2.55,,,,1.23,1.67,1.36
WSPM_0_0,0.94,1.02,1.2,,,1.08,0.92,1.22,1.16,1.53,,0.99,1.05,,,,0.48,1.08,1.1,2.9,1.75,2.27,3.51,,1.46,,1.28,1.21,0.98
WSPM_1_2,0.97,1.15,0.89,,,1.05,1.01,1.47,0.88,1.79,,0.94,1.24,,,,0.85,1.27,0.69,2.43,3.14,1.84,1.98,,1.64,,1.27,1.57,
WSPM_1_1,0.95,1.05,1.13,,,1.08,0.86,1.03,1.29,1.61,,1.01,0.97,,,,0.47,1.34,0.99,2.4,1.61,3.68,2.91,,,,1.27,1.49,1.25
WSPM_1_0,0.99,0.97,1.09,,,1.08,0.92,1.07,1.34,1.5,,1.01,1.0,,,,0.63,1.26,1.04,2.7,1.46,1.86,3.47,,,,1.25,1.25,1.14
WSPM_0_4,1.23,,,,,0.81,1.62,,,,,0.91,1.27,2.77,3.9,,,0.41,,,,0.77,0.64,4.23,,,0.79,1.7,2.36
WSPM_1_3,1.09,0.66,0.98,,,0.81,1.28,1.07,1.26,,,0.85,1.35,,,,,,,1.28,0.53,,1.11,,5.21,,1.17,1.69,3.0
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.02,0.98,0.97,2.4,14.82,1.08,0.95,1.11,1.15,1.42,14.82,1.0,1.03,,,14.82,0.88,1.41,1.01,2.29,1.95,2.16,2.86,0.71,1.65,14.82,1.3,1.33,1.2
PM10_1,0.96,1.07,1.06,2.61,,0.97,0.97,0.91,1.45,1.6,,1.02,0.94,1.62,2.03,,1.31,1.27,1.44,1.58,0.4,1.31,2.55,1.36,0.34,,1.15,1.81,1.55
PM10_2,1.01,0.94,1.01,,,0.8,1.35,0.91,1.21,1.79,,1.0,1.02,1.74,2.67,,1.53,0.78,1.3,1.02,,0.85,1.7,1.78,0.6,,0.66,1.66,2.9
