,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,8.32,,,,,31.59,197.51,3432.55,6435.89,46716.51,,3.54,195.79,1982181073.24,47304624903.59,,563.97,576.52,1773.62,15274.16,14250.97,79759.89,170640.28,171301.9,810575.03,,10.14,191.9,9555.31
TEMP_0_1,,2255.29,,,,13.17,270.33,11908.21,11806.02,68042.92,,4.35,,,,,482.52,548.62,3023.3,17570.03,19668.63,102406.22,181743.25,,335541.25,,9.63,246.75,9682.02
TEMP_0_0,,,26232.25,,,23.01,,9989.93,27734.57,133989.59,,,1103.9,,,,369.78,847.48,1442.86,21487.82,11790.91,118233.15,208400.52,,670774.74,,9.6,221.97,9612.27
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,6.51,241.42,2973.31,,,59.35,,,,6490.16,,3.43,234.75,,,,591.13,597.38,1647.34,18608.29,15784.92,105676.55,192855.35,73108.55,456446.95,,11.18,185.0,6231.96
PRES_1_3,5.76,692.86,,,,,686.8,,,,,3.7,162.44,1307077798.0,45218235587.8,,352.54,498.02,2458.21,13643.7,14947.62,74574.04,152487.33,294897.92,1146512.07,,8.79,203.48,14902.14
PRES_1_1,2.98,927.88,5914.74,7675401362298.41,,,,52556.69,,21061.45,,2.1,561.16,,,,647.73,423.83,1595.7,20301.91,24453.65,75955.85,182579.57,,795188.41,,10.94,184.46,6683.73
PRES_1_0,3.52,508.55,9299.24,,,,,,77904.99,162766.89,,2.8,391.33,,,,344.63,999.62,2484.29,17236.16,5999.33,86135.49,214029.51,,761570.46,,9.59,247.12,8291.03
PRES_0_0,4.43,435.37,7263.81,,,3.3,,,29010.87,574083.86,,2.87,308.14,12744733074.7,,,804.24,775.92,2423.23,7719.24,9305.95,72250.68,117355.62,,,,5.82,342.54,16773.37
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,5.94,645.9,,,,28.05,213.08,4059.5,8817.53,54871.28,,4.35,,,,,587.07,562.05,2295.86,16242.88,12973.63,91953.15,180229.88,98684.04,501837.67,,9.85,215.14,9977.46
DEWP_0_1,3.86,,14069.29,3539906635803.46,,22.71,108.92,12536.38,14717.72,73823.16,,,1105.51,,,,276.77,756.9,1181.96,18077.61,21938.14,85224.55,174587.05,144676.0,1283597.31,,10.58,178.47,8183.43
DEWP_0_0,8.33,,,,,,,,,465668.74,,,,180951608303.15,,,1820.05,,,,,,,,,,4.84,396.11,
DEWP_1_0,8.33,,,,,,,,,,,,,,3201255087264.0,,2093.75,,,,,,,,,,,300.21,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
