,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.26,1.43,2.68,1.71,1.06,,1.39,2.13,0.62,0.23,,1.23,1.05,1.37,0.51,0.94,0.67,0.29,0.92,0.94,,1.13,0.8,0.76
TEMP_0_1,,1.0,,,,8.83,3.26,2.19,2.85,2.29,,3.49,,,,,4.39,3.25,2.43,1.3,2.09,1.56,0.8,,10.55,,3.55,2.02,1.99
TEMP_0_0,,,1.0,0.33,0.51,8.89,,4.28,2.11,1.92,0.51,,1.88,,,0.51,9.84,3.66,7.9,2.01,5.72,2.28,1.17,,5.8,0.51,5.9,3.51,3.65
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.91,4.58,2.62,,,1.01,,,35.74,6.26,,2.14,2.69,,,,1.72,1.5,2.19,0.65,1.28,0.77,0.38,3.12,2.58,,1.56,1.21,1.59
PRES_1_3,3.49,2.51,,,,,1.0,,,18.79,,3.2,6.05,1.89,0.54,,4.81,2.97,2.27,1.31,2.2,1.74,0.73,1.3,1.68,,3.12,1.81,1.2
PRES_1_1,14.72,4.59,4.87,0.27,,,,1.01,32.33,9.4,,13.16,4.14,,1.12,,6.53,6.98,9.05,2.18,3.15,4.89,1.55,,7.48,,6.12,5.11,5.65
PRES_1_0,14.82,9.07,3.55,,0.51,159.44,,32.04,1.02,1.57,0.51,11.13,6.69,,,0.51,10.76,4.0,5.56,3.09,23.07,3.29,1.54,,9.28,0.51,7.45,3.87,5.02
PRES_0_0,17.72,15.94,6.84,,,77.57,146.58,26.32,2.74,1.06,,16.42,11.93,1.29,1.06,,9.18,7.2,11.44,7.75,8.42,5.31,3.49,,,,13.17,5.06,3.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.23,1.0,,,,1.23,1.17,1.89,1.09,0.78,,1.0,,,0.79,,1.03,0.94,0.92,0.42,0.89,0.51,0.24,1.41,1.48,,1.01,0.64,0.62
DEWP_0_1,5.65,115.58,1.0,0.27,0.51,4.74,6.61,1.92,2.11,1.83,0.51,220.14,1.01,,0.79,0.51,6.78,2.11,5.32,1.19,1.71,1.65,0.73,2.58,1.67,0.51,3.0,2.3,2.19
DEWP_0_0,118.14,,,,,,,,52.23,16.11,,,,1.06,0.95,,49.18,,,,,,,,,,190.3,52.61,
DEWP_1_0,223.84,,,,,,,,,,,,,,1.36,,114.75,,,,,,,,,,,126.27,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,4.37,5.14,6.33,,,4.12,6.95,3.44,3.71,1.78,,4.15,8.03,0.92,0.33,,1.01,18.59,,11.69,13.54,23.61,2.67,,,,4.7,1.74,1.19
WSPM_0_1,4.95,5.12,3.35,,,4.78,5.51,5.76,2.13,1.79,,5.04,3.81,,,,15.47,1.04,11.06,1.86,3.64,1.85,0.62,22.44,21.09,,3.12,2.12,3.56
WSPM_0_2,7.26,4.32,8.93,0.53,,7.44,5.17,7.52,3.9,2.44,,5.68,11.17,,,,,19.94,1.03,5.66,17.31,4.72,2.18,,,,5.69,2.43,2.54
WSPM_0_0,10.55,9.12,6.06,,,8.2,11.81,7.09,7.22,9.02,,9.78,8.07,,,,29.3,8.0,14.01,1.17,6.42,2.25,0.78,,13.65,,5.92,7.17,9.64
WSPM_1_2,11.08,7.93,13.25,,,10.0,10.29,5.94,18.86,12.53,,12.23,7.04,,,,114.75,8.39,39.8,1.76,1.06,4.17,2.12,,,,6.11,14.91,
WSPM_1_1,17.01,13.87,10.73,,,12.53,17.95,16.38,12.12,10.02,,14.99,15.08,,,,,10.35,25.51,2.17,9.44,1.14,1.97,,,,9.31,12.14,25.82
WSPM_1_0,15.81,16.13,12.66,,,13.73,19.33,15.35,10.13,13.26,,15.42,15.37,,,,31.3,9.36,18.77,2.46,13.84,6.25,1.43,,,,10.26,10.24,16.43
WSPM_0_4,11.85,,,,,27.6,6.9,,,,,19.77,13.9,1.89,0.9,,,,,,,23.61,10.74,1.01,,,32.81,6.15,3.12
WSPM_1_3,23.63,60.3,29.24,,,42.21,16.75,24.57,23.41,,,38.74,14.93,,,,,,,11.5,,,15.52,,1.03,,17.14,40.3,30.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.66,1.81,1.73,0.44,0.30000000000000004,1.47,1.94,1.46,1.49,1.59,0.30000000000000004,1.74,1.57,,,0.30000000000000004,2.32,0.99,1.66,0.39,0.75,0.5,0.25,4.99,1.09,0.30000000000000004,1.02,1.22,3.43
PM10_1,3.64,3.0,3.13,0.67,,3.76,3.5,3.48,1.88,1.06,,3.33,3.78,0.88,0.44,,2.12,2.62,1.91,2.16,4.24,2.04,0.95,1.77,4.64,,3.55,1.06,1.2
PM10_2,8.59,10.12,8.83,,,14.35,5.19,14.17,5.35,3.27,,8.48,9.57,,0.51,,4.43,8.71,6.77,6.97,,13.71,2.55,2.87,5.4,,16.2,3.95,1.08
