,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.69,1.0,0.98,0.65,0.84,0.89,0.55,0.93,0.41,0.58,0.96,0.74,0.87,0.7,0.44
PRES_0_1,1.0,0.99,,,1.0,0.97,0.67,0.84,0.9,0.54,0.92,0.41,0.58,0.95,0.75,0.87,0.7,0.44
PRES_0_0,1.07,,0.13,,1.03,,,0.85,0.62,0.88,,0.43,,,0.36,0.88,1.11,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.94,0.66,0.96,5.32,,0.86,0.86,0.55,0.89,0.41,0.64,0.92,0.7,0.87,0.69,0.45
DEWP_1_0,1.0,0.99,,,,0.28,0.19,0.68,3.17,0.51,,0.4,0.35,,,0.86,0.76,0.66
DEWP_0_0,1.16,1.08,,,,0.47,0.09,0.76,,0.38,,0.32,0.37,,,0.95,0.84,
WSPM_0_1,1.0,1.0,1.1,,1.02,0.8,0.54,0.66,1.99,0.55,5.89,0.39,0.55,2.1,0.88,0.87,0.68,0.45
WSPM_0_2,1.0,1.02,0.56,0.35,0.96,1.91,,1.77,0.43,0.85,1.8,0.56,0.71,,,0.86,0.66,0.46
WSPM_0_0,1.0,1.0,,,1.0,0.97,0.62,0.88,1.15,0.37,1.57,0.3,0.59,,0.65,0.86,0.78,0.4
WSPM_0_3,1.0,0.99,,,0.96,,,1.76,2.94,1.09,0.31,0.67,,,,0.93,0.65,0.34
WSPM_1_0,1.0,1.0,,,1.0,0.96,,0.8,1.18,0.44,1.38,0.35,0.84,,,0.85,0.74,0.44
WSPM_1_1,1.0,0.99,,,1.07,0.63,0.33,0.77,,0.37,,0.33,0.24,,,0.86,0.79,0.4
WSPM_0_4,1.0,0.99,,,0.96,,,4.59,,,,1.25,,0.2,,0.89,0.76,
WSPM_1_2,1.07,1.05,,,1.03,,,1.33,,0.49,,0.63,,,0.13,0.88,2.5,
PM10_0,1.0,1.0,0.83,0.57,1.0,0.94,0.62,0.82,0.9,0.56,1.04,0.41,0.61,0.95,0.68,0.83,0.8,0.71
PM10_1,1.0,0.99,,,0.98,1.18,,0.87,0.89,0.5,0.76,0.39,0.5,1.12,,0.97,0.55,0.31
PM10_2,1.0,0.99,,,0.97,,,0.98,,0.49,0.53,0.36,,,,1.02,0.6,0.12
