,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,67.23,,1.09,12.37,224.79,2.33,5.47,9.07,10.87,11.97,20.91,24.11,73.53,1.49,3.45,113.13
PRES_0_1,0.95,0.96,,,1.04,11.69,239.87,2.22,5.28,8.6,10.27,11.37,19.76,22.79,73.26,1.42,3.27,106.93
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.77,0.78,50.46,,0.8,,,1.83,4.02,6.97,7.95,9.18,17.42,17.64,54.97,1.14,2.6,83.87
DEWP_1_0,,,,,,,,,0.01,,,0.01,0.01,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.08,0.08,5.85,,0.09,0.79,,0.12,,,,1.3,3.23,,,0.12,0.27,10.21
WSPM_0_2,0.01,0.01,0.26,,0.01,0.2,,,0.01,,,0.15,,,,0.01,0.02,
WSPM_0_0,,,,,,0.02,,,,0.01,,0.01,0.04,,,,,
WSPM_0_3,,,,,,,,,,,,0.02,,,,,,0.06
WSPM_1_0,,,,,,0.01,,,0.01,,0.02,,,,,,,
WSPM_1_1,,,,,,,0.01,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.31,17.12,,0.33,3.66,58.0,0.71,1.68,2.72,3.6,3.69,6.06,7.46,19.0,0.39,2.17,
PM10_1,0.02,0.02,,,0.03,0.36,,0.06,0.13,0.23,0.23,0.28,0.57,0.66,,0.08,0.05,2.54
PM10_2,,,,,,,,,,,,,,,,,,
