,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.54,0.29,0.07,0.1,0.12,,0.82,0.18,0.02,0.03,,0.28,0.35,0.19,0.39,0.19,0.19,0.43,0.1,0.06,,0.84,0.64,0.26
TEMP_0_1,,1.0,,,,0.23,0.4,0.24,0.19,0.17,,1.0,,,,,0.24,0.34,0.33,0.46,0.26,0.25,0.48,,0.03,,0.83,0.78,0.35
TEMP_0_0,,,0.98,0.02,0.12,0.4,,0.19,0.4,0.31,0.12,,0.98,,,0.12,0.17,0.49,0.15,0.48,0.15,0.3,0.55,,0.05,0.12,0.81,0.69,0.25
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.78,0.11,0.11,,,1.0,,,0.02,0.04,,0.79,0.21,,,,0.3,0.36,0.18,0.45,0.21,0.25,0.49,0.04,0.04,,0.9,0.61,0.19
PRES_1_3,0.69,0.31,,,,,1.0,,,0.01,,0.86,0.15,0.01,0.03,,0.17,0.29,0.26,0.37,0.19,0.19,0.42,0.17,0.09,,0.73,0.69,0.39
PRES_1_1,0.36,0.41,0.22,0.06,,,0.02,0.97,0.08,0.12,,0.48,0.5,,0.06,,0.33,0.28,0.19,0.46,0.3,0.15,0.41,,0.06,,0.88,0.63,0.26
PRES_1_0,0.42,0.23,0.35,,0.09,0.04,,0.04,0.98,0.53,0.09,0.65,0.35,,,0.09,0.18,0.64,0.27,0.45,0.1,0.25,0.56,,0.06,0.09,0.85,0.79,0.27
PRES_0_0,0.53,0.19,0.27,,,0.16,0.03,0.07,0.6,0.95,,0.69,0.28,0.07,0.05,,0.35,0.42,0.23,0.24,0.11,0.17,0.33,,,,0.66,0.93,0.45
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.71,0.29,,,,0.48,0.32,0.08,0.14,0.14,,1.0,,,0.01,,0.29,0.34,0.25,0.41,0.18,0.22,0.46,0.06,0.04,,0.83,0.7,0.3
DEWP_0_1,0.46,0.01,0.53,0.03,0.06,0.39,0.16,0.24,0.22,0.19,0.06,0.02,0.99,,0.02,0.06,0.14,0.45,0.13,0.45,0.27,0.22,0.47,0.08,0.1,0.06,0.84,0.58,0.22
DEWP_0_0,1.0,,,,,,,,0.67,0.78,,,,0.94,0.72,,0.78,,,,,,,,,,0.53,1.0,
DEWP_1_0,1.0,,,,,,,,,,,,,,0.74,,0.89,,,,,,,,,,,0.89,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.71,0.2,0.08,,,0.51,0.18,0.14,0.15,0.17,,0.85,0.13,0.02,0.03,,0.97,0.11,,0.14,0.01,0.04,0.2,,,,0.69,0.84,0.41
WSPM_0_1,0.63,0.2,0.18,,0.03,0.45,0.23,0.1,0.24,0.22,0.03,0.7,0.31,,,0.03,0.07,0.96,0.07,0.44,0.18,0.26,0.69,0.02,0.02,0.03,0.9,0.65,0.22
WSPM_0_2,0.58,0.32,0.11,0.03,,0.37,0.36,0.09,0.2,0.13,,0.86,0.14,,,,,0.16,0.98,0.23,0.05,0.12,0.38,,,,0.84,0.82,0.24
WSPM_0_0,0.58,0.22,0.19,,,0.52,0.23,0.16,0.14,0.13,,0.72,0.28,,,,0.06,0.28,0.18,0.89,0.26,0.33,0.81,,0.05,,0.95,0.46,0.11
WSPM_1_2,0.62,0.28,0.1,,,0.48,0.27,0.23,0.07,0.15,,0.65,0.37,,,,0.09,0.34,0.07,0.65,0.95,0.23,0.31,,0.05,,0.96,0.52,
WSPM_1_1,0.59,0.24,0.18,,,0.53,0.21,0.12,0.16,0.16,,0.76,0.24,,,,0.06,0.38,0.13,0.66,0.23,0.88,0.56,,,,0.95,0.57,0.14
WSPM_1_0,0.64,0.2,0.16,,,0.51,0.22,0.12,0.18,0.14,,0.76,0.25,,,,0.1,0.37,0.16,0.76,0.19,0.22,0.77,,,,0.92,0.5,0.15
WSPM_0_4,1.0,,,,,0.29,0.71,,,,,0.65,0.37,0.05,0.05,,,0.04,,,,0.05,0.05,0.99,,,0.38,0.86,0.65
WSPM_1_3,0.78,0.09,0.12,,,0.29,0.45,0.13,0.15,,,0.53,0.45,,,,,,,0.23,0.05,,0.11,,0.97,,0.85,0.55,0.47
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.67,0.2,0.12,0.01,0.03,0.51,0.24,0.14,0.13,0.12,0.03,0.74,0.26,,,0.03,0.17,0.42,0.17,0.55,0.32,0.29,0.53,0.03,0.08,0.03,0.98,0.52,0.13
PM10_1,0.61,0.24,0.14,0.01,,0.41,0.26,0.1,0.22,0.2,,0.77,0.22,0.02,0.02,,0.36,0.33,0.31,0.26,0.03,0.13,0.38,0.11,0.01,,0.74,0.96,0.31
PM10_2,0.68,0.19,0.13,,,0.28,0.49,0.09,0.17,0.21,,0.76,0.25,0.02,0.03,,0.48,0.17,0.24,0.13,,0.05,0.23,0.18,0.02,,0.31,0.78,0.93
