,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.98,0.01,,0.91,0.08,,0.43,0.18,0.11,0.09,0.08,0.05,0.04,0.01,0.67,0.29,0.01
PRES_0_1,1.0,1.0,,,0.91,0.08,,0.43,0.18,0.11,0.09,0.08,0.05,0.04,0.01,0.67,0.29,0.01
PRES_0_0,1.0,,0.99,,0.95,,,0.35,0.45,,,,,,0.09,0.96,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.98,0.02,,1.0,,,0.41,0.2,0.11,0.1,0.08,0.04,0.05,0.01,0.67,0.3,0.01
DEWP_1_0,1.0,1.0,,,,0.99,,0.66,0.03,0.11,,0.08,0.12,,,0.71,0.2,
DEWP_0_0,1.0,0.79,,,,,0.82,,,,,,0.31,,,0.95,,
WSPM_0_1,1.0,0.99,0.01,,0.87,0.12,,0.94,,,,0.05,0.01,,,0.68,0.28,0.01
WSPM_0_2,1.0,0.96,0.04,,0.99,0.01,,,0.98,,,0.02,,,,0.66,0.31,
WSPM_0_0,1.0,0.99,,,0.9,0.08,,,,0.64,,0.3,0.05,,,0.69,0.28,
WSPM_0_3,1.0,1.0,,,1.0,,,,,,0.99,0.01,,,,0.57,0.4,0.03
WSPM_1_0,1.0,0.99,,,0.91,0.08,,0.23,0.05,0.42,0.02,0.28,,,,0.67,0.29,
WSPM_1_1,1.0,1.0,,,0.77,0.2,0.03,0.09,,0.08,,,0.82,,,0.75,0.22,
WSPM_0_4,1.0,1.0,,,1.0,,,,,,,,,0.99,,0.66,0.23,
WSPM_1_2,1.0,0.9,0.1,,0.95,,,,,,,,,,0.92,0.94,,
PM10_0,1.0,0.98,0.02,,0.91,0.09,0.01,0.43,0.18,0.11,0.08,0.09,0.06,0.04,0.02,0.93,0.07,
PM10_1,1.0,1.0,,,0.94,0.06,,0.43,0.2,0.11,0.13,0.07,0.03,0.03,,0.16,0.83,0.01
PM10_2,1.0,1.0,,,0.97,,,0.36,,,0.24,,,,,,0.33,0.58
