,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.15,0.25,,,0.15,0.47,1.0,1.1,,,0.18,0.21,1.34,,0.19,0.34,0.49,0.63,0.5,1.53,7.55,24.51,0.17,0.17,0.71
TEMP_0_0,0.11,0.08,,,0.1,0.18,1.07,0.26,,,0.14,0.1,0.24,,0.1,0.18,0.27,0.35,0.25,0.49,2.08,4.41,0.08,0.09,0.38
TEMP_1_1,,,0.01,,0.01,0.06,0.01,,,,,0.01,,0.15,0.01,0.01,0.01,0.02,0.01,0.05,,,,,0.02
TEMP_0_2,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.2,0.28,2.07,,0.18,0.73,,2.45,,,0.23,0.26,1.28,,0.24,0.45,0.64,0.82,0.67,1.7,7.89,15.45,0.22,0.21,0.82
PRES_1_0,0.01,0.01,,,0.02,0.02,,,,,0.02,0.01,0.04,,0.01,0.02,0.04,0.05,0.03,0.07,0.32,,0.01,0.01,0.06
PRES_0_1,0.02,0.02,0.01,,,,0.01,,,,0.01,0.01,,0.22,0.01,0.01,0.02,0.02,0.02,0.07,0.2,,0.01,0.01,0.03
PRES_1_1,,,,,0.01,,,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.02,0.14,,,,0.02
PRES_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.15,0.24,0.41,,0.15,0.45,0.36,2.23,,,0.12,0.25,2.88,,0.15,0.3,0.42,0.55,0.43,1.24,,,0.14,0.14,0.58
DEWP_0_0,0.12,0.14,0.85,,0.12,0.28,0.84,0.46,,,0.21,0.11,,,0.14,0.24,0.35,0.46,0.36,1.01,3.71,6.22,0.11,0.13,0.62
DEWP_0_1,0.01,0.01,,0.04,0.01,0.01,,0.02,0.05,0.34,,,0.01,,0.01,0.01,0.02,0.02,0.02,0.02,0.15,,0.01,0.01,0.02
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.13,0.17,0.48,2.05,0.13,0.32,0.42,0.68,2.69,12.56,0.13,0.17,0.55,8.29,0.11,0.33,0.4,0.67,0.39,1.5,,,0.13,0.12,0.5
WSPM_0_0,0.01,0.01,0.03,0.13,0.01,0.02,0.03,0.03,0.15,,0.01,0.01,0.03,,0.01,0.01,0.02,0.03,0.02,0.1,0.45,,0.01,0.01,0.04
WSPM_1_1,,,0.01,0.06,,0.01,0.01,0.01,0.07,,,,0.01,,,0.01,0.01,0.03,0.01,0.05,,,,,0.02
WSPM_1_2,,,0.01,0.05,,0.01,0.01,0.01,0.07,,,,0.01,,,0.01,0.01,,0.02,0.05,,,,,0.02
WSPM_1_0,,,,0.02,,,,,0.02,,,,,,,,,0.01,,0.01,,,,,0.01
WSPM_0_2,,,,0.01,,,,,0.01,,,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.21,0.24,0.74,3.23,0.22,0.48,0.66,0.77,3.67,,0.24,0.22,0.73,14.64,0.22,0.37,0.58,0.67,0.53,1.83,6.06,,0.16,0.23,1.91
PM10_1,0.14,0.17,0.53,2.15,0.13,0.36,0.48,0.63,2.71,13.17,0.15,0.17,0.52,11.85,0.15,0.29,0.37,0.57,0.41,0.89,4.24,9.66,0.16,0.12,0.51
PM10_2,,,0.01,0.02,,,0.01,0.01,0.03,,,,,,,,,,,,,0.05,,,
