,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.56,0.77,,,1.23,0.71,0.15,0.23,,,1.12,0.97,0.13,,1.1,1.43,1.07,0.74,1.84,0.29,0.13,0.07,1.08,1.27,0.89
TEMP_0_0,0.69,1.74,,,0.79,1.02,0.04,1.0,,,0.42,1.03,0.87,,0.94,1.43,0.97,0.6,1.95,0.65,0.48,0.34,1.13,1.12,0.97
TEMP_1_1,,,3.23,,0.13,0.03,2.79,,,,1.51,0.42,,0.91,1.14,1.37,1.11,0.92,1.87,0.25,,,1.25,1.36,0.66
TEMP_0_2,,,,7.72,,,,,7.53,3.19,,,3.11,,0.98,1.48,0.7,0.34,2.3,0.72,,,1.14,1.19,0.77
PRES_0_0,1.36,0.98,0.07,,1.5,0.41,,0.07,,,1.05,0.99,0.22,,1.09,1.36,1.0,0.7,1.86,0.39,0.1,0.27,1.03,1.29,1.04
PRES_1_0,0.9,1.45,,,0.58,2.63,,,,,0.57,1.1,0.57,,1.0,1.45,0.92,0.63,1.96,0.51,0.48,,1.18,1.12,0.92
PRES_0_1,0.29,0.11,2.66,,,,3.03,,,,1.54,0.36,,0.82,1.21,1.31,1.05,0.76,1.89,0.22,0.33,,1.27,1.34,0.59
PRES_1_1,0.64,1.76,,,0.12,,,3.43,,,0.09,0.99,1.27,,0.74,1.72,1.34,0.82,1.85,0.65,0.35,,1.22,1.02,0.63
PRES_1_3,,,,7.75,,,,,8.6,,,,3.12,,0.85,1.64,0.83,0.4,2.5,0.86,,,1.23,1.12,0.79
PRES_1_2,,,,7.56,,,,,,26.39,,,3.05,,1.65,,,,1.57,,,,,1.49,
DEWP_1_0,1.08,0.58,0.88,,0.96,0.45,0.94,0.05,,,1.62,0.45,0.02,,1.25,1.29,0.93,0.56,1.96,0.27,,,1.06,1.36,0.88
DEWP_0_0,1.1,1.32,0.13,,0.94,0.97,0.12,0.61,,,0.43,1.66,,,0.91,1.57,1.19,0.85,1.8,0.36,0.42,0.38,1.22,1.12,0.83
DEWP_0_1,0.35,1.37,,1.81,0.48,0.78,,1.31,1.65,0.93,,,3.13,,0.8,1.4,0.85,0.73,1.97,1.13,0.41,,1.04,1.15,1.08
DEWP_1_1,,,3.24,,,,3.03,,,,,,,20.67,1.54,1.19,1.2,,2.69,,,,1.47,1.19,
WSPM_0_1,1.0,0.97,0.47,0.3,0.9,0.72,0.54,0.34,0.24,0.25,1.02,0.81,0.38,0.17,1.62,0.96,0.74,0.39,1.88,0.02,,,1.05,1.31,0.85
WSPM_0_0,0.97,0.96,0.44,0.24,0.86,0.69,0.41,0.55,0.26,,0.83,0.9,0.42,,0.55,2.53,1.29,0.49,3.05,0.2,0.15,,1.28,1.11,0.66
WSPM_1_1,1.06,0.99,0.49,0.24,0.84,0.6,0.48,0.62,0.21,,0.83,1.01,0.4,,0.91,1.88,2.95,0.29,1.6,0.14,,,1.18,1.23,0.74
WSPM_1_2,1.01,0.9,0.59,0.14,0.89,0.63,0.5,0.57,0.15,,0.85,1.06,0.47,,0.62,1.34,0.23,3.39,0.91,0.16,,,1.29,1.16,1.02
WSPM_1_0,0.96,0.96,0.43,0.32,0.83,0.82,0.43,0.45,0.31,,0.84,0.88,0.49,,0.88,2.12,0.99,0.24,2.88,0.19,,,1.2,1.15,0.74
WSPM_0_2,0.73,1.28,0.28,0.48,0.87,0.81,0.26,0.7,0.46,,0.58,0.6,1.3,,0.17,0.36,0.29,0.11,0.86,4.71,,,0.7,1.21,1.76
WSPM_1_3,0.55,1.45,,,0.68,0.91,0.63,0.53,,,,1.21,0.82,,,0.46,,,,,12.18,,1.53,1.21,
WSPM_0_3,0.78,1.83,,,1.21,,,,,,,1.7,,,,,,,,,,19.84,,1.33,2.14
PM10_0,0.91,1.05,0.47,0.27,0.77,0.79,0.5,0.56,0.28,,0.79,0.98,0.46,0.18,0.92,1.66,1.17,0.86,2.02,0.3,0.39,,1.51,0.9,0.41
PM10_1,1.02,0.92,0.48,0.31,0.92,0.61,0.5,0.41,0.24,0.3,0.95,0.81,0.43,0.1,1.17,1.27,0.95,0.58,1.86,0.42,0.11,0.22,0.88,1.6,0.81
PM10_2,1.07,1.11,0.27,0.15,1.19,0.75,0.28,0.27,0.17,,1.03,0.71,0.77,,1.1,0.84,0.68,0.33,1.44,1.23,,0.72,0.22,1.23,3.84
