,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.34,,,,,0.95,0.72,0.31,0.45,0.65,,1.0,0.48,0.52,1.15,,0.78,0.91,0.65,1.52,0.8,1.01,2.3,0.72,0.57,,1.15,1.32,1.04
TEMP_0_1,,2.95,,,,0.4,0.99,1.07,0.83,0.92,,1.23,,,,,0.67,0.88,1.1,1.8,1.11,1.3,2.53,,0.25,,1.12,1.62,1.26
TEMP_0_0,,,4.1,1.54,24.39,0.7,,0.86,1.85,1.79,24.39,,2.63,,,24.39,0.49,1.31,0.51,1.98,0.66,1.53,2.9,,0.49,24.39,1.11,1.44,1.01
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.32,0.47,,,1.77,,,0.06,0.16,,0.97,0.56,,,,0.82,0.94,0.61,1.8,0.9,1.32,2.6,0.3,0.32,,1.25,1.26,0.73
PRES_1_3,0.93,0.9,,,,,2.49,,,0.04,,1.05,0.4,0.41,1.18,,0.48,0.76,0.88,1.44,0.83,0.99,2.2,1.24,0.81,,1.0,1.41,1.57
PRES_1_1,0.48,1.21,0.93,4.43,,,,4.48,0.21,0.53,,0.59,1.35,,2.42,,0.9,0.7,0.61,1.9,1.32,0.81,2.34,,0.57,,1.23,1.27,0.88
PRES_1_0,0.57,0.66,1.46,,15.24,0.04,,0.11,4.75,2.75,15.24,0.79,0.94,,,15.24,0.5,1.64,0.9,1.71,0.41,1.3,2.88,,0.56,15.24,1.14,1.63,0.96
PRES_0_0,0.72,0.57,1.14,,,0.2,0.07,0.21,2.47,6.11,,0.83,0.74,2.53,2.11,,1.02,1.16,0.83,0.82,0.47,0.81,1.66,,,,0.8,2.11,1.9
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.84,,,,0.85,0.78,0.37,0.61,0.75,,1.23,,,0.29,,0.81,0.89,0.83,1.6,0.74,1.16,2.43,0.42,0.36,,1.13,1.46,1.14
DEWP_0_1,0.62,0.02,2.22,2.04,12.93,0.68,0.4,1.1,0.98,1.04,12.93,0.02,2.64,,0.89,12.93,0.39,1.18,0.44,1.79,1.2,1.11,2.47,0.6,0.9,12.93,1.18,1.2,0.88
DEWP_0_0,1.35,,,,,,,,2.43,5.03,,,,35.87,33.0,,2.3,,,,,,,,,,0.77,2.37,
DEWP_1_0,1.35,,,,,,,,,,,,,,43.77,,2.65,,,,,,,,,,,1.62,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.95,0.58,0.37,,,0.9,0.46,0.63,0.65,1.02,,1.04,0.35,0.94,1.34,,2.9,0.19,,0.41,0.04,0.17,0.91,,,,0.89,1.84,1.76
WSPM_0_1,0.84,0.58,0.76,,,0.8,0.57,0.42,1.05,1.13,,0.86,0.83,,,,0.16,2.85,0.18,1.47,0.65,1.13,3.61,0.07,0.17,,1.23,1.35,0.74
WSPM_0_2,0.77,0.95,0.45,2.52,,0.65,0.88,0.41,0.89,0.77,,1.05,0.38,,,,,0.27,3.63,0.7,0.13,0.5,1.73,,,,1.08,1.83,1.01
WSPM_0_0,0.79,0.65,0.81,,,0.9,0.55,0.73,0.66,0.65,,0.89,0.74,,,,0.11,0.6,0.41,4.13,1.05,1.88,5.19,,0.37,,1.38,0.84,0.42
WSPM_1_2,0.83,0.83,0.43,,,0.82,0.69,1.02,0.3,0.81,,0.79,0.97,,,,0.2,0.78,0.2,2.68,4.85,1.12,1.43,,,,1.37,0.91,
WSPM_1_1,0.79,0.69,0.73,,,0.94,0.52,0.5,0.7,0.96,,0.93,0.64,,,,,0.93,0.46,2.93,0.77,5.92,2.77,,,,1.38,1.04,0.49
WSPM_1_0,0.86,0.6,0.66,,,0.9,0.55,0.56,0.84,0.7,,0.93,0.66,,,,0.21,0.98,0.42,3.37,0.65,1.18,4.78,,,,1.31,0.96,0.56
WSPM_0_4,1.34,,,,,0.51,1.77,,,,,0.79,0.94,1.9,3.14,,,,,,,0.23,0.23,7.51,,,0.45,1.88,2.72
WSPM_1_3,1.04,0.28,0.52,,,0.52,1.12,0.59,0.61,,,0.66,1.21,,,,,,,0.75,,,0.41,,10.0,,1.24,0.95,1.7
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.6,0.52,0.46,5.43,0.9,0.6,0.62,0.59,0.6,5.43,0.91,0.7,,,5.43,0.43,1.1,0.52,2.25,1.38,1.56,2.91,0.14,0.74,5.43,1.42,0.95,0.39
PM10_1,0.82,0.72,0.6,0.8,,0.73,0.65,0.46,0.97,1.21,,0.95,0.58,0.64,0.88,,1.05,0.85,1.08,0.86,0.12,0.63,1.91,0.81,0.09,,0.89,2.23,1.16
PM10_2,0.91,0.55,0.55,,,0.49,1.19,0.36,0.75,1.34,,0.93,0.65,,1.81,,1.37,0.44,0.87,0.51,,0.31,1.11,1.33,0.24,,0.33,1.61,4.31
