,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,,0.96,0.28,0.06,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.0,1.01,,,0.96,0.29,0.05,0.66,0.42,0.34,0.31,0.29,0.22,0.21,0.11,0.81,0.55,0.1
PRES_0_0,1.0,,8.14,,0.99,,,0.54,1.05,,,,,,0.79,1.17,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.12,,1.05,,,0.62,0.46,0.33,0.33,0.29,0.19,0.22,0.12,0.81,0.56,0.1
DEWP_1_0,1.0,1.0,,,,3.49,,1.0,0.06,0.35,,0.29,0.53,,,0.87,0.37,
DEWP_0_0,1.0,0.8,,,,,12.34,,,,,,1.41,,,1.16,,
WSPM_0_1,1.0,1.0,0.1,,0.91,0.44,,1.44,,,,0.17,0.03,,,0.83,0.53,0.1
WSPM_0_2,1.0,0.97,0.29,,1.03,0.04,,,2.28,,,0.08,,,,0.81,0.57,
WSPM_0_0,1.0,1.0,,,0.95,0.29,,,,1.92,,1.04,0.24,,,0.84,0.51,
WSPM_0_3,1.0,1.01,,,1.05,,,,,,3.25,0.05,,,,0.69,0.74,0.28
WSPM_1_0,1.0,1.0,,,0.95,0.29,,0.36,0.11,1.27,0.05,0.95,,,,0.82,0.54,
WSPM_1_1,1.0,1.01,,,0.81,0.69,0.46,0.14,,0.25,,,3.73,,,0.92,0.4,
WSPM_0_4,1.0,1.01,,,1.05,,,,,,,,,4.87,,0.8,0.42,
WSPM_1_2,1.0,0.91,0.82,,0.99,,,,,,,,,,7.86,1.15,,
PM10_0,1.0,0.98,0.17,,0.95,0.3,0.09,0.66,0.42,0.34,0.25,0.3,0.25,0.2,0.17,1.13,0.12,
PM10_1,1.0,1.01,,,0.99,0.2,,0.66,0.46,0.32,0.42,0.24,0.15,0.16,,0.19,1.54,0.1
PM10_2,1.0,1.01,,,1.02,,,0.55,,,0.8,,,,,,0.62,6.14
