,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.43,0.26,0.98,0.61,0.34,0.84,0.71,0.64,0.62,0.61,0.54,0.53,0.42,0.92,0.78,0.39
PRES_0_1,1.0,1.0,,,0.98,0.61,0.34,0.84,0.71,0.65,0.62,0.61,0.55,0.53,0.41,0.92,0.78,0.39
PRES_0_0,2.57,,1.1,,2.52,,,1.95,1.89,1.47,,1.41,,,1.16,2.37,1.79,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.42,0.26,1.0,0.65,,0.86,0.72,0.66,0.63,0.62,0.56,0.54,0.43,0.94,0.79,0.4
DEWP_1_0,1.64,1.64,,,,0.99,0.36,1.37,1.83,1.02,,0.98,0.85,,,1.49,1.3,0.54
DEWP_0_0,3.0,2.59,,,,1.91,1.02,2.14,,1.76,,1.77,1.54,,,2.78,2.64,1.1
WSPM_0_1,1.18,1.18,0.59,,1.16,0.72,0.34,1.0,0.91,0.75,0.9,0.72,0.66,0.41,0.46,1.1,0.91,0.44
WSPM_0_2,1.4,1.41,0.52,0.5,1.38,0.55,,1.1,1.0,0.92,0.72,0.86,0.56,,0.62,1.29,1.02,0.41
WSPM_0_0,1.55,1.55,,,1.52,1.05,0.7,1.36,0.81,1.0,0.9,0.93,0.84,,0.77,1.41,1.3,0.67
WSPM_0_3,1.61,1.61,,,1.58,,,1.04,1.38,1.06,1.0,0.94,,,,1.5,1.24,0.66
WSPM_1_0,1.64,1.63,,,1.6,1.04,0.48,1.4,1.07,1.07,0.95,1.0,0.93,,0.79,1.5,1.35,0.76
WSPM_1_1,1.84,1.83,,,1.79,1.16,0.74,1.55,1.54,1.15,,1.07,1.0,,0.5,1.68,1.6,0.98
WSPM_0_4,1.89,1.88,,,1.86,,,2.58,,,,1.41,,1.0,,1.73,1.49,
WSPM_1_2,2.49,2.35,,,2.45,,,2.18,1.89,1.4,,1.39,1.37,,1.05,2.3,3.21,
PM10_0,1.08,1.08,0.46,0.28,1.06,0.66,0.4,0.91,0.78,0.72,0.69,0.67,0.62,0.57,0.48,1.0,0.84,0.46
PM10_1,1.28,1.27,,,1.26,0.76,0.31,1.05,0.91,0.76,0.75,0.74,0.61,0.71,0.28,1.18,1.0,0.46
PM10_2,2.56,2.55,,,2.51,,,2.15,1.91,1.31,1.37,1.49,,,,2.36,2.04,1.0
