,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,,,0.97,0.93,0.92,0.78,,,,1.05,0.83,0.9,0.75,0.76,,0.94,0.92,0.92,0.82,0.71,0.68,0.68,0.57,0.59,,1.09,0.98,0.78
TEMP_0_0,1.0,1.0,,,,,0.94,0.97,0.87,0.8,,,,1.06,0.92,0.67,0.77,0.76,,0.92,0.94,0.85,0.8,0.73,0.68,0.65,0.68,0.49,,1.11,1.01,0.72
TEMP_1_1,,,1.0,,,,1.09,,0.97,,0.82,,,1.17,1.21,0.99,,,,1.05,1.05,0.96,0.93,0.81,0.77,0.74,0.73,,,1.25,1.13,0.87
TEMP_0_2,,,,1.0,,,1.11,,,1.13,,0.94,,1.46,1.18,,,1.03,,1.39,1.27,1.21,1.1,0.95,0.91,0.89,0.88,,,1.49,1.39,1.05
TEMP_0_1,,,,,1.01,,1.57,1.46,1.45,1.19,,0.95,,2.0,,,1.12,,,1.34,1.15,1.29,,1.08,1.08,0.94,0.92,0.69,,1.61,1.45,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.04,1.02,0.92,0.76,0.67,1.17,1.0,0.99,0.95,0.68,,,1.17,1.1,0.92,0.92,0.75,0.8,1.17,1.02,0.96,0.95,0.85,0.73,0.73,0.62,0.57,0.46,1.17,1.15,1.03,0.76
PRES_1_1,1.07,1.04,,,0.72,,1.03,1.0,0.87,,,,,1.11,0.91,,0.81,0.79,,0.95,0.96,0.9,0.89,0.76,0.71,0.7,0.73,0.55,,1.15,1.03,0.82
PRES_1_0,1.1,1.11,1.03,,,,1.05,1.0,1.0,,,,,1.16,1.01,1.0,0.85,,,0.98,1.06,0.96,0.9,0.82,0.74,0.8,0.74,0.73,,1.23,1.15,0.87
PRES_1_2,1.26,1.25,,0.88,0.86,,1.45,,,1.0,,,,1.3,1.11,,0.96,,,1.17,1.18,1.09,0.97,0.9,0.87,0.81,0.79,0.65,,1.38,1.24,0.92
PRES_0_1,,,1.22,,,,,,,,0.99,,,,,1.21,,,,1.31,1.28,,,0.96,0.92,0.93,,,,1.53,1.36,
PRES_1_3,,,,1.05,1.01,,,,,,,1.0,,1.61,1.21,,1.13,1.08,,1.47,1.28,1.27,1.18,0.96,0.95,0.93,0.92,0.58,,1.54,1.45,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.95,0.95,0.86,0.68,0.66,0.8200000000000001,0.91,0.9,0.86,0.77,,0.6,0.8200000000000001,1.0,0.87,,,,0.8200000000000001,0.89,0.88,0.84,0.78,0.66,0.65,0.54,0.44,,0.8200000000000001,1.04,0.95,0.71
DEWP_0_0,1.13,1.11,0.96,0.82,,,1.15,1.09,1.0,0.9,,0.78,,1.15,1.0,,,,,0.99,1.07,0.97,0.85,0.84,0.78,0.83,0.81,0.59,,1.26,1.08,0.96
DEWP_1_1,1.12,0.95,1.02,,,,1.09,,1.01,,0.83,,,,,1.0,,,,1.07,1.06,1.01,0.94,0.81,0.78,0.72,0.74,,,1.26,1.15,0.88
DEWP_0_2,1.31,1.29,,,0.89,,1.28,1.23,1.2,1.06,,0.85,,,,,1.01,,,1.22,1.12,1.13,,0.94,0.9,0.84,0.82,0.62,,1.41,1.29,0.98
DEWP_0_1,1.37,1.31,,0.96,,,1.17,1.26,,,,0.91,,,,,,1.0,,1.25,1.2,1.14,1.02,0.91,0.87,0.89,0.85,0.69,,1.44,1.32,0.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.09,1.09,0.95,0.71,0.75,,0.98,1.05,0.99,0.85,0.76,0.67,,1.11,1.04,0.93,0.82,0.8,,1.0,1.48,0.57,,0.64,0.82,0.48,,,,1.19,1.05,0.76
WSPM_0_1,1.07,1.04,0.96,0.79,0.75,,1.04,1.03,0.91,0.87,0.79,0.75,,1.13,0.94,0.94,0.84,0.8,,0.68,1.0,0.8,0.92,0.87,0.72,0.83,0.77,,,1.2,1.04,0.84
WSPM_0_3,1.11,1.15,1.01,0.83,0.77,,1.04,1.09,1.03,0.92,,0.79,,1.18,1.04,0.94,0.89,0.87,,1.75,1.16,1.0,,0.77,0.82,0.74,,,,1.27,1.11,0.82
WSPM_0_4,1.23,1.23,1.03,0.9,,,1.16,1.13,1.1,1.03,,0.82,,1.28,1.1,1.06,,0.94,,,1.09,,1.0,0.83,0.91,0.76,,,,1.35,1.22,0.88
WSPM_0_0,1.42,1.36,1.21,1.02,0.9,,1.56,1.34,1.26,1.12,1.01,0.97,,1.51,1.24,1.24,1.05,1.06,,1.43,1.18,1.12,1.09,1.0,0.92,0.99,0.94,,,1.51,1.48,1.75
WSPM_1_0,1.52,1.47,1.3,1.07,0.99,,1.46,1.4,1.44,1.15,1.1,1.02,,1.53,1.25,1.32,1.08,1.12,,1.18,1.33,1.34,1.26,1.06,1.0,1.09,1.09,,,1.56,1.4,1.71
WSPM_1_1,1.47,1.5,1.33,1.11,1.24,,1.8,1.42,1.32,1.29,1.08,1.05,,2.04,1.29,1.42,1.27,1.13,,2.34,1.14,1.34,,1.06,0.92,1.01,,,,1.67,1.86,
WSPM_1_2,1.65,1.47,1.37,1.14,1.08,,1.78,1.4,1.4,1.26,,1.08,,2.24,1.28,1.35,1.22,1.19,,,1.31,,,0.98,1.03,,1.0,,,1.66,2.92,
WSPM_1_3,1.77,2.1,,,1.34,,1.82,1.82,1.58,1.54,,1.37,,,1.69,,1.5,1.45,,,,,,1.36,,,,1.0,,2.09,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.9,0.89,0.8,0.66,0.62,,0.88,0.86,0.83,0.72,0.65,0.63,,0.97,0.8,0.79,0.71,0.69,,0.84,0.83,0.78,0.74,0.68,0.64,0.62,0.64,0.48,,1.0,0.9,1.37
PM10_1,1.02,1.02,0.88,0.73,0.7,,0.93,0.98,0.87,0.82,0.71,0.67,,1.04,0.93,0.87,0.77,0.74,,0.94,0.97,0.89,0.81,0.63,0.66,0.66,0.25,,,1.15,1.0,0.66
PM10_2,1.33,1.33,,0.92,0.9,,1.32,1.23,1.21,1.1,,0.87,,1.38,0.95,,1.02,1.01,,1.26,0.97,1.17,1.08,,0.62,,,,,0.77,1.36,1.0
