,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.34,,,,,0.96,0.72,0.32,0.51,0.77,,1.01,0.49,0.63,1.56,,0.83,1.03,0.72,1.87,0.96,1.28,2.93,0.76,0.64,,1.22,1.52,1.21
TEMP_0_1,,2.95,,,,0.41,1.0,1.11,0.92,1.09,,1.23,,,,,0.72,1.02,1.23,2.21,1.35,1.66,3.3,,0.3,,1.2,1.85,1.62
TEMP_0_0,,,4.07,2.31,36.57,0.71,,0.86,1.95,2.04,36.57,,2.61,,,36.57,0.51,1.46,0.57,2.32,0.79,2.0,3.73,,0.56,36.57,1.17,1.63,1.18
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.33,0.47,,,1.77,,,0.1,0.24,,0.98,0.56,,,,0.88,1.07,0.68,2.18,1.09,1.68,3.33,0.32,0.37,,1.32,1.45,0.9
PRES_1_3,0.93,0.9,,,,,2.49,,,0.07,,1.05,0.41,0.54,1.59,,0.51,0.86,0.98,1.78,1.01,1.27,2.85,1.32,0.91,,1.06,1.64,1.81
PRES_1_1,0.48,1.21,0.93,6.2,,,0.05,4.45,0.37,0.79,,0.59,1.35,,3.39,,0.98,0.82,0.7,2.21,1.54,0.98,2.79,,0.66,,1.28,1.48,1.19
PRES_1_0,0.57,0.66,1.46,,22.830000000000002,0.07,,0.17,4.75,3.42,22.830000000000002,0.79,0.94,,,22.830000000000002,0.55,1.9,1.02,2.18,0.53,1.68,3.8,,0.65,22.830000000000002,1.24,1.88,1.23
PRES_0_0,0.72,0.57,1.14,,,0.28,0.07,0.31,2.92,6.16,,0.85,0.74,2.53,2.9,,1.02,1.24,0.85,1.14,0.57,1.15,2.22,,,,0.96,2.21,2.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.84,,,,0.86,0.79,0.39,0.67,0.89,,1.23,0.01,0.13,0.44,,0.86,1.02,0.93,1.96,0.91,1.47,3.11,0.45,0.41,,1.21,1.67,1.38
DEWP_0_1,0.62,0.03,2.22,2.86,19.41,0.69,0.4,1.12,1.05,1.21,19.41,0.02,2.63,,1.34,19.41,0.42,1.32,0.49,2.19,1.41,1.46,3.2,0.63,1.02,19.41,1.23,1.38,1.02
DEWP_0_0,1.35,,,,,,,,3.24,5.03,,,,35.87,42.9,,2.3,,,,,,,,,,0.77,2.37,
DEWP_1_0,1.35,,,,,,,,,,,,,,43.77,,2.65,,,,,,,,,,,2.12,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.95,0.58,0.35,,,0.91,0.46,0.63,0.71,1.08,,1.05,0.34,0.94,1.6,,2.89,0.33,,0.66,0.07,0.29,1.4,,,,1.01,1.99,1.91
WSPM_0_1,0.84,0.59,0.76,,11.91,0.8,0.57,0.47,1.18,1.44,11.91,0.86,0.83,,,11.91,0.22,2.86,0.28,2.13,0.94,1.77,4.69,0.14,0.21,11.91,1.3,1.55,1.02
WSPM_0_2,0.77,0.95,0.48,3.39,,0.65,0.9,0.41,0.95,0.81,,1.05,0.38,,,,,0.46,3.63,1.13,0.25,0.79,2.6,,,,1.22,1.95,1.14
WSPM_0_0,0.79,0.65,0.81,,,0.92,0.57,0.74,0.68,0.83,,0.89,0.74,,,,0.18,0.82,0.65,4.3,1.32,2.26,5.49,,0.54,,1.38,1.09,0.53
WSPM_1_2,0.83,0.83,0.43,,,0.84,0.69,1.05,0.35,0.95,,0.8,0.99,,,,0.27,1.01,0.27,3.13,4.88,1.56,2.12,,0.56,,1.4,1.22,
WSPM_1_1,0.79,0.69,0.73,,,0.94,0.52,0.53,0.78,1.05,,0.93,0.64,,,,0.17,1.13,0.49,3.18,1.2,5.97,3.85,,,,1.38,1.35,0.63
WSPM_1_0,0.86,0.6,0.66,,,0.9,0.56,0.57,0.87,0.88,,0.93,0.66,,,,0.29,1.08,0.61,3.64,0.96,1.5,5.27,,,,1.34,1.18,0.69
WSPM_0_4,1.34,,,,,0.51,1.77,,,,,0.79,0.99,1.9,3.14,,,0.13,,,,0.34,0.34,7.51,,,0.55,2.04,3.04
WSPM_1_3,1.04,0.28,0.52,,,0.52,1.12,0.59,0.73,,,0.66,1.21,,,,,,,1.12,0.24,,0.76,,10.0,,1.24,1.31,2.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.6,0.52,0.69,6.779999999999999,0.91,0.6,0.63,0.64,0.79,6.779999999999999,0.91,0.7,,,6.779999999999999,0.49,1.24,0.62,2.65,1.66,1.98,3.64,0.19,0.85,6.779999999999999,1.43,1.23,0.61
PM10_1,0.82,0.72,0.6,1.03,,0.73,0.65,0.47,1.06,1.31,,0.95,0.59,0.66,0.94,,1.07,0.97,1.14,1.25,0.16,0.85,2.62,0.81,0.09,,1.07,2.27,1.43
PM10_2,0.91,0.55,0.55,,,0.5,1.22,0.41,0.81,1.39,,0.93,0.66,0.68,1.81,,1.42,0.5,0.91,0.64,,0.36,1.56,1.33,0.24,,0.45,1.86,4.34
