,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.94,,,,,0.95,0.93,0.99,0.88,0.77,,1.01,1.0,0.55,0.43,,0.88,0.85,0.88,0.69,0.78,0.7,0.59,0.74,0.69,,1.0,0.84
TEMP_0_1,,0.79,,,,1.29,1.03,0.86,0.91,0.84,,1.14,,,,,1.06,0.99,0.91,0.77,0.85,0.77,0.67,,1.27,,1.16,0.95
TEMP_0_0,,,0.73,0.29,1.17,1.28,,0.94,0.83,0.79,1.17,,0.87,,,1.17,1.21,0.99,1.09,0.83,1.01,0.82,0.71,,0.92,1.17,1.24,1.0
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.04,1.13,0.95,,,0.88,,,1.97,1.07,,1.08,1.03,,,,0.92,0.89,0.95,0.71,0.82,0.71,0.61,0.91,0.85,,1.05,0.91
PRES_1_3,1.14,0.95,,,,,0.82,,,0.98,,1.13,1.16,0.65,0.48,,1.09,0.98,0.9,0.79,0.87,0.82,0.67,0.76,0.75,,1.15,0.89
PRES_1_1,1.39,1.03,0.97,0.36,,,,0.71,1.68,1.17,,1.41,1.01,,0.66,,1.13,1.06,1.18,0.81,0.87,0.94,0.72,,1.08,,1.25,1.11
PRES_1_0,1.43,1.17,0.93,,0.8699999999999999,2.12,,1.23,0.71,0.74,0.8699999999999999,1.37,1.12,,,0.8699999999999999,1.16,1.03,1.0,0.91,1.73,0.86,0.75,,1.17,0.8699999999999999,1.26,1.06
PRES_0_0,1.45,1.28,1.03,,,2.12,2.1,1.19,0.82,0.67,,1.46,1.19,0.57,0.48,,1.16,1.06,1.23,0.98,0.83,0.79,0.82,,,,1.4,1.01
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.85,,,,0.95,0.9,0.91,0.8,0.72,,0.96,,,0.55,,0.85,0.84,0.81,0.67,0.77,0.67,0.57,0.82,0.8,,0.98,0.81
DEWP_0_1,1.24,1.99,0.76,0.38,1.2000000000000002,1.17,1.16,0.86,0.86,0.82,1.2000000000000002,2.53,0.81,,0.51,1.2000000000000002,1.18,0.92,1.08,0.78,0.83,0.8,0.67,0.82,0.75,1.2000000000000002,1.15,0.96
DEWP_0_0,1.81,,,,,,,,1.48,0.99,,,,0.45,0.42,,1.37,,,,,,,,,,1.98,1.46
DEWP_1_0,1.98,,,,,,,,,,,,,,0.43,,1.79,,,,,,,,,,,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.17,1.09,1.05,,,1.12,1.19,0.91,0.96,0.75,,1.18,1.17,0.52,0.33,,0.79,1.52,,1.59,0.72,1.74,0.91,,,,1.21,0.82
WSPM_0_1,1.2,1.09,0.96,,,1.16,1.12,1.05,0.84,0.78,,1.22,1.05,,,,1.26,0.8,1.1,0.88,0.95,0.8,0.66,1.19,1.65,,1.13,1.03
WSPM_0_2,1.26,1.03,1.2,0.5,,1.21,1.11,1.04,0.97,0.7,,1.23,1.27,,,,,1.56,0.75,1.09,1.1,0.87,0.9,,,,1.26,0.86
WSPM_0_0,1.34,1.18,1.02,,,1.23,1.28,1.08,1.05,1.2,,1.34,1.15,,,,1.15,1.05,1.28,0.73,1.18,0.8,0.64,,1.26,,1.26,1.34
WSPM_1_2,1.35,1.13,1.2,,,1.27,1.22,1.06,1.31,1.53,,1.4,1.12,,,,3.23,1.15,1.72,0.75,0.71,0.9,0.66,,,,1.26,3.63
WSPM_1_1,1.43,1.24,1.1,,,1.29,1.28,1.22,1.17,1.2,,1.41,1.26,,,,,1.17,1.54,0.74,1.05,0.67,0.69,,,,1.34,1.73
WSPM_1_0,1.41,1.27,1.16,,,1.33,1.36,1.22,1.12,1.24,,1.43,1.28,,,,1.25,1.12,1.22,0.84,1.23,0.97,0.71,,,,1.35,1.39
WSPM_0_4,1.32,,,,,1.51,1.09,,,,,1.45,1.29,0.58,0.46,,,,,,,1.04,0.65,0.64,,,1.48,0.94
WSPM_1_3,1.47,1.57,1.32,,,1.59,1.26,1.26,1.24,,,1.64,1.22,,,,,,,0.88,,,0.84,,0.6,,1.41,2.62
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.91,0.86,0.41,0.8400000000000001,0.94,0.95,0.83,0.82,0.78,0.8400000000000001,1.02,0.9,0.7,1.12,0.8400000000000001,0.9,0.83,0.82,0.65,0.76,0.65,0.57,0.9,0.8,0.8400000000000001,0.96,0.89
PM10_1,1.18,1.04,1.0,,,1.2,1.01,1.01,0.86,0.73,,1.17,1.09,0.55,0.33,,0.96,0.93,1.0,0.85,0.43,0.84,0.69,0.75,0.49,,1.24,0.81
