,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,2.2,5.84,33.67,39.23,88.93,,0.77,7.11,13956.8,50105.29,,9.54,9.53,18.36,37.99,46.6,100.14,102.97,141.29,331.93,,1.25,5.04,34.6
TEMP_0_1,,1.0,,,,0.23,0.62,3.51,4.17,9.46,,0.08,,,,,1.01,1.01,1.94,4.01,4.96,10.65,10.94,,39.6,,0.13,0.54,3.72
TEMP_0_0,,,1.0,,,0.09,,1.3,1.56,3.54,,,0.28,,,,0.38,0.38,0.71,1.52,1.85,4.0,4.11,,13.36,,0.05,0.2,1.35
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.46,4.31,11.44,,,1.0,,,,40.5,,0.35,3.24,,,,4.33,4.33,8.38,17.3,21.55,45.67,46.58,63.91,153.03,,0.57,2.28,15.84
PRES_1_3,0.17,1.6,,,,,1.0,,,,,0.13,1.21,2387.41,8570.86,,1.63,1.62,3.07,6.51,7.97,17.47,17.59,24.24,57.49,,0.21,0.86,5.91
PRES_1_1,0.03,0.28,0.75,8487.02,,,,1.0,,2.99,,0.02,0.21,,,,0.29,0.27,0.56,1.12,1.38,3.05,3.07,,10.57,,0.04,0.15,1.05
PRES_1_0,0.03,0.24,0.64,,,,,,1.0,2.27,,0.02,0.18,,,,0.24,0.25,0.45,0.99,1.36,2.57,2.63,,9.38,,0.03,0.13,0.91
PRES_0_0,0.01,0.11,0.28,,,0.03,,,0.44,1.0,,0.01,0.08,171.92,,,0.11,0.11,0.22,0.42,0.44,1.02,1.25,,,,0.01,0.06,0.37
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.3,12.19,,,,2.85,7.59,43.24,50.59,114.64,,1.0,,,,,12.35,12.37,23.69,49.08,60.43,129.85,133.12,184.25,443.7,,1.62,6.53,45.17
DEWP_0_1,0.14,,3.55,39900.06,,0.31,0.82,4.7,5.54,12.62,,,1.0,,,,1.35,1.34,2.58,5.43,6.59,14.18,14.64,19.33,47.64,,0.18,0.71,4.76
DEWP_0_0,,,,,,,,,,0.01,,,,1.0,,,,,,,,,,,,,,,
DEWP_1_0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.1,0.99,2.59,,,0.23,0.61,3.39,4.11,8.98,,0.08,0.73,1463.06,4288.6,,1.0,0.98,,6.17,,,11.6,,,,0.13,0.53,3.51
WSPM_0_1,0.1,0.98,2.63,,,0.23,0.61,3.49,4.08,9.0,,0.08,0.74,,,,1.02,1.0,2.01,4.41,4.71,10.01,11.31,,,,0.13,0.51,3.69
WSPM_0_2,0.05,0.51,1.42,,,0.12,0.32,1.79,2.18,4.47,,0.04,0.39,,,,,0.5,1.0,2.44,,4.7,6.67,,,,0.07,0.27,1.78
WSPM_0_0,0.03,0.25,0.65,,,0.06,0.16,0.88,1.02,2.65,,0.02,0.18,,,,0.19,0.24,0.46,1.0,1.5,2.52,2.72,,9.98,,0.03,0.12,0.74
WSPM_1_2,0.02,0.2,0.54,,,0.05,0.13,0.73,0.91,2.5,,0.02,0.15,,,,,0.21,,0.77,1.0,2.51,1.81,,,,0.03,0.14,
WSPM_1_1,0.01,0.09,0.25,,,0.02,0.06,0.33,0.39,0.93,,0.01,0.07,,,,,0.1,0.21,0.35,0.4,1.0,0.78,,,,0.01,0.06,0.36
WSPM_1_0,0.01,0.09,0.24,,,0.02,0.06,0.33,0.39,0.85,,0.01,0.07,,,,0.08,0.09,0.15,0.38,0.5,1.15,1.0,,,,0.01,0.05,0.37
WSPM_0_4,0.01,,,,,0.02,0.04,,,,,0.01,0.05,99.45,,,,,,,,,,1.0,,,0.01,0.03,0.24
WSPM_1_3,,0.03,0.07,,,0.01,0.02,0.1,0.11,,,,0.02,,,,,,,0.09,,,,,1.0,,,0.02,0.15
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.8,7.53,20.08,210709.27,,1.76,4.68,26.75,31.42,73.78,,0.62,5.65,,,,7.47,7.72,14.01,30.16,39.08,80.96,82.18,108.31,285.62,,1.0,4.02,37.76
PM10_1,0.2,1.86,4.98,,,0.44,1.16,6.5,7.88,17.0,,0.15,1.4,2526.76,7855.84,,1.9,1.89,3.69,8.01,6.36,18.29,21.86,28.19,52.28,,0.25,1.0,6.24
PM10_2,0.03,0.27,0.73,,,0.06,0.17,0.95,1.08,2.68,,0.02,0.21,,1328.78,,0.28,0.25,0.56,1.09,,3.26,2.58,4.04,7.08,,0.03,0.15,1.0
