,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.3,0.99,0.92,0.3,0.62,0.66,0.19,0.76,0.11,0.21,0.84,0.37,0.71,0.4,0.11
PRES_0_1,0.94,0.92,,,0.93,0.84,0.29,0.58,0.64,0.18,0.7,0.1,0.19,0.78,0.35,0.67,0.37,0.1
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.7,0.7,0.64,0.19,0.64,9.52,,0.45,0.43,0.14,0.49,0.08,0.17,0.54,0.23,0.5,0.27,0.08
DEWP_1_0,,,,,,,,,,,,,,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.03,0.03,0.05,,0.03,0.02,0.01,0.01,0.06,0.01,0.15,,0.01,0.11,0.02,0.02,0.01,
WSPM_0_2,,,,,,,,,,,,,,,,,,
WSPM_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.21,0.21,0.14,0.04,0.2,0.17,0.05,0.13,0.14,0.04,0.19,0.02,0.04,0.17,0.06,0.14,0.09,0.04
PM10_1,0.01,0.01,,,0.01,0.01,,,,,,,,0.01,0.01,0.01,,
PM10_2,,,,,,,,,,,,,,,,,,
