,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.3,0.99,0.92,0.3,0.62,0.66,0.19,0.76,0.11,0.21,0.84,0.37,0.71,0.4,0.11
PRES_0_1,1.02,1.0,,,1.01,0.92,0.31,0.63,0.69,0.19,0.76,0.11,0.21,0.84,0.38,0.72,0.4,0.11
PRES_0_0,82.47,,1.22,,75.43,,,41.1,20.16,32.43,,8.01,,,9.23,55.48,58.09,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.1,1.09,1.0,0.3,1.0,14.88,,0.7,0.67,0.21,0.76,0.12,0.26,0.84,0.37,0.78,0.43,0.12
DEWP_1_0,12.36,12.16,,,,1.0,0.4,5.44,94.88,2.07,,1.3,0.99,,,8.95,5.52,2.05
DEWP_0_0,284.65,280.1,,,,34.0,1.44,126.03,,34.75,,24.57,18.35,,,191.48,111.13,3.39
WSPM_0_1,2.34,2.32,3.74,,2.42,1.5,0.56,1.02,3.91,0.39,10.15,0.22,0.44,7.79,1.43,1.66,0.89,0.25
WSPM_0_2,5.47,5.62,1.72,0.59,5.06,17.85,,6.63,1.02,1.76,9.67,0.85,2.2,,4.44,3.81,2.07,0.7
WSPM_0_0,9.08,8.99,,,9.09,8.21,1.95,5.27,9.49,1.12,21.95,0.78,1.37,,3.08,6.23,4.04,0.95
WSPM_0_3,10.87,10.69,,,9.94,,,26.08,27.81,5.56,1.01,2.56,,,,8.42,3.8,0.77
WSPM_1_0,11.97,11.91,,,11.89,10.82,2.05,6.91,12.6,1.77,20.82,1.17,2.44,,7.06,8.31,5.11,1.37
WSPM_1_1,20.91,20.58,,,24.24,7.52,2.05,10.93,38.4,2.91,,1.97,1.15,,3.16,14.84,9.1,3.12
WSPM_0_4,24.11,23.72,,,22.05,,,164.39,,,,15.35,,1.01,,18.55,9.91,
WSPM_1_2,81.7,80.4,,,74.73,,,68.75,107.53,12.16,,9.96,9.38,,1.21,54.96,102.24,
PM10_0,1.49,1.5,1.03,0.3,1.49,1.25,0.4,0.91,1.0,0.29,1.4,0.17,0.31,1.2,0.43,1.01,0.67,0.31
PM10_1,3.45,3.4,,,3.34,4.86,1.22,2.15,2.27,0.64,1.83,0.37,0.67,4.16,2.61,2.62,1.03,0.21
PM10_2,113.13,111.32,,,106.2,,,71.34,134.42,18.02,31.23,12.28,,,,89.94,34.08,1.44
