,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,8.18,29.71,1.04,3.52,15.04,1.52,2.34,3.01,3.28,3.45,4.57,4.91,8.56,1.22,1.86,10.64
PRES_0_1,0.99,1.0,,,1.03,3.49,14.99,1.51,2.31,2.99,3.26,3.42,4.54,4.87,8.34,1.21,1.84,10.55
PRES_0_0,0.13,,1.07,,0.14,,,0.19,0.32,0.36,,0.42,,,1.0,0.16,0.23,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.96,0.97,7.57,28.41,1.0,3.63,,1.46,2.23,2.89,3.14,3.31,4.43,4.7,8.07,1.17,1.78,10.34
DEWP_1_0,0.28,0.28,,,,0.99,2.81,0.43,0.95,0.83,,0.96,1.24,,,0.34,0.53,2.64
DEWP_0_0,0.07,0.06,,,,0.25,1.02,0.07,,0.17,,0.2,0.32,,,0.08,0.13,0.55
WSPM_0_1,0.65,0.66,5.69,,0.68,2.32,8.72,1.0,1.67,1.96,3.02,2.29,3.03,2.15,4.8,0.8,1.19,6.67
WSPM_0_2,0.43,0.43,3.04,16.01,0.45,1.06,,0.6,1.0,1.3,1.15,1.49,1.24,,4.02,0.52,0.74,3.61
WSPM_0_0,0.33,0.33,,,0.35,1.25,5.89,0.53,0.58,1.0,1.02,1.12,1.58,,3.22,0.4,0.66,3.95
WSPM_0_3,0.3,0.31,,,0.32,,,0.32,0.87,0.95,1.0,1.0,,,,0.37,0.56,3.42
WSPM_1_0,0.29,0.29,,,0.3,1.05,,0.44,0.61,0.89,0.87,1.0,1.5,,2.17,0.35,0.56,3.6
WSPM_1_1,0.22,0.22,,,0.23,0.79,3.54,0.33,0.66,0.6,,0.68,1.0,,1.77,0.26,0.45,2.59
WSPM_0_4,0.2,0.21,,,0.21,,,0.49,,,,0.86,,1.0,,0.25,0.39,
WSPM_1_2,0.12,0.12,,,0.13,,,0.22,,0.34,,0.45,0.44,,1.05,0.15,0.47,
PM10_0,0.82,0.83,6.7,24.36,0.86,2.9,13.16,1.25,1.93,2.55,2.75,2.88,3.98,3.98,7.47,1.0,1.52,9.96
PM10_1,0.54,0.54,,,0.56,1.85,5.84,0.81,1.27,1.48,1.71,1.76,2.13,2.78,,0.65,1.0,5.21
PM10_2,0.09,0.09,,,0.1,,,0.15,,0.24,0.26,0.32,,,,0.12,0.18,1.0
