,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.18,0.98,0.53,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.73,0.31
PRES_0_1,1.0,1.0,,,0.98,0.54,0.26,0.81,0.66,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.74,0.31
PRES_0_0,2.92,,1.02,,2.87,,,2.32,1.96,,,1.54,,,0.94,2.65,2.1,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.35,0.19,1.0,,,0.83,0.67,0.59,0.56,0.55,0.48,0.46,0.34,0.93,0.75,0.32
DEWP_1_0,1.87,1.86,,,,1.0,0.32,1.51,1.39,1.08,,1.01,0.85,,,1.68,1.37,
DEWP_0_0,4.15,3.86,,,,,1.07,3.26,,1.8,,,1.93,,,3.71,,
WSPM_0_1,1.24,1.23,0.43,,1.21,0.66,0.24,1.0,0.8,0.74,,0.69,0.48,,,1.13,0.89,0.42
WSPM_0_2,1.53,1.53,0.51,0.28,1.5,0.73,,1.2,1.0,0.91,,0.85,,,,1.39,1.07,0.43
WSPM_0_0,1.73,1.73,,,1.69,0.92,,1.32,1.01,1.0,0.96,0.9,1.03,,0.61,1.57,1.31,0.45
WSPM_0_3,1.82,1.81,,,1.78,,,,,1.14,1.0,0.93,,,,1.65,1.34,0.6
WSPM_1_0,1.86,1.85,,,1.82,1.0,,1.47,1.18,1.1,1.0,1.0,1.17,,,1.61,1.47,0.54
WSPM_1_1,2.14,2.13,,,2.08,1.19,0.65,2.04,,1.01,,0.93,1.0,,,1.9,1.75,
WSPM_0_4,2.22,2.21,,,2.17,,,,,,,,,1.0,,1.99,1.68,
WSPM_1_2,2.98,2.92,,,2.94,,,,,1.65,,,,,1.01,2.66,2.67,
PM10_0,1.1,1.1,0.38,0.2,1.08,0.59,0.29,0.89,0.72,0.65,0.61,0.61,0.55,0.5,0.38,1.0,0.81,0.41
PM10_1,1.36,1.36,,,1.33,0.71,,1.11,0.9,0.74,0.74,0.66,0.55,0.6,,1.24,1.0,0.38
PM10_2,3.26,3.25,,,3.19,,,2.56,,2.04,1.71,1.84,,,,2.31,2.55,1.0
