,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.73,,0.99,0.83,0.66,0.94,0.88,0.85,0.84,0.83,0.8,0.79,0.72,0.97,0.91,0.7
PRES_0_1,1.0,0.99,,,1.0,0.83,0.74,0.94,0.89,0.85,0.83,0.83,0.79,0.78,0.76,0.98,0.91,0.7
PRES_0_0,2.59,,0.23,,2.55,,,2.67,1.48,,,,,,0.72,2.11,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.73,,0.97,,,0.98,0.86,0.87,0.82,0.85,0.88,0.77,0.72,0.99,0.92,0.69
DEWP_1_0,1.76,1.74,,,,0.42,,1.33,4.36,1.48,,1.44,0.9,,,1.65,1.94,
DEWP_0_0,3.45,3.76,,,,,0.17,,,,,,1.0,,,2.77,,
WSPM_0_1,1.21,1.21,0.97,,1.23,0.81,,0.77,,,,1.39,1.89,,,1.17,1.1,0.97
WSPM_0_2,1.47,1.48,0.68,,1.4,3.22,,,0.56,,,2.42,,,,1.45,1.27,
WSPM_0_0,1.64,1.63,,,1.63,1.33,,,,0.58,,0.68,1.66,,,1.58,1.51,
WSPM_0_3,1.71,1.69,,,1.62,,,,,,0.44,3.3,,,,1.82,1.32,0.76
WSPM_1_0,1.75,1.74,,,1.74,1.45,,2.07,2.9,0.79,3.71,0.8,,,,1.64,1.81,
WSPM_1_1,1.98,1.96,,,2.14,1.05,0.53,5.55,,1.44,,,0.38,,,1.78,2.26,
WSPM_0_4,2.05,2.03,,,1.94,,,,,,,,,0.33,,1.99,2.13,
WSPM_1_2,2.63,2.75,0.74,,2.6,,,,,,,,,,0.23,2.13,,
PM10_0,1.09,1.1,0.67,,1.09,0.88,0.61,1.02,0.97,0.91,1.0,0.92,0.83,0.87,0.67,0.9,2.06,
PM10_1,1.32,1.31,,,1.29,1.31,,1.26,1.14,1.15,0.94,1.05,1.19,1.17,,2.67,0.71,0.86
PM10_2,2.9,2.87,,,2.79,,,2.57,,,1.38,,,,,,2.54,0.25
