,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.04,,0.94,0.15,0.02,0.53,0.28,0.19,0.17,0.16,0.1,0.09,0.04,0.74,0.39,0.03
PRES_0_1,1.0,1.0,,,0.94,0.15,0.02,0.53,0.28,0.19,0.17,0.16,0.1,0.09,0.04,0.74,0.4,0.03
PRES_0_0,2.87,,1.0,,2.74,,,1.37,1.27,,,,,,0.3,2.55,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.01,0.04,,1.0,,,0.53,0.3,0.2,0.18,0.16,0.1,0.1,0.04,0.76,0.41,0.03
DEWP_1_0,1.87,1.86,,,,1.0,,1.23,0.2,0.37,,0.29,0.3,,,1.43,0.62,
DEWP_0_0,3.9,3.44,,,,,0.91,,,,,,0.99,,,3.42,,
WSPM_0_1,1.24,1.22,0.05,,1.13,0.23,,0.97,,,,0.15,0.04,,,0.92,0.48,0.04
WSPM_0_2,1.53,1.49,0.1,,1.49,0.08,,,0.99,,,0.13,,,,1.13,0.61,
WSPM_0_0,1.73,1.72,,,1.61,0.27,,,,0.8,,0.5,0.21,,,1.3,0.67,
WSPM_0_3,1.82,1.81,,,1.78,,,,,,0.99,0.11,,,,1.24,0.84,0.09
WSPM_1_0,1.86,1.84,,,1.74,0.29,,0.71,0.26,0.71,0.13,0.52,,,,1.37,0.77,
WSPM_1_1,2.14,2.13,,,1.84,0.51,0.1,0.58,,0.32,,,0.9,,,1.67,0.75,
WSPM_0_4,2.22,2.21,,,2.17,,,,,,,,,1.0,,1.62,0.78,
WSPM_1_2,2.93,2.77,0.32,,2.8,,,,,,,,,,0.96,2.56,,
PM10_0,1.1,1.09,0.06,,1.03,0.17,0.02,0.58,0.3,0.21,0.17,0.18,0.12,0.1,0.05,0.96,0.21,
PM10_1,1.36,1.36,,,1.29,0.17,,0.73,0.4,0.26,0.27,0.19,0.11,0.11,,0.49,0.91,0.04
PM10_2,3.26,3.25,,,3.15,,,1.51,,,0.86,,,,,,1.39,0.76
