,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,185.89,84.57,,,,174791658487332.3,314.99,136.71,1382.02,2795.01,,,174791658487332.3,45.0,879.15,718.51,885.24,1419.68,174791658487332.3,412.98,437.73,862.51,6174.78,158564.91,856795.58,684021.54,576522.28,25167007.99,174791658487332.3,12.63,147.63,38780.95
TEMP_0_0,82.38,213.02,31.83,,,,140.45,346.3,698.81,4652.48,,,,25.87,1852.0,30.25,12040.99,27522.2,,385.77,478.81,1121.21,1686.08,197427.5,850944.19,932528.32,1483943.63,37177962.24,,13.93,136.5,31550.77
TEMP_1_1,,,5209.17,,,,317.71,,840.22,,385384.52,,,13.26,93.95,5195.43,,,,329.34,787.62,509.49,2481.64,209232.8,1284281.45,591924.41,230373.91,,,17.2,122.54,3170.46
TEMP_0_2,,,,513605.26,,,24.63,,,15151.08,,1120171.87,,22.14,1187.43,,,71292.56,,139.15,296.46,568.8,15086.29,172722.75,724383.52,666126.7,1090508.9,,,12.54,112.39,44635.47
TEMP_0_1,,,,,1749762.69,,58.31,125.55,261.61,21882.4,,375691.05,,2.84,,,93776.09,,,122.6,91.88,3170.55,,196463.35,725252.72,756989.51,736540.98,205685270.22,,12.22,148.15,80340.75
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,112.39,65.13,1637.9,3359.5,12907.87,217811809535438.94,560.9,35.58,890.55,292.96,,,217811809535438.94,36.59,534.72,1892.38,1851.66,2857.76,217811809535438.94,366.9,524.14,928.76,5311.04,149986.79,929871.91,445189.28,623332.7,16063040.15,217811809535438.94,12.87,151.44,36263.2
PRES_1_1,89.74,178.83,,,67490.41,,47.83,573.53,68.0,,,,,24.98,1269.88,,16527.58,32359.53,,372.18,498.22,1257.41,1945.45,186081.05,885022.18,886034.37,1200593.19,39823911.01,,13.33,136.64,38194.76
PRES_1_0,136.87,107.98,943.9,,,,228.0,10.59,3065.56,,,,,39.12,1284.8,1237.96,2933.31,,,294.33,470.63,943.68,6023.42,198336.52,900244.89,724559.5,860826.24,29012945.23,,15.4,137.09,17581.21
PRES_1_2,81.74,106.26,,110829.0,450531.3,,19.69,,,39760.56,,,,26.07,2033.22,,23555.58,,,352.91,292.23,918.6,4628.9,256634.88,941972.3,1134865.72,1147391.03,71459346.08,,13.77,134.78,34863.97
PRES_0_1,,,5123.73,,,,,,,,1045274.56,,,,,6741.49,,,,546.72,762.28,,,204491.96,1268776.16,808371.59,,,,16.6,110.78,4081.96
PRES_1_3,,,,406900.24,367221.86,,28.22,,,,,1822598.57,,8.59,712.06,,20174.82,91891.44,,172.08,382.12,1485.85,8454.45,116225.06,590582.53,885850.58,848660.8,53762907.61,,13.26,96.28,67751.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,141.59,101.96,536.31,27414.81,5401.71,136725322408871.5,294.9,148.65,1179.17,3963.96,,22975.88,136725322408871.5,55.38,670.29,,,,136725322408871.5,416.68,344.58,1158.68,7098.68,112570.71,736307.54,364654.99,212219.56,,136725322408871.5,11.64,157.39,43917.4
