,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.71,1.0,0.98,0.64,0.84,0.91,0.49,0.94,0.3,0.58,0.97,0.76,0.84,0.66,0.38
PRES_0_1,0.94,0.92,,,0.94,0.9,0.68,0.78,0.88,0.45,0.87,0.28,0.54,0.89,0.77,0.79,0.61,0.35
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.7,0.7,0.66,0.46,0.64,,,0.61,0.59,0.34,0.6,0.21,0.48,0.62,0.5,0.59,0.45,0.26
DEWP_1_0,,,,,,,,,,,,,,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.03,0.03,0.04,,0.04,0.02,0.03,0.02,0.51,0.03,,0.01,0.03,,,0.03,0.02,0.02
WSPM_0_2,,,,,,0.01,,0.02,,,,,,,,,,
WSPM_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.2,0.21,0.14,0.1,0.21,0.19,0.1,0.17,0.19,0.1,0.23,0.06,0.12,0.2,0.12,0.14,0.24,0.26
PM10_1,0.01,0.01,,,0.01,0.01,,0.01,0.01,,,,,0.01,,0.01,,
PM10_2,,,,,,,,,,,,,,,,,,
