,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.85,1.0,0.99,0.8,0.91,0.96,0.7,0.97,0.55,0.76,0.98,0.87,0.92,0.81,0.62
PRES_0_1,1.0,0.99,,,1.0,0.98,0.85,0.91,0.97,0.69,0.96,0.55,0.76,0.98,0.91,0.92,0.8,0.61
PRES_0_0,1.03,,0.13,,1.0,,,0.98,0.64,,,0.63,,,0.36,0.84,1.59,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.96,0.81,0.96,,,0.94,0.92,0.7,0.93,0.55,0.83,0.94,0.84,0.92,0.8,0.61
DEWP_1_0,1.0,0.99,,,,0.28,0.28,0.74,2.96,0.67,,0.56,0.47,,,0.9,0.92,
DEWP_0_0,1.11,1.11,,,,,0.08,1.15,,0.42,,,0.36,,,0.9,,
WSPM_0_1,1.0,1.0,1.1,,1.02,0.8,0.76,0.67,3.85,1.0,,0.61,0.84,,,0.92,0.79,0.7
WSPM_0_2,1.0,1.01,0.6,0.36,0.96,2.36,,3.73,0.43,1.54,,0.89,,,,0.92,0.77,0.67
WSPM_0_0,1.0,1.0,,,1.0,0.96,,1.09,1.64,0.37,2.12,0.32,0.79,,0.95,0.91,0.83,0.45
WSPM_0_3,1.0,0.99,,,0.96,,,,,1.9,0.31,1.04,,,,1.01,0.73,0.45
WSPM_1_0,1.0,1.0,,,1.0,0.98,,0.95,1.37,0.45,1.74,0.39,1.13,,,0.87,0.89,0.56
WSPM_1_1,1.0,0.99,,,1.08,0.64,0.37,1.22,,0.4,,0.47,0.24,,,0.88,0.95,
WSPM_0_4,1.0,0.99,,,0.96,,,,,,,,,0.2,,0.93,0.92,
WSPM_1_2,1.03,1.05,,,1.0,,,,,0.71,,,,,0.12,0.84,1.98,
PM10_0,1.0,1.0,0.83,0.69,1.0,0.96,0.72,0.9,0.97,0.7,1.07,0.57,0.78,1.0,0.76,0.83,1.07,1.24
PM10_1,1.0,0.99,,,0.98,1.19,,0.93,0.93,0.68,0.81,0.51,0.7,1.11,,1.21,0.56,0.43
PM10_2,1.0,0.99,,,0.97,,,0.95,,0.74,0.57,0.58,,,,1.15,0.64,0.12
