,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.82,0.66,,,,,1.14,0.5,1.12,0.25,,,,1.28,0.58,0.3,0.04,0.04,,0.79,0.71,0.49,0.66,0.93,1.66,0.65,0.31,0.17,,0.96,1.22,0.82
TEMP_0_0,0.71,1.86,,,,,0.49,1.27,0.56,0.41,,,,0.74,1.19,0.01,0.49,0.7,,0.74,0.76,0.64,0.18,1.09,1.53,0.78,0.74,0.24,,1.04,1.12,0.7
TEMP_1_1,,,2.77,,,,1.17,,0.67,,1.89,,,0.38,0.06,2.17,,,,0.62,1.29,0.29,0.27,1.2,2.43,0.52,0.12,,,1.32,1.01,0.06
TEMP_0_2,,,,4.84,,,0.09,,,1.34,,3.45,,0.63,0.78,,,1.81,,0.26,0.49,0.32,1.64,1.02,1.38,0.58,0.56,,,0.95,0.92,0.99
TEMP_0_1,,,,,5.59,,0.19,0.46,0.2,1.96,,1.16,,0.07,,,3.85,,,0.23,0.15,1.8,,1.15,1.4,0.68,0.38,1.37,,0.92,1.2,1.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.09,0.53,0.87,0.03,0.04,1.9,2.09,0.11,0.68,0.02,,,1.9,1.06,0.34,0.79,0.08,0.07,1.9,0.71,0.85,0.53,0.57,0.86,1.77,0.39,0.32,0.11,1.9,0.96,1.26,0.8
PRES_1_1,0.82,1.54,,,0.22,,0.15,2.13,0.04,,,,,0.71,0.84,,0.68,0.82,,0.71,0.8,0.71,0.21,1.05,1.65,0.79,0.62,0.26,,1.01,1.11,0.82
PRES_1_0,1.3,0.9,0.5,,,,0.77,0.03,2.56,,,,,1.11,0.81,0.51,0.12,,,0.56,0.75,0.54,0.65,1.11,1.66,0.64,0.43,0.19,,1.17,1.11,0.38
PRES_1_2,0.73,0.91,,1.04,1.44,,0.06,,,3.56,,,,0.72,1.34,,0.97,,,0.68,0.46,0.53,0.51,1.5,1.79,1.0,0.58,0.47,,1.04,1.11,0.74
PRES_0_1,,,2.73,,,,,,,,5.18,,,,,2.83,,,,1.04,1.25,,,1.21,2.42,0.7,,,,1.28,0.94,
PRES_1_3,,,,3.83,1.17,,,,,,,5.62,,0.24,0.47,,0.83,2.33,,0.32,0.63,0.84,0.91,0.66,1.1,0.77,0.44,0.37,,1.02,0.74,1.52
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.35,0.84,0.28,0.26,0.02,1.19,1.07,0.54,0.95,0.35,,0.07,1.19,1.6,0.39,,,,1.19,0.8,0.55,0.66,0.77,0.63,1.38,0.31,0.1,,1.19,0.87,1.31,0.97
DEWP_0_0,0.96,1.51,0.02,0.44,,,0.43,0.84,0.64,0.91,,0.22,,0.48,2.62,,,,,0.41,1.18,0.35,0.15,1.77,2.27,1.38,1.09,0.35,,1.28,0.78,0.21
DEWP_1_1,0.37,0.03,2.24,,,,1.1,,0.76,,1.99,,,,,2.87,,,,0.66,1.44,0.14,0.28,1.16,2.44,0.46,0.13,,,1.23,1.19,0.12
DEWP_0_2,0.16,0.88,,,3.05,,0.31,1.09,0.38,1.04,,0.65,,,,,3.96,,,0.65,0.22,1.3,,1.17,1.44,0.87,0.5,0.77,,1.01,1.08,1.38
DEWP_0_1,0.21,1.25,,1.66,,,0.19,1.35,,,,1.93,,,,,,4.22,,0.66,0.51,0.54,0.45,1.27,1.23,1.09,1.31,0.82,,1.15,0.86,0.8
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.05,0.99,0.46,0.11,0.11,,0.78,0.71,0.71,0.43,0.49,0.13,,0.94,0.5,0.46,0.38,0.35,,2.29,0.27,0.02,,0.27,1.26,0.18,,,,1.04,1.26,0.51
WSPM_0_1,0.76,0.77,0.9,0.23,0.06,,0.79,0.61,0.6,0.24,0.62,0.27,,0.62,0.91,0.98,0.1,0.22,,0.12,2.3,0.05,0.04,1.27,2.72,0.77,0.31,,,1.27,0.91,0.19
WSPM_0_3,0.74,0.98,0.29,0.19,0.99,,0.73,0.83,0.71,0.41,,0.46,,0.91,0.45,0.12,0.94,0.36,,0.05,0.08,2.73,,0.3,0.67,0.26,,,,0.72,1.37,1.58
WSPM_0_4,1.14,0.55,0.29,1.28,,,1.0,0.26,1.02,0.53,,0.61,,1.24,0.3,0.29,,0.4,,,0.05,,3.44,0.17,0.43,0.09,,,,0.71,1.53,1.34
WSPM_0_0,0.8,0.82,0.64,0.4,0.39,,0.75,0.5,0.7,0.74,0.54,0.2,,0.59,1.02,0.56,0.47,0.4,,0.31,0.7,0.2,0.07,4.12,4.52,1.5,0.79,,,1.3,0.72,0.31
WSPM_1_0,0.93,0.79,0.75,0.31,0.26,,0.8,0.53,0.85,0.48,0.51,0.19,,0.67,0.93,0.74,0.31,0.22,,0.3,1.14,0.24,0.15,2.62,3.36,0.69,0.38,,,1.22,0.86,0.38
WSPM_1_1,0.84,1.1,0.36,0.24,0.37,,0.67,0.76,0.56,0.66,0.31,0.31,,0.67,1.15,0.37,0.57,0.66,,0.58,0.73,0.31,,2.55,1.87,5.61,,,,1.37,0.87,
