,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,67.23,640.16,1.09,12.1,153.26,1.99,4.98,5.24,10.22,5.18,12.94,23.27,56.61,1.31,2.49,54.03
PRES_0_1,0.95,0.96,,,1.04,11.44,152.69,1.9,4.79,4.96,9.66,4.93,12.23,21.99,55.23,1.25,2.36,51.06
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.77,0.78,48.43,468.5,0.8,54.04,,1.56,3.65,4.04,7.48,3.98,10.82,17.03,41.01,1.0,1.89,41.52
DEWP_1_0,,,,,,,0.02,,0.01,,,,,,,,,0.05
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.08,0.08,5.85,,0.09,0.78,10.39,0.12,0.98,0.44,,0.4,0.99,,5.59,0.1,0.19,4.53
WSPM_0_2,0.01,0.01,0.23,1.82,0.01,0.15,,0.03,0.01,0.05,0.13,0.05,0.1,,,0.01,0.01,0.35
WSPM_0_0,,,,,,0.02,0.2,,0.01,,0.02,,0.02,,0.07,,,0.06
WSPM_0_3,,,,,,,,,0.01,0.01,,0.01,,,,,,0.03
WSPM_1_0,,,,,,0.01,,,,,0.01,,0.01,,,,,0.03
WSPM_1_1,,,,,,,0.01,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.31,17.12,159.84,0.33,3.56,44.13,0.6,1.53,1.65,3.46,1.6,4.18,7.09,15.74,0.37,0.89,27.74
PM10_1,0.02,0.02,,,0.03,0.35,,0.05,0.12,0.12,0.2,0.12,0.27,0.65,,0.04,0.05,0.9
PM10_2,,,,,,,,,,,,,,,,,,
