,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,7.79,0.4,,,,,5.18,2.81,7.55,4.76,,,,3.52,4.99,3.32,0.9,1.04,,4.67,3.18,4.35,11.16,14.21,23.04,29.49,26.12,51.97,,1.64,3.27,12.23
TEMP_0_0,0.38,8.2,,,,,1.8,7.17,4.51,7.91,,,,1.94,8.74,0.15,12.3,20.25,,4.83,4.54,6.5,3.36,12.74,12.14,20.91,35.28,80.88,,1.75,3.01,11.78
TEMP_1_1,,,30.71,,,,6.01,,4.47,,89.19,,,1.19,0.26,25.8,,,,3.65,7.52,2.9,4.5,19.12,27.74,16.7,8.0,,,2.23,2.39,
TEMP_0_2,,,,192.24,,,0.32,,,25.09,,195.79,,1.67,6.58,,,52.47,,1.4,2.86,3.01,28.93,17.16,17.34,16.19,34.48,,,1.83,2.4,18.49
TEMP_0_1,,,,,313.42,,0.46,2.48,,37.99,,65.67,,0.12,,,95.79,,,1.38,0.78,17.03,,19.6,16.82,26.15,24.17,447.31,,1.43,2.85,28.06
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,4.2,1.43,9.39,1.26,2.31,,12.01,0.08,1.13,,,,,3.11,2.01,9.16,1.89,2.1,,4.28,4.53,4.98,9.85,12.65,21.65,14.0,18.56,43.87,,1.46,3.59,13.93
PRES_1_1,2.27,5.89,,,12.09,,0.09,12.63,,,,,,1.86,7.22,,16.88,23.81,,4.39,4.32,6.93,3.31,12.2,16.45,28.04,35.73,85.76,,1.82,2.82,12.07
PRES_1_0,4.22,2.73,5.03,,,,0.79,,23.45,,,,,3.01,5.49,5.83,3.0,,,3.56,4.05,5.31,11.41,15.14,19.2,22.13,28.08,46.96,,2.01,2.71,5.72
PRES_1_2,1.64,2.82,,41.48,80.7,,,,,69.03,,,,1.74,11.28,,24.06,,,4.14,2.39,4.94,9.22,26.05,21.88,35.25,32.68,141.49,,1.84,2.98,9.02
PRES_0_1,,,30.62,,,,,,,,256.94,,,,,34.17,,,,6.12,7.71,,,23.26,25.63,21.72,,,,2.18,2.66,
PRES_1_3,,,,152.3,65.78,,,,,,,318.57,,0.52,3.73,,20.61,67.63,,1.7,3.69,7.89,15.41,9.41,11.56,23.06,30.1,146.83,,1.91,1.31,31.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,4.49,2.56,2.97,10.26,0.97,,4.97,2.96,6.74,6.49,,4.02,,4.89,0.59,,,,,5.13,3.13,6.46,13.29,8.94,14.07,7.83,3.94,,,1.35,3.72,16.24
DEWP_0_0,2.76,4.85,0.26,17.38,,,1.37,4.92,5.23,17.7,,12.7,,0.24,26.18,,,,,2.22,5.68,2.99,2.36,26.8,31.46,52.89,67.34,113.94,,2.5,1.73,0.85
DEWP_1_1,1.6,0.07,24.44,,,,5.55,,4.91,,94.22,,,,,34.29,,,,3.86,8.53,1.33,4.75,16.04,27.03,14.76,8.46,,,1.97,3.22,
DEWP_0_2,0.26,3.65,,,171.13,,0.69,6.06,1.54,20.24,,36.76,,,,,98.37,,,3.95,1.12,12.8,,18.28,14.98,32.32,31.04,250.37,,1.72,2.24,25.3
DEWP_0_1,0.27,5.38,,65.97,,,0.68,7.68,,,,109.6,,,,,,122.37,,3.79,2.4,5.11,8.18,15.73,10.98,41.49,80.78,266.3,,2.15,1.88,13.3
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,3.25,3.45,4.92,4.54,5.94,,3.64,3.85,4.42,8.29,23.89,7.09,,2.75,3.08,5.49,9.44,10.07,,16.54,,,,,7.99,,,,,1.67,3.58,7.3
WSPM_0_1,2.13,3.11,9.8,9.32,3.23,,3.86,3.59,4.6,4.6,29.42,15.48,,1.64,6.93,11.74,2.6,6.24,,,17.14,,,,16.92,4.45,,,,2.25,2.26,1.0
WSPM_0_3,2.28,3.51,2.99,7.68,55.33,,3.23,4.58,4.9,7.55,,25.93,,2.65,2.94,1.44,23.36,10.48,,,,29.18,,,4.22,,,,,0.93,3.93,30.92
WSPM_0_4,4.01,1.24,3.14,50.68,,,4.43,1.46,7.21,9.77,,34.38,,3.72,1.66,3.5,,11.51,,,,,62.73,,,,,,,0.85,4.56,25.73
WSPM_0_0,2.67,2.5,7.0,15.71,21.85,,3.0,2.85,4.96,14.3,24.67,11.11,,1.28,9.53,6.2,11.64,11.5,,,,,,144.7,101.88,32.57,20.65,,,2.68,1.2,
WSPM_1_0,3.52,1.68,8.0,12.41,14.69,,3.64,3.08,5.45,9.38,21.24,10.66,,1.64,8.33,8.17,7.67,6.27,,1.32,4.0,0.99,,83.68,109.51,,,,,2.36,1.86,
WSPM_1_1,3.45,2.86,4.0,9.7,20.87,,2.32,4.22,4.65,12.85,15.08,17.82,,0.9,11.19,3.92,14.12,19.2,,,0.68,,,19.49,,446.41,,,,2.85,0.8,
WSPM_1_2,2.92,3.81,1.68,18.09,16.21,,2.81,4.66,5.01,10.28,,20.36,,0.5,12.45,1.87,11.65,33.83,,,,,,9.05,,,646.53,,,2.93,0.58,
WSPM_1_3,1.94,3.46,,,113.5,,2.18,4.28,3.28,16.46,,39.33,,,8.36,,35.56,41.23,,,,,,,,,,4950.31,,2.93,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,2.61,2.89,6.96,14.18,14.1,,2.92,3.62,5.63,8.53,19.72,19.11,,1.69,7.36,6.49,9.54,13.3,,3.8,5.3,2.79,3.68,22.97,27.33,37.95,44.95,116.25,,2.98,0.5,
PM10_1,3.2,3.0,4.5,11.35,17.17,,4.32,3.46,4.56,8.51,14.62,7.97,,2.83,3.12,6.41,7.57,6.98,,5.08,3.43,7.33,12.34,5.57,10.64,4.87,2.83,,,0.31,7.49,4.18
PM10_2,3.1,3.08,,22.45,44.03,,4.5,3.72,2.6,6.64,,48.48,,3.22,0.43,,22.09,13.19,,2.7,0.35,15.0,18.5,,,,,,,,1.15,110.27
