,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.04,0.01,0.94,0.15,0.02,0.58,0.29,0.27,0.17,0.28,0.13,0.09,0.05,0.81,0.49,0.05
PRES_0_1,1.0,1.0,,,0.94,0.16,0.02,0.58,0.29,0.28,0.17,0.28,0.14,0.09,0.04,0.81,0.49,0.05
PRES_0_0,2.89,,1.0,,2.8,,,1.54,1.37,,,0.71,,,0.29,2.62,0.71,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.01,0.04,0.01,1.0,,,0.58,0.31,0.28,0.18,0.29,0.13,0.1,0.05,0.83,0.5,0.05
DEWP_1_0,1.86,1.85,,,,0.99,0.05,1.33,0.23,0.53,,0.53,0.38,,,1.52,0.79,
DEWP_0_0,4.01,3.44,,,,,0.95,1.92,,1.16,,,1.24,,,3.56,,
WSPM_0_1,1.23,1.22,0.05,,1.13,0.23,0.02,0.98,0.09,0.26,,0.34,0.11,,,1.02,0.59,0.06
WSPM_0_2,1.53,1.49,0.1,0.03,1.49,0.08,,0.2,0.99,0.2,,0.28,,,,1.24,0.72,0.05
WSPM_0_0,1.73,1.72,,,1.61,0.27,,0.74,0.24,0.9,0.14,0.79,0.36,,0.08,1.41,0.86,0.08
WSPM_0_3,1.82,1.81,,,1.78,,,,,0.22,0.99,0.25,,,,1.35,1.0,0.13
WSPM_1_0,1.86,1.84,,,1.74,0.29,,0.99,0.36,0.83,0.17,0.75,0.3,,,1.46,0.95,0.09
WSPM_1_1,2.14,2.13,,,1.83,0.55,0.14,1.3,,0.69,,0.46,0.91,,,1.74,1.1,
WSPM_0_4,2.22,2.21,,,2.17,,,,,,,,,1.0,,1.75,1.02,
WSPM_1_2,2.95,2.77,,,2.88,,,,,0.76,,,,,0.96,2.62,0.9,
PM10_0,1.1,1.09,0.06,0.01,1.03,0.18,0.03,0.64,0.32,0.31,0.17,0.33,0.16,0.1,0.06,0.99,0.4,0.04
PM10_1,1.36,1.35,,,1.29,0.17,,0.78,0.41,0.34,0.27,0.34,0.15,0.11,,0.84,0.95,0.08
PM10_2,3.26,3.25,,,3.15,,,1.72,,0.99,0.86,0.95,,,,1.29,2.29,0.8
