,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.7,1.27,,,1.38,1.01,0.18,0.3,,,1.33,1.21,0.16,,1.37,2.25,1.86,1.21,3.31,0.43,0.23,0.11,1.32,1.57,1.58
TEMP_0_0,0.97,1.97,,,0.96,1.43,0.05,1.31,,,0.53,1.19,1.07,,1.21,2.4,1.72,0.97,3.64,1.01,0.87,0.64,1.35,1.44,1.62
TEMP_1_1,,0.12,3.93,,0.15,0.05,3.35,,,,1.67,0.62,,1.52,1.46,2.25,2.04,1.47,3.48,0.36,,,1.53,1.7,1.3
TEMP_0_2,,,,10.87,,,,,10.82,5.54,,,3.76,,1.17,2.38,1.2,0.55,4.15,1.11,,,1.42,1.48,1.33
PRES_0_0,1.56,1.43,0.09,,1.61,0.78,,0.13,,,1.26,1.23,0.29,,1.37,2.2,1.77,1.13,3.39,0.58,0.17,0.5,1.28,1.58,1.7
PRES_1_0,1.09,1.75,,,0.92,3.1,,,,,0.7,1.29,0.69,,1.27,2.43,1.6,1.08,3.64,0.79,0.9,,1.41,1.45,1.73
PRES_0_1,0.35,0.17,3.24,,,,3.64,,,,1.71,0.53,,1.36,1.53,2.18,1.92,1.21,3.49,0.32,0.61,,1.55,1.68,1.14
PRES_1_1,0.92,2.02,,,0.24,,,4.23,,,0.13,1.1,1.54,,0.97,2.69,2.32,1.31,3.44,1.07,0.67,,1.42,1.34,1.25
PRES_1_3,,,,10.9,,,,,12.31,,,,3.77,,1.05,2.48,1.42,0.65,4.32,1.32,,,1.45,1.44,1.42
PRES_1_2,,,,10.64,,,,,,45.75,,,3.68,,1.8,1.78,,,3.24,,,,,1.62,
DEWP_1_0,1.22,0.87,1.07,,1.06,0.71,1.13,0.1,,,1.78,0.75,0.04,,1.55,2.18,1.73,0.92,3.6,0.41,0.06,,1.34,1.63,1.43
DEWP_0_0,1.35,1.72,0.16,,1.11,1.29,0.15,0.77,,,0.66,1.82,,,1.17,2.47,2.03,1.36,3.31,0.55,0.71,0.7,1.42,1.45,1.6
DEWP_0_1,0.47,1.56,,2.69,0.62,1.06,,1.72,2.44,1.89,,,3.78,,1.03,2.23,1.47,1.18,3.6,1.7,0.74,,1.27,1.48,1.8
DEWP_1_1,,,3.94,,,,3.65,,,,,,,34.34,1.85,1.88,2.1,,4.75,,,,1.68,1.82,
WSPM_0_1,1.18,1.25,0.58,0.42,1.01,1.09,0.65,0.45,0.36,0.44,1.17,1.05,0.47,0.29,1.81,2.12,1.63,0.73,3.78,0.11,0.09,,1.36,1.59,1.39
WSPM_0_0,1.15,1.31,0.53,0.37,1.02,0.89,0.5,0.73,0.37,,1.01,1.09,0.51,,0.97,3.18,2.06,0.94,4.31,0.35,0.32,,1.51,1.45,1.34
WSPM_1_1,1.19,1.32,0.6,0.35,0.98,0.78,0.57,0.78,0.35,,0.97,1.17,0.48,,1.21,2.48,3.74,0.88,3.05,0.26,,,1.4,1.54,1.43
WSPM_1_2,1.15,1.37,0.71,0.19,1.08,0.86,0.61,0.71,0.22,,1.08,1.22,0.57,,0.96,2.28,0.86,4.25,2.42,0.44,,,1.42,1.51,2.03
WSPM_1_0,1.13,1.35,0.52,0.49,0.98,1.02,0.52,0.61,0.44,,1.0,1.05,0.6,,1.22,2.83,1.81,0.6,4.37,0.32,,,1.42,1.46,1.39
WSPM_0_2,0.95,1.48,0.34,0.81,0.96,1.21,0.32,0.93,0.66,,0.66,0.73,1.62,,0.44,0.93,0.83,0.27,2.07,6.14,,,0.91,1.54,2.53
WSPM_1_3,0.91,1.6,,,0.91,1.15,0.76,0.66,,,0.76,1.32,0.99,,0.53,0.99,,,0.6,,18.56,,1.66,1.58,0.77
WSPM_0_3,1.54,2.02,,,1.3,,,,,,,1.86,,,,0.97,,,1.69,,,32.73,,1.7,3.12
PM10_0,1.08,1.34,0.57,0.39,0.93,1.05,0.6,0.71,0.4,,0.97,1.16,0.56,0.3,1.18,2.56,2.01,1.38,3.53,0.49,0.72,,1.64,1.3,1.02
PM10_1,1.2,1.26,0.58,0.45,1.03,0.92,0.6,0.56,0.36,0.57,1.1,1.02,0.52,0.16,1.47,2.19,1.73,0.97,3.55,0.64,0.19,0.36,1.25,1.78,1.41
PM10_2,1.31,1.47,0.33,0.26,1.34,1.12,0.34,0.37,0.24,,1.14,0.96,1.04,,1.34,1.54,1.2,0.51,2.96,1.65,,1.54,0.44,1.6,5.04
