,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,46.23,35.56,,,25.38,905.06,508.02,1902.79,,,39.53,43.74,543.11,,41.47,3171.08,7531.68,8223.41,58871.1,26622.99,12043183.86,,24.25,47.12,32848.32
TEMP_0_0,12.97,145.59,,,14.7,1527.09,135.44,8852.22,,,15.18,47.47,3695.41,,40.19,2842.74,5244.99,5297.16,53543.1,63880.74,50112872.25,1185108606.59,25.29,39.91,33925.24
TEMP_1_1,,,17909.07,,2.64,,9546.67,,,,58.15,15.63,,4616719644.14,44.54,2883.88,6996.63,9286.66,54097.96,24172.0,,,27.72,48.71,20978.14
TEMP_0_2,,,,26367466.96,,,,,53993479.15,104145891215.37,,,13467.23,,43.0,3034.45,4726.39,3619.08,67768.63,68169.59,,,25.31,45.2,25165.68
PRES_0_0,37.74,61.04,388.01,,31.92,372.5,,357.82,,,37.29,43.63,921.75,,42.6,2941.97,6470.13,7435.47,56362.69,37949.57,11797917.3,902059988.29,22.44,47.94,38901.25
PRES_1_0,22.76,112.5,,,7.46,4218.33,,,,,19.95,51.77,2470.14,,41.23,2968.85,5612.52,5744.25,56673.9,48476.59,46391570.95,,27.52,38.73,30261.46
PRES_0_1,7.77,6.89,14769.57,,,,10360.31,,,,59.09,13.71,,4137751611.89,47.54,2693.18,6636.93,7672.42,54790.1,21664.24,32198010.41,,28.08,48.26,19726.41
PRES_1_1,14.14,138.07,,,1.31,,,31197.98,,,2.88,48.73,5512.24,,29.85,3672.31,8398.49,8336.88,55835.47,60609.89,33707408.9,,28.48,36.02,20005.81
PRES_1_3,,,,26441948.13,,,,,62914578.98,,,,13505.27,,36.29,3426.61,5621.09,4304.18,73737.92,81074.12,,,27.95,41.21,23767.58
PRES_1_2,,,,25813678.7,,,,,,860650073238.15,,,13184.38,,77.95,,,,,,,,,64.5,
DEWP_1_0,30.26,38.5,4872.28,,19.66,578.66,3217.07,395.16,,,63.78,13.13,,,51.35,2684.78,5449.35,5258.92,57209.76,27115.46,,,22.42,51.31,32835.81
DEWP_0_0,28.61,89.73,732.53,,18.61,1370.05,415.04,5472.33,,,10.46,82.59,,,34.32,3379.76,8033.31,9194.0,55273.68,32278.01,42494621.12,1299413685.61,28.41,39.08,26635.41
DEWP_0_1,7.94,109.4,,5992180.91,8.74,1131.04,,11315.01,11857230.6,26906993171.14,,,13530.16,,31.86,2921.3,5455.21,7333.54,57154.45,108732.19,41627901.29,,23.76,41.08,41123.7
DEWP_1_1,,,17966.84,,,,10390.26,,,,,,,104421804314.68,58.31,2737.97,8085.82,,79552.77,,,,34.34,34.3,
WSPM_0_1,25.28,75.35,2627.5,1019531.85,17.83,989.93,1850.55,2966.35,1686031.19,8196667364.17,38.7,33.72,1588.03,868917822.15,75.79,1090.38,2664.44,2369.31,44257.88,,,,22.74,49.11,31165.83
WSPM_0_0,26.69,66.69,2432.36,815250.07,16.96,1001.71,1421.14,4855.07,1895677.55,,29.74,41.43,1807.51,,13.43,7164.4,8445.74,4047.51,118643.15,7597.63,,,29.14,38.08,16420.03
WSPM_1_1,31.18,50.97,2719.31,693680.32,17.45,811.73,1628.74,5331.93,1536678.4,,29.02,49.04,1710.41,,27.16,4524.83,26900.7,1456.23,39230.34,10742.61,,,26.9,46.61,29484.65
WSPM_1_2,29.02,49.83,3245.96,466720.53,18.06,823.83,1724.94,4888.18,1110490.25,,26.47,50.34,2052.7,,13.39,1989.62,434.3,44059.55,16277.54,,,,30.3,39.05,31334.22
WSPM_1_0,27.3,63.12,2381.43,1080167.43,16.46,1153.46,1472.63,4090.06,2238468.54,,30.33,40.9,2135.6,,29.36,6323.92,6128.03,1871.72,121402.24,13607.55,,,27.74,40.47,25826.19
WSPM_0_2,17.96,100.74,1556.18,1421639.72,17.3,1133.76,899.94,5899.6,3382574.68,,21.96,27.15,5509.85,,,418.49,1150.57,,19686.85,503751.54,,,15.19,44.8,75120.54
WSPM_1_3,12.9,122.13,,,12.0,1460.93,2157.98,4843.24,,,,60.1,3546.74,,,,,,,,1397281797.74,,37.09,39.07,
WSPM_0_3,12.19,154.15,,,25.89,,,,,,,84.93,,,,,,,,,,73601979383.68,,51.66,87013.53
PM10_0,24.41,73.38,2612.35,875383.9,14.99,1154.48,1707.89,5002.92,2022904.44,,27.0,45.73,2007.14,908159272.19,35.92,3683.19,7414.01,9021.18,64344.15,25578.06,38297835.49,,38.17,25.2,7965.75
PM10_1,27.38,64.07,2661.93,1013567.37,18.98,788.79,1697.5,3479.22,1686453.73,8507379261.05,36.12,35.39,1842.66,482659958.45,47.05,2546.77,5995.29,5596.86,51114.77,41104.9,12315130.38,739515809.94,14.93,67.49,26381.64
PM10_2,28.07,79.72,1516.99,525419.77,23.53,990.57,959.52,2076.59,1000124.91,,38.08,29.35,3095.07,,44.43,1589.32,4567.89,3825.91,39581.48,127218.03,,2568133845.3,3.45,40.11,183712.76
