,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.99,0.62,,,,0.06,0.71,0.45,0.58,0.2,,,0.06,0.95,0.39,0.27,0.07,0.07,0.06,0.54,0.5,0.37,0.34,0.29,0.35,0.19,0.11,0.05,0.06,0.93,0.81,0.33
TEMP_0_0,0.66,0.99,0.07,,,,0.46,0.74,0.41,0.26,,,,0.73,0.6,0.05,0.26,0.29,,0.52,0.54,0.41,0.18,0.33,0.35,0.22,0.2,0.06,,1.0,0.79,0.28
TEMP_1_1,,,0.99,,,,0.83,,0.52,,0.46,,,0.6,0.17,0.85,,,,0.57,0.8,0.32,0.26,0.4,0.5,0.21,0.09,,,1.29,0.87,0.11
TEMP_0_2,,,,1.0,,,0.27,,,0.71,,0.73,,1.0,0.68,,,0.68,,0.49,0.62,0.44,0.78,0.45,0.47,0.27,0.25,,,1.38,1.07,0.52
TEMP_0_1,,,,,1.0,,0.52,0.72,0.42,0.91,,0.44,,0.45,,,1.14,,,0.46,0.34,1.11,,0.53,0.53,0.31,0.22,0.22,,1.47,1.3,0.74
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.81,0.57,0.5,0.06,0.05,0.08,0.99,0.25,0.49,0.06,,,0.08,0.91,0.33,0.47,0.1,0.1,0.08,0.55,0.58,0.4,0.33,0.3,0.38,0.15,0.12,0.04,0.08,1.0,0.87,0.32
PRES_1_1,0.73,0.95,,,0.13,,0.29,1.0,0.13,,,,,0.75,0.51,,0.32,0.33,,0.54,0.57,0.46,0.21,0.34,0.37,0.23,0.19,0.07,,1.02,0.82,0.35
PRES_1_0,0.96,0.8,0.42,,,,0.68,0.14,0.99,,,,,1.02,0.57,0.41,0.14,,,0.51,0.61,0.43,0.38,0.39,0.41,0.23,0.17,0.07,,1.19,0.91,0.25
PRES_1_2,0.86,0.91,,0.4,0.42,,0.25,,,1.0,,,,0.95,0.81,,0.47,,,0.66,0.55,0.49,0.38,0.49,0.48,0.32,0.22,0.11,,1.29,1.02,0.4
PRES_0_1,,,1.28,,,,,,,,0.98,,,,,1.26,,,,0.96,1.01,,,0.49,0.63,0.32,,,,1.64,1.07,0.16
PRES_1_3,,,,0.95,0.46,,0.39,,,,,1.0,,0.68,0.56,,0.53,0.83,,0.58,0.73,0.75,0.63,0.38,0.44,0.34,0.23,0.1,,1.49,1.05,0.68
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
