,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.81,,,,,1.0,1.15,2.08,1.12,0.63,,1.11,1.69,0.36,0.11,,0.88,0.67,0.92,0.29,0.55,0.36,0.16,0.68,0.59,,0.84,0.51,0.47
TEMP_0_1,,0.46,,,,3.8,1.5,0.92,1.1,0.77,,1.61,,,,,1.76,1.12,0.91,0.42,0.68,0.46,0.24,,4.87,,1.45,0.76,0.61
TEMP_0_0,,,0.36,0.07,0.09,3.21,,1.45,0.69,0.56,0.09,,0.68,,,0.09,3.27,1.08,2.22,0.55,1.53,0.53,0.28,,1.58,0.09,1.9,1.02,0.97
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.27,3.04,1.74,,,0.67,,,8.06,2.08,,1.42,1.82,,,,1.0,0.8,1.2,0.31,0.6,0.34,0.17,1.88,1.35,,0.95,0.63,0.73
PRES_1_3,1.82,1.28,,,,,0.52,,,4.89,,1.64,3.01,0.6,0.17,,2.22,1.2,0.95,0.48,0.83,0.59,0.24,0.62,0.7,,1.49,0.74,0.48
PRES_1_1,4.58,1.55,1.54,0.05,,,24.68,0.34,4.16,1.58,,4.29,1.35,,0.22,,1.97,1.6,2.5,0.52,0.83,1.04,0.34,,2.44,,1.93,1.37,1.18
PRES_1_0,4.79,2.93,1.15,,0.09,20.62,,6.27,0.33,0.35,0.09,3.6,2.14,,,0.09,2.76,1.05,1.46,0.69,4.48,0.65,0.34,,1.97,0.09,2.03,1.01,1.07
PRES_0_0,4.67,4.2,1.8,,,16.44,19.31,3.18,0.53,0.28,,4.33,2.92,0.29,0.14,,2.34,1.49,2.62,1.2,1.41,0.83,0.52,,,,2.67,1.23,0.91
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.06,0.86,,,,1.04,1.0,1.5,0.78,0.49,,0.86,31.35,1.41,0.34,,0.78,0.63,0.65,0.26,0.54,0.29,0.14,1.11,1.04,,0.78,0.44,0.39
DEWP_0_1,2.76,28.66,0.49,0.08,0.12,2.35,3.14,0.93,0.95,0.71,0.12,41.41,0.5,0.78,0.2,0.12,3.01,0.85,2.1,0.43,0.64,0.51,0.24,1.09,0.66,0.12,1.38,0.88,0.8
DEWP_0_0,8.79,,,,,,,,2.3,1.2,,,,0.08,0.04,,3.66,,,,,,,,,,7.87,3.92,
DEWP_1_0,12.1,,,,,,,,,,,,,,0.07,,6.2,,,,,,,,,,10.83,6.83,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,2.01,2.36,2.91,,,1.87,3.2,1.43,1.36,0.74,,1.89,3.3,0.32,0.08,,0.47,3.6,9.96,1.87,2.54,2.57,0.58,,,,1.7,0.71,0.42
WSPM_0_1,2.31,2.26,1.54,,0.21000000000000002,2.21,2.54,2.23,0.79,0.61,0.21000000000000002,2.3,1.8,,,0.21000000000000002,3.34,0.48,2.68,0.45,0.91,0.51,0.19,7.18,4.64,0.21000000000000002,1.34,0.76,1.05
WSPM_0_2,2.8,1.69,3.49,0.16,,2.74,1.96,2.62,1.24,0.64,,2.22,4.37,,,,21.55,3.02,0.4,0.84,2.62,0.84,0.37,,,,1.87,0.88,0.71
WSPM_0_0,3.36,2.97,1.92,,,2.59,3.6,2.31,2.33,2.45,,3.19,2.58,,,,6.23,1.5,2.42,0.36,1.37,0.56,0.23,9.75,4.2,,1.87,1.38,2.1
WSPM_1_2,3.44,2.45,4.1,,,3.11,3.19,1.84,5.26,2.74,,3.79,2.19,,,,13.32,1.63,3.71,0.45,0.33,0.64,0.37,,5.13,,1.89,2.46,
WSPM_1_1,4.35,3.55,2.49,,,3.03,4.59,4.19,2.89,1.77,,3.83,3.58,,,,6.77,1.98,4.46,0.53,1.53,0.29,0.36,,,,2.33,2.23,4.4
WSPM_1_0,3.97,4.05,3.21,,,3.42,4.8,3.9,2.46,2.08,,3.9,3.9,,,,5.73,1.74,2.94,0.56,1.88,0.95,0.32,,,,2.45,1.68,2.29
WSPM_0_4,2.78,,,,,6.49,1.62,,,,,4.43,3.27,0.27,0.14,,,8.74,,,,2.38,1.17,0.24,,,5.32,1.33,0.59
WSPM_1_3,4.46,11.39,5.53,,,7.97,3.17,4.64,4.42,,,7.32,2.82,,,,,,,0.99,2.56,,1.06,,0.19,,3.1,5.51,5.69
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.27,1.36,1.3,0.23,0.09,1.11,1.46,1.09,1.04,0.78,0.09,1.32,1.2,2.5,1.04,0.09,1.41,0.6,0.94,0.23,0.44,0.27,0.13,2.92,0.74,0.09,0.78,0.62,1.19
PM10_1,1.95,1.61,1.69,0.18,,1.98,1.85,1.6,0.81,0.47,,1.78,2.0,0.39,0.17,,1.08,1.16,0.94,0.61,1.26,0.58,0.3,0.88,1.55,,1.47,0.56,0.44
PM10_2,2.87,3.38,2.95,,,4.39,1.73,3.97,1.44,1.03,,2.77,3.1,0.57,0.11,,1.39,1.73,1.98,1.26,,1.77,0.45,0.9,1.12,,3.04,1.08,0.35
