,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,2.86,3.0,1.02,1.79,2.11,0.97,1.25,0.76,1.58,0.62,0.97,2.03,1.77,0.93,0.86,1.1
PRES_0_1,0.99,0.98,,,1.0,1.76,2.14,0.96,1.24,0.75,1.54,0.61,0.95,1.99,1.75,0.92,0.84,1.08
PRES_0_0,0.05,,0.02,,0.05,,,0.04,0.04,0.05,,0.03,,,0.05,0.04,0.05,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.94,0.94,2.52,2.68,0.92,6.66,,0.93,1.12,0.72,1.41,0.58,0.99,1.82,1.57,0.87,0.8,1.04
DEWP_1_0,0.15,0.15,,,,0.08,0.09,0.12,0.8,0.11,,0.09,0.09,,,0.14,0.14,0.19
DEWP_0_0,0.02,0.02,,,,0.01,0.01,0.01,,0.01,,0.01,0.01,,,0.02,0.02,0.01
WSPM_0_1,0.53,0.53,2.06,,0.55,0.8,0.92,0.43,1.09,0.37,2.22,0.3,0.5,1.73,1.17,0.49,0.44,0.56
WSPM_0_2,0.28,0.29,0.42,0.59,0.27,0.76,,0.37,0.18,0.28,0.62,0.21,0.33,,0.75,0.26,0.23,0.28
WSPM_0_0,0.19,0.19,,,0.2,0.36,0.4,0.18,0.26,0.12,0.52,0.1,0.16,,0.35,0.17,0.18,0.21
WSPM_0_3,0.17,0.17,,,0.16,,,0.28,0.45,0.21,0.09,0.15,,,,0.16,0.13,0.15
WSPM_1_0,0.16,0.16,,,0.16,0.28,0.23,0.15,0.23,0.1,0.36,0.09,0.15,,0.37,0.14,0.14,0.19
WSPM_1_1,0.1,0.1,,,0.11,0.12,0.14,0.09,0.23,0.07,,0.06,0.05,,0.09,0.09,0.1,0.15
WSPM_0_4,0.09,0.09,,,0.09,,,0.38,,,,0.15,,0.04,,0.09,0.08,
WSPM_1_2,0.04,0.04,,,0.04,,,0.05,0.08,0.03,,0.03,0.03,,0.02,0.04,0.08,
PM10_0,0.74,0.75,1.77,1.83,0.76,1.28,1.55,0.72,0.94,0.58,1.32,0.46,0.74,1.47,1.2,0.68,0.68,1.16
PM10_1,0.39,0.39,,,0.4,0.87,0.77,0.38,0.49,0.28,0.51,0.24,0.35,0.98,0.72,0.38,0.29,0.3
PM10_2,0.03,0.03,,,0.03,,,0.03,0.05,0.02,0.03,0.02,,,,0.03,0.02,0.01
