,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.49,1.35,,,,,0.74,1.55,0.68,2.22,,,,0.77,1.08,2.44,14.05,14.53,,1.01,1.07,1.56,0.91,0.48,0.25,0.63,0.96,1.83,,1.12,0.71,0.67
TEMP_0_0,1.27,0.48,,,,,1.61,0.66,1.21,1.39,,,,1.37,0.63,31.85,1.09,0.74,,1.03,1.04,1.01,3.11,0.44,0.27,0.49,0.56,0.9,,1.07,0.82,0.67
TEMP_1_1,,,0.3,,,,0.85,,1.19,,0.3,,,3.0,21.78,0.38,,,,1.5,0.73,2.64,2.73,0.47,0.21,0.89,3.68,,,1.0,1.06,10.11
TEMP_0_2,,,,0.16,,,11.1,,,0.74,,0.2,,2.63,1.37,,,0.45,,5.7,2.54,3.49,0.57,0.68,0.47,1.05,1.07,,,1.79,1.62,0.84
TEMP_0_1,,,,,0.14,,9.63,3.48,8.03,0.54,,0.59,,43.45,,,0.25,,,5.78,6.83,0.7,,0.76,0.63,0.97,1.7,0.26,,2.12,1.32,0.53
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.87,1.72,0.87,16.15,9.63,0.65,0.42,7.8,1.18,17.24,,,0.65,1.01,2.2,0.94,6.57,7.71,0.65,1.3,0.96,1.5,1.11,0.54,0.27,0.87,0.89,1.67,0.65,1.2,0.74,0.63
PRES_1_1,1.22,0.62,,,2.1,,6.29,0.41,15.91,,,,,1.51,0.88,,0.86,0.67,,1.12,1.01,1.01,3.34,0.48,0.27,0.55,0.77,1.0,,1.16,0.83,0.72
PRES_1_0,0.79,1.16,1.81,,,,1.22,26.42,0.33,,,,,1.04,1.06,1.65,5.08,,,1.44,1.27,1.45,1.05,0.52,0.28,0.84,1.08,2.47,,1.1,1.0,1.72
PRES_1_2,1.76,1.38,,0.6,0.42,,27.8,,,0.23,,,,1.88,0.75,,0.78,,,1.65,2.42,1.81,1.52,0.44,0.34,0.53,0.88,0.73,,1.49,1.12,0.92
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,1.26,0.99,,,0.58,0.27,0.93,,,,1.4,1.51,
PRES_1_3,,,,0.22,0.65,,,,,,,0.13,,8.23,2.35,,1.16,0.38,,5.03,1.97,1.44,1.15,1.05,0.61,0.85,1.46,0.68,,1.75,2.11,0.6
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.62,1.0,2.4,1.64,23.34,0.54,0.71,1.38,0.71,1.56,,4.63,0.54,0.58,1.76,,,,0.54,0.91,1.29,0.98,0.73,0.64,0.28,0.86,1.76,,0.54,1.14,0.64,0.48
DEWP_0_0,1.12,0.69,32.84,1.31,,,2.62,1.19,1.33,0.75,,2.32,,2.31,0.32,,,,,2.02,0.82,2.27,4.09,0.34,0.23,0.42,0.51,0.83,,1.05,1.26,3.66
DEWP_1_1,2.83,27.82,0.39,,,,0.91,,1.11,,0.29,,,,,0.29,,,,1.46,0.65,6.12,2.63,0.47,0.21,0.95,3.54,,,1.09,0.93,5.21
DEWP_0_2,8.5,1.52,,,0.21,,4.16,1.1,3.01,0.85,,0.88,,,,,0.2,,,1.83,4.56,0.77,,0.6,0.44,0.65,1.08,0.39,,1.57,1.22,0.55
DEWP_0_1,6.92,1.07,,0.43,,,5.76,0.92,,,,0.34,,,,,,0.19,,1.88,2.25,1.9,1.82,0.51,0.48,0.58,0.43,0.45,,1.41,1.58,0.91
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.97,1.04,1.72,3.83,4.57,,1.06,1.34,1.21,1.47,1.03,3.12,,1.13,1.88,1.63,1.53,1.58,,0.38,7.04,18.05,,1.3,0.47,1.12,,,,1.18,0.76,0.99
WSPM_0_1,1.32,1.21,0.88,2.3,8.49,,1.19,1.52,1.19,2.73,0.86,1.79,,1.79,0.84,0.77,5.9,2.55,,3.2,0.38,10.19,16.57,0.52,0.16,0.78,1.62,,,0.97,1.04,3.18
WSPM_0_3,1.41,1.14,2.98,3.0,0.51,,1.24,1.22,1.27,1.75,,1.15,,1.29,2.02,6.15,0.71,1.77,,53.97,13.3,0.31,,1.69,0.85,1.77,,,,1.9,0.76,0.36
WSPM_0_4,1.07,2.23,3.02,0.51,,,1.09,3.93,0.96,1.61,,0.89,,1.07,3.27,3.11,,1.81,,,18.44,,0.24,3.37,1.57,5.2,,,,2.09,0.79,0.47
