,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.18,0.98,0.53,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.9,0.73,0.31
PRES_0_1,1.0,1.0,,,0.98,0.54,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.91,0.74,0.31
PRES_0_0,2.98,,1.04,,2.92,,,2.32,2.02,1.6,,1.54,,,0.94,2.7,2.1,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.34,0.19,1.0,0.55,,0.83,0.67,0.59,0.56,0.55,0.48,0.46,0.34,0.93,0.75,0.32
DEWP_1_0,1.86,1.85,,,,0.99,0.32,1.51,1.55,1.06,,1.0,0.84,,,1.67,1.36,0.7
DEWP_0_0,4.29,3.8,,,,2.62,1.13,2.85,,1.9,,1.58,2.04,,,3.89,3.34,
WSPM_0_1,1.23,1.23,0.43,,1.21,0.66,0.28,1.0,0.83,0.73,,0.68,0.54,,0.34,1.13,0.88,0.4
WSPM_0_2,1.53,1.53,0.49,0.3,1.5,0.66,,1.17,1.0,0.88,0.64,0.84,0.35,,,1.38,1.06,0.41
WSPM_0_0,1.73,1.73,,,1.69,0.95,0.52,1.44,0.98,1.0,0.89,0.91,0.98,,0.59,1.56,1.39,0.5
WSPM_0_3,1.82,1.81,,,1.78,,,,1.57,1.12,1.0,0.93,,,,1.66,1.34,0.6
WSPM_1_0,1.86,1.85,,,1.82,0.98,,1.48,1.19,1.09,0.94,1.0,1.11,,,1.65,1.43,0.55
WSPM_1_1,2.14,2.13,,,2.07,1.21,0.59,1.76,,1.02,,0.87,1.0,,,1.89,1.73,
WSPM_0_4,2.22,2.21,,,2.17,,,,,,,1.46,,1.0,,1.99,1.67,
WSPM_1_2,3.04,2.92,,,2.98,,,2.9,,1.67,,1.71,,,1.04,2.72,3.83,
PM10_0,1.1,1.1,0.38,0.2,1.08,0.59,0.3,0.89,0.72,0.66,0.62,0.61,0.56,0.5,0.4,1.0,0.81,0.39
PM10_1,1.36,1.35,,,1.33,0.7,,1.11,0.9,0.71,0.72,0.68,0.52,0.62,,1.24,1.0,0.39
PM10_2,3.26,3.25,,,3.19,,,2.87,,1.96,1.67,1.78,,,,2.68,2.55,1.0
