,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,,0.99,0.78,0.58,0.92,0.84,0.8,0.79,0.78,0.74,0.73,0.65,0.96,0.88,0.62
PRES_0_1,1.0,1.0,,,1.0,0.78,0.65,0.92,0.86,0.8,0.79,0.78,0.74,0.73,0.68,0.97,0.88,0.62
PRES_0_0,3.56,,0.28,,3.49,,,3.59,1.95,,,,,,0.89,2.86,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.66,,0.97,,,0.97,0.83,0.83,0.77,0.8,0.83,0.71,0.65,0.99,0.89,0.62
DEWP_1_0,2.12,2.1,,,,0.47,,1.57,5.04,1.69,,1.63,1.01,,,1.98,2.27,
DEWP_0_0,5.19,5.65,,,,,0.22,,,,,,1.39,,,4.12,,
WSPM_0_1,1.29,1.28,0.93,,1.31,0.81,,0.8,,,,1.39,1.87,,,1.24,1.13,0.92
WSPM_0_2,1.66,1.69,0.69,,1.59,3.44,,,0.61,,,2.58,,,,1.63,1.4,
WSPM_0_0,1.94,1.92,,,1.92,1.47,,,,0.65,,0.76,1.82,,,1.84,1.73,
WSPM_0_3,2.05,2.03,,,1.94,,,,,,0.49,3.71,,,,2.16,1.53,0.8
WSPM_1_0,2.11,2.1,,,2.09,1.64,,2.45,3.34,0.9,4.21,0.9,,,,1.95,2.12,
WSPM_1_1,2.49,2.47,,,2.68,1.24,0.58,6.83,,1.71,,,0.44,,,2.21,2.76,
WSPM_0_4,2.6,2.57,,,2.46,,,,,,,,,0.39,,2.51,2.62,
WSPM_1_2,3.63,3.79,0.92,,3.58,,,,,,,,,,0.29,2.91,,
PM10_0,1.13,1.13,0.62,,1.12,0.85,0.55,1.03,0.96,0.89,0.97,0.89,0.79,0.83,0.62,0.92,2.06,
PM10_1,1.45,1.44,,,1.42,1.35,,1.35,1.2,1.2,0.98,1.08,1.21,1.19,,2.9,0.76,0.83
PM10_2,4.13,4.09,,,3.97,,,3.58,,,1.86,,,,,,3.5,0.32
