,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.15,0.2,,,0.15,0.41,0.93,1.03,,,0.17,0.19,1.35,,0.18,0.3,0.42,0.54,0.42,1.41,5.96,21.62,0.16,0.16,0.61
TEMP_0_0,0.09,0.08,,,0.09,0.17,1.07,0.25,,,0.13,0.09,0.25,,0.09,0.15,0.22,0.31,0.21,0.46,2.02,4.24,0.08,0.08,0.32
TEMP_1_1,,0.05,0.01,,0.01,0.05,0.01,,,,,0.01,,0.14,,0.01,0.01,0.01,0.01,0.04,,,,,0.02
TEMP_0_2,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.19,0.25,1.96,,0.18,0.58,,1.89,,,0.22,0.24,1.31,,0.23,0.38,0.53,0.7,0.55,1.67,6.73,15.95,0.2,0.2,0.71
PRES_1_0,0.01,0.01,,,0.01,0.02,,,,,0.02,0.01,0.04,,0.01,0.02,0.03,0.04,0.03,0.06,0.29,,0.01,0.01,0.05
PRES_0_1,0.02,0.02,0.01,,,,0.01,,,,0.01,0.01,,0.2,0.01,0.01,0.02,0.02,0.02,0.06,0.18,,0.01,0.01,0.03
PRES_1_1,,,,,0.01,,,0.01,,,0.01,,0.01,,,0.01,0.01,0.01,0.01,0.02,0.15,,,,0.02
PRES_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.14,0.21,0.41,,0.15,0.4,0.36,2.02,,,0.12,0.2,2.22,,0.14,0.26,0.34,0.46,0.36,1.21,4.68,,0.13,0.13,0.5
DEWP_0_0,0.12,0.12,0.79,,0.12,0.26,0.8,0.45,,,0.17,0.11,,,0.13,0.21,0.29,0.41,0.3,0.9,3.59,5.88,0.11,0.12,0.51
DEWP_0_1,0.01,0.01,,0.04,0.01,0.01,,0.02,0.05,0.35,,,0.01,,0.01,0.01,0.02,0.02,0.01,0.02,0.14,,0.01,0.01,0.02
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.13,0.15,0.47,1.92,0.12,0.3,0.41,0.66,2.56,11.23,0.13,0.16,0.54,7.33,0.11,0.24,0.32,0.55,0.3,1.14,5.84,,0.12,0.11,0.41
WSPM_0_0,0.01,0.01,0.03,0.14,0.01,0.02,0.03,0.03,0.15,,0.01,0.01,0.03,,0.01,0.01,0.02,0.02,0.02,0.08,0.32,,0.01,0.01,0.03
WSPM_1_1,,,0.01,0.06,,0.01,0.01,0.01,0.07,,,,0.01,,,0.01,0.01,0.02,0.01,0.03,,,,,0.01
WSPM_1_2,,,0.01,0.05,,0.01,0.01,0.01,0.07,,,,0.01,,,0.01,0.01,,0.01,0.04,,,,,0.02
WSPM_1_0,,,,0.02,,,,,0.02,,,,,,,,,,,0.01,,,,,
WSPM_0_2,,,,0.01,,,,,0.01,,,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.2,0.22,0.72,3.14,0.21,0.45,0.64,0.75,3.69,,0.23,0.21,0.72,14.64,0.2,0.33,0.49,0.6,0.45,1.7,5.68,,0.16,0.2,1.36
PM10_1,0.13,0.16,0.53,2.08,0.13,0.33,0.47,0.61,2.61,13.48,0.14,0.16,0.51,9.39,0.14,0.24,0.31,0.49,0.35,0.82,3.7,9.66,0.14,0.12,0.41
PM10_2,,,0.01,0.03,,,0.01,0.01,0.03,,,,,,,,,,,,,0.05,,,
