,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.34,,,,,0.95,0.72,0.31,0.44,0.61,,1.0,0.48,0.48,1.01,,0.76,0.86,0.62,1.38,0.75,0.91,2.05,0.71,0.55,,1.12,1.23,0.97
TEMP_0_1,,2.95,,,,0.4,0.99,1.06,0.81,0.86,,1.23,,,,,0.65,0.83,1.05,1.62,1.03,1.17,2.23,,0.24,,1.09,1.54,1.12
TEMP_0_0,,,4.11,,,0.7,,0.86,1.81,1.7,,,2.63,,,,0.49,1.25,0.5,1.84,0.61,1.37,2.58,,0.46,,1.08,1.37,0.95
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.32,0.47,,,1.77,,,0.04,0.14,,0.97,0.56,,,,0.8,0.9,0.58,1.65,0.84,1.2,2.31,0.3,0.31,,1.22,1.18,0.67
PRES_1_3,0.93,0.9,,,,,2.49,,,,,1.05,0.4,0.37,1.05,,0.47,0.73,0.85,1.29,0.77,0.89,1.94,1.22,0.77,,0.98,1.31,1.48
PRES_1_1,0.48,1.21,0.93,3.84,,,,4.5,0.16,0.44,,0.59,1.35,,2.1,,0.88,0.65,0.58,1.77,1.23,0.76,2.12,,0.55,,1.2,1.18,0.78
PRES_1_0,0.57,0.66,1.46,,,0.03,,0.09,4.75,2.5,,0.79,0.94,,,,0.48,1.55,0.87,1.54,0.36,1.14,2.59,,0.53,,1.1,1.53,0.88
PRES_0_0,0.72,0.57,1.14,,,0.17,,0.17,2.32,6.1,,0.83,0.74,2.53,1.84,,1.02,1.14,0.82,0.74,0.45,0.73,1.41,,,,0.75,2.05,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.84,,,,0.84,0.78,0.36,0.59,0.71,,1.23,,,0.25,,0.79,0.84,0.8,1.46,0.69,1.05,2.16,0.41,0.34,,1.1,1.37,1.05
DEWP_0_1,0.62,,2.22,1.77,,0.68,0.4,1.09,0.96,0.97,,0.01,2.65,,0.74,,0.38,1.13,0.42,1.64,1.13,0.99,2.18,0.59,0.86,,1.15,1.12,0.82
DEWP_0_0,1.35,,,,,,,,2.16,5.03,,,,35.87,29.7,,2.3,,,,,,,,,,0.69,2.37,
DEWP_1_0,1.35,,,,,,,,,,,,,,43.77,,2.65,,,,,,,,,,,1.62,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.95,0.58,0.37,,,0.9,0.46,0.63,0.62,1.01,,1.04,0.35,0.94,1.25,,2.9,0.15,,0.32,,0.13,0.75,,,,0.83,1.76,1.68
WSPM_0_1,0.84,0.58,0.76,,,0.79,0.57,0.41,1.03,1.03,,0.86,0.83,,,,0.13,2.84,0.15,1.17,0.52,0.91,3.08,,,,1.2,1.27,0.66
WSPM_0_2,0.77,0.95,0.44,2.08,,0.65,0.88,0.41,0.85,0.76,,1.05,0.38,,,,,0.2,3.63,0.56,0.1,0.41,1.44,,,,1.01,1.77,0.96
WSPM_0_0,0.79,0.65,0.81,,,0.9,0.55,0.72,0.65,0.6,,0.89,0.74,,,,0.08,0.53,0.3,4.1,0.94,1.79,5.11,,0.34,,1.38,0.75,0.36
WSPM_1_2,0.83,0.83,0.43,,,0.81,0.69,1.01,0.3,0.77,,0.79,0.97,,,,,0.66,0.18,2.31,4.85,0.91,1.1,,,,1.37,0.78,
WSPM_1_1,0.79,0.69,0.73,,,0.94,0.52,0.49,0.64,0.81,,0.93,0.64,,,,,0.89,0.46,2.92,0.64,5.89,2.39,,,,1.38,0.93,0.44
WSPM_1_0,0.86,0.6,0.66,,,0.88,0.54,0.56,0.82,0.66,,0.93,0.66,,,,0.2,0.95,0.36,3.36,0.59,1.06,4.6,,,,1.31,0.87,0.53
WSPM_0_4,1.34,,,,,0.51,1.77,,,,,0.79,0.93,1.8,3.14,,,,,,,,,7.51,,,0.41,1.81,2.59
WSPM_1_3,1.04,0.28,0.52,,,0.52,1.12,0.59,0.61,,,0.66,1.21,,,,,,,0.62,,,,,10.0,,1.24,0.83,1.52
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.59,0.52,0.46,4.53,0.9,0.6,0.61,0.57,0.54,4.53,0.9,0.7,,,4.53,0.41,1.05,0.48,2.07,1.28,1.41,2.62,0.13,0.7,4.53,1.42,0.84,0.32
PM10_1,0.82,0.72,0.6,,,0.72,0.65,0.46,0.95,1.18,,0.95,0.58,0.6,0.82,,1.04,0.8,1.06,0.73,0.11,0.56,1.64,0.8,0.09,,0.81,2.21,1.06
PM10_2,0.91,0.55,0.55,,,0.49,1.19,0.33,0.71,1.29,,0.93,0.65,,1.81,,1.35,0.42,0.86,0.45,,0.28,0.97,1.33,0.24,,0.26,1.5,4.27
