,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.64,1.18,,,0.84,1.04,3.76,2.67,,,0.88,1.0,5.41,,0.88,0.45,0.54,0.77,0.27,1.68,1.82,3.37,0.92,0.75,0.54
TEMP_0_0,1.58,0.57,,,1.44,0.72,18.05,0.65,,,2.37,0.99,0.83,,1.09,0.53,0.69,1.06,0.3,0.79,0.59,0.57,1.0,0.97,0.63
TEMP_1_1,,,0.31,,14.29,39.1,0.38,,,,1.05,4.02,,0.27,1.37,0.77,0.82,1.02,0.45,3.06,,,1.33,1.14,1.24
TEMP_0_2,,,,0.13,,,,,0.13,0.13,,,0.59,,2.79,1.28,2.3,4.88,0.62,1.7,,,2.7,2.29,1.65
PRES_0_0,0.71,0.88,7.73,,0.67,1.62,,8.14,,,0.88,0.95,3.02,,0.88,0.47,0.57,0.79,0.28,1.25,1.48,0.83,0.93,0.71,0.45
PRES_1_0,1.54,0.93,,,2.6,0.38,,,,,2.68,1.18,1.63,,1.35,0.64,0.94,1.33,0.34,1.2,0.91,,1.25,1.32,1.02
PRES_0_1,6.18,11.3,0.35,,,,0.33,,,,0.99,4.18,,0.28,1.22,0.79,0.84,1.16,0.44,3.27,1.19,,1.25,1.11,1.27
PRES_1_1,2.62,0.89,,,12.69,,,0.29,,,12.26,1.64,0.84,,1.95,0.65,0.75,1.18,0.44,1.25,1.88,,1.45,1.59,1.46
PRES_1_3,,,,0.14,,,,,0.12,,,,0.63,,3.46,1.24,2.34,4.39,0.63,1.71,,,2.63,2.65,1.72
PRES_1_2,,,,0.31,,,,,,0.04,,,1.35,,3.76,,,,1.4,,,,,3.83,
DEWP_1_0,0.95,1.61,0.71,,1.14,1.52,0.7,14.64,,,0.62,2.22,39.84,,0.82,0.51,0.62,0.92,0.28,1.73,,,0.96,0.73,0.54
DEWP_0_0,0.96,0.73,4.48,,1.13,0.78,5.29,0.99,,,2.36,0.6,,,1.04,0.45,0.55,0.78,0.28,1.5,0.79,0.51,0.88,0.9,0.76
DEWP_0_1,4.12,1.02,,0.32,3.16,1.36,,0.73,0.32,0.33,,,0.32,,1.91,0.73,1.11,1.25,0.4,0.64,0.97,,1.57,1.33,0.7
DEWP_1_1,,,1.09,,,,1.22,,,,,,,0.05,3.56,2.35,1.82,,1.45,,,,3.85,3.95,
WSPM_0_1,1.01,0.99,1.28,1.23,1.18,1.0,1.22,1.95,1.47,0.69,0.94,1.28,1.81,0.83,0.62,0.75,0.73,1.63,0.3,5.96,,,1.02,0.74,0.54
WSPM_0_0,1.53,1.36,2.14,2.16,1.87,1.51,2.24,1.51,1.9,,1.74,1.49,2.27,,2.51,0.39,0.81,1.56,0.25,5.08,3.97,,1.19,1.35,1.24
WSPM_1_1,1.69,1.56,2.12,2.45,2.1,1.81,2.25,1.66,2.19,,2.03,1.54,2.53,,1.81,0.52,0.34,4.61,0.39,6.1,,,1.37,1.33,1.17
WSPM_1_2,1.8,1.84,1.84,3.17,2.05,1.94,2.24,1.96,3.71,,2.49,1.68,2.23,,2.52,0.94,2.58,0.3,1.4,8.72,,,1.4,1.54,1.76
WSPM_1_0,2.0,1.78,2.81,2.22,2.42,1.92,2.78,2.41,2.07,,2.19,2.17,2.52,,2.06,0.64,1.62,4.44,0.35,5.84,,,1.68,1.62,1.48
WSPM_0_2,3.03,1.51,5.7,1.75,2.43,1.85,6.36,1.75,1.47,,3.49,3.04,1.08,,42.06,2.87,4.49,6.4,1.34,0.22,,,2.75,1.72,0.57
WSPM_1_3,9.53,2.47,,,9.73,2.43,4.09,2.86,,,,3.01,3.08,,,3.8,,,,,0.08,,2.58,4.39,
WSPM_0_3,5.76,2.71,,,3.76,,,,,,,3.05,,,,,,,,,,0.05,,4.42,0.94
PM10_0,1.09,0.88,1.25,1.27,1.34,0.91,1.23,1.05,1.16,,1.25,0.96,1.34,0.95,0.98,0.4,0.57,0.68,0.24,1.83,0.8,,0.66,1.06,2.25
PM10_1,1.0,1.0,1.33,1.18,1.11,1.11,1.36,1.52,1.37,0.63,1.0,1.23,1.48,1.5,0.87,0.54,0.55,1.05,0.3,1.04,1.27,0.95,1.28,0.63,0.52
PM10_2,1.85,1.53,4.26,4.42,1.89,1.84,4.48,3.92,5.07,,2.08,2.66,1.9,,1.85,1.19,1.54,2.08,0.62,0.75,,0.68,4.1,1.55,0.26
