,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.89,,,,,8.44,34.24,368.39,603.58,2734.58,,1.66,38.47,7180342.04,88471527.93,,81.85,92.79,215.94,1131.09,1115.23,4353.77,6851.33,5451.2,19672.01,,3.96,41.01,773.5
TEMP_0_1,,47.49,,,,1.78,13.33,213.99,261.88,1067.2,,0.6,,,,,24.89,30.29,91.68,395.21,432.48,1610.53,2346.34,,5435.53,,1.29,14.76,300.51
TEMP_0_0,,,159.03,251328400.2,216541719538.32,1.48,,110.88,228.94,864.92,216541719538.32,,17.3,,,216541719538.32,12.24,21.97,36.58,244.47,199.11,1111.2,1520.47,,3740.01,216541719538.32,0.77,8.22,149.14
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.73,33.74,184.4,,,7.72,,,220.63,1123.19,,1.11,27.78,,,,56.9,64.51,142.29,820.65,798.22,3390.35,4931.29,2344.02,10236.1,,2.78,26.96,455.54
PRES_1_3,0.99,33.01,,,,,26.2,,,301.86,,0.7,14.54,2839254.23,36675039.46,,26.44,34.81,102.4,454.7,472.77,1826.75,2777.34,2988.0,9914.59,,1.52,17.54,383.99
PRES_1_1,0.29,16.2,64.87,455672841.51,,,1.79,224.44,111.27,549.39,,0.22,10.74,,26530243.04,,15.82,13.52,37.65,196.53,241.35,618.77,1043.12,,4012.31,,0.7,7.25,141.12
PRES_1_0,0.3,11.04,77.21,,115214209762.5,0.45,,43.18,280.8,928.57,115214209762.5,0.24,8.39,,,115214209762.5,10.18,20.93,40.45,201.62,165.79,782.03,1294.39,,3425.01,115214209762.5,0.64,7.15,130.48
PRES_0_0,0.22,6.78,45.33,,,0.6,0.98,39.27,150.42,769.4,,0.17,4.78,1380992.25,11444924.58,,9.42,10.34,24.13,95.69,78.67,458.23,669.87,,,,0.39,5.15,103.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
