,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,66.84,,1.09,12.36,220.45,2.33,5.47,9.06,10.87,11.96,20.91,24.11,73.53,1.49,3.45,113.13
PRES_0_1,1.0,1.03,,,1.09,12.56,182.77,2.34,5.32,9.15,11.04,12.02,21.25,24.5,67.25,1.48,3.5,114.97
PRES_0_0,1.0,,4502.57,,1.13,,,1.91,13.48,,,,,,495.31,2.13,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.02,68.58,,1.19,,,2.23,5.91,9.01,11.88,11.94,17.71,26.36,75.03,1.48,3.56,120.51
DEWP_1_0,1.0,1.03,,,,151.45,,3.57,0.75,9.45,,12.05,50.83,,,1.57,2.39,
DEWP_0_0,1.0,0.82,,,,,42003.66,,,,,,134.53,,,2.1,,
WSPM_0_1,1.0,1.02,55.2,,1.04,19.07,,5.13,,,,7.17,2.89,,,1.5,3.39,115.08
WSPM_0_2,1.0,0.99,160.34,,1.18,1.61,,,29.18,,,3.29,,,,1.46,3.64,
WSPM_0_0,1.0,1.02,,,1.08,12.71,,,,52.41,,43.17,23.37,,,1.52,3.29,
WSPM_0_3,1.0,1.03,,,1.2,,,,,,116.35,1.94,,,,1.25,4.76,330.98
WSPM_1_0,1.0,1.02,,,1.09,12.64,,1.28,1.42,34.82,1.92,39.48,,,,1.49,3.48,
WSPM_1_1,1.0,1.03,,,0.92,30.04,1577.0,0.49,,6.82,,,356.41,,,1.67,2.57,
WSPM_0_4,1.0,1.03,,,1.2,,,,,,,,,576.49,,1.45,2.7,
WSPM_1_2,1.0,0.93,453.72,,1.14,,,,,,,,,,4956.56,2.08,,
PM10_0,1.0,1.01,95.54,,1.08,13.15,319.09,2.34,5.31,9.26,9.05,12.56,24.09,23.79,104.75,2.05,0.8,
PM10_1,1.0,1.03,,,1.13,8.49,,2.34,5.95,8.78,15.15,10.1,14.03,18.65,,0.34,9.89,125.18
PM10_2,1.0,1.03,,,1.16,,,1.96,,,28.77,,,,,,3.97,7383.46
