,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,,,0.95,0.95,0.9,0.81,,,,1.05,0.88,0.87,0.78,0.76,,0.93,0.92,0.88,0.82,0.72,0.67,0.68,0.63,0.54,,1.1,0.99,0.76
TEMP_0_0,1.0,1.0,,,,,0.98,0.96,0.89,0.81,,,,1.05,0.89,0.87,0.78,0.77,,0.93,0.93,0.88,0.82,0.72,0.72,0.64,0.65,0.52,,1.1,1.0,0.76
TEMP_1_1,,,1.0,,,,1.09,,1.01,,0.81,,,1.19,1.05,0.99,,,,1.06,1.05,1.0,0.93,0.82,0.78,0.75,0.73,,,1.25,1.14,
TEMP_0_2,,,,1.0,,,1.27,,,1.11,,0.95,,1.45,1.21,,,1.04,,1.3,1.27,1.21,1.12,0.97,0.94,0.9,0.88,,,1.5,1.36,1.05
TEMP_0_1,,,,,1.0,,1.38,1.39,,1.17,,0.99,,1.51,,,1.12,,,1.34,1.3,1.27,,1.06,1.01,0.93,0.92,0.75,,1.59,1.43,1.09
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.05,1.02,0.92,0.76,0.73,,1.0,0.97,0.95,,,,,1.1,0.92,0.91,0.81,0.8,,0.98,0.96,0.92,0.85,0.75,0.74,0.66,0.63,0.55,,1.15,1.04,0.78
PRES_1_1,1.05,1.04,,,0.72,,1.03,1.0,,,,,,1.1,0.92,,0.81,0.8,,0.97,0.97,0.92,0.86,0.75,0.71,0.7,0.68,0.55,,1.15,1.03,0.8
PRES_1_0,1.11,1.13,0.99,,,,1.06,,1.0,,,,,1.17,0.99,0.98,0.86,,,1.03,1.05,0.98,0.91,0.8,0.73,0.75,0.74,0.59,,1.23,1.12,0.84
PRES_1_2,1.24,1.24,,0.9,0.86,,,,,1.0,,,,1.3,1.1,,0.96,,,1.16,1.15,1.09,1.0,0.89,0.84,0.81,0.79,0.65,,1.36,1.23,0.94
PRES_0_1,,,1.23,,,,,,,,1.0,,,,,1.22,,,,1.31,1.3,,,1.01,0.96,0.93,,,,1.55,1.4,
PRES_1_3,,,,1.05,1.01,,,,,,,1.0,,1.55,1.27,,1.13,1.1,,1.37,1.33,1.27,1.18,1.01,0.98,0.95,0.92,0.73,,1.58,1.43,1.11
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.95,0.95,0.84,0.69,0.66,,0.91,0.91,0.85,0.77,,0.65,,1.0,0.86,,,,,0.89,0.88,0.84,0.78,0.69,0.64,0.57,0.5,,,1.05,0.95,0.72
DEWP_0_0,1.14,1.12,0.96,0.82,,,1.08,1.08,1.01,0.91,,0.78,,1.16,1.0,,,,,1.01,1.05,0.98,0.89,0.8,0.78,0.77,0.75,0.59,,1.24,1.12,0.82
DEWP_1_1,1.15,1.1,1.01,,,,1.1,,1.03,,0.82,,,,,1.0,,,,1.07,1.06,1.01,0.94,0.83,0.79,0.74,0.74,,,1.27,1.15,
DEWP_0_2,1.28,1.28,,,0.89,,1.24,1.23,1.16,1.04,,0.88,,,,,1.0,,,1.2,1.17,1.13,,0.93,0.87,0.84,0.82,0.67,,1.41,1.28,0.98
DEWP_0_1,1.31,1.31,,0.96,,,1.24,1.26,,,,0.91,,,,,,1.0,,1.23,1.2,1.15,1.06,0.93,0.89,0.88,0.84,0.69,,1.44,1.31,0.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.08,1.07,0.94,0.77,0.75,,1.02,1.03,0.97,0.87,0.76,0.73,,1.12,0.99,0.93,0.83,0.82,,1.0,,,,,0.83,,,,,1.19,1.06,0.81
WSPM_0_1,1.08,1.07,0.95,0.79,0.75,,1.05,1.03,0.95,0.87,0.77,0.75,,1.14,0.95,0.94,0.84,0.83,,,1.0,,,,0.71,0.79,,,,1.2,1.05,0.85
WSPM_0_3,1.14,1.13,1.0,0.83,0.79,,1.08,1.09,1.02,0.92,,0.79,,1.19,1.02,0.98,0.89,0.87,,,,1.0,,,0.85,,,,,1.26,1.13,0.86
WSPM_0_4,1.23,1.22,1.07,0.9,,,1.17,1.16,1.1,1.0,,0.85,,1.29,1.11,1.06,,0.94,,,,,1.0,,,,,,,1.36,1.22,0.92
