,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.01,1.29,,,1.18,1.04,1.8,1.5,,,1.17,1.23,2.25,,1.16,0.64,0.67,0.78,0.43,1.04,0.71,0.85,1.21,1.06,0.6
TEMP_0_0,1.81,1.02,,,1.76,0.96,4.66,0.84,,,2.13,1.38,0.99,,1.45,0.81,0.87,1.04,0.52,0.8,0.47,0.37,1.46,1.39,0.77
TEMP_1_1,,,1.01,,9.59,12.07,1.13,,,,2.44,4.82,,0.41,2.77,1.64,1.57,1.74,1.08,2.65,,,2.82,2.53,1.77
TEMP_0_2,,,,1.0,,,,,0.97,0.6,,,3.11,,8.77,4.71,5.83,8.45,2.76,4.31,,,9.07,7.97,4.4
PRES_0_0,1.02,1.07,2.43,,1.01,1.22,,2.5,,,1.11,1.15,1.62,,1.11,0.63,0.66,0.76,0.42,0.86,0.55,0.4,1.17,1.0,0.52
PRES_1_0,2.55,1.9,,,3.44,1.02,,,,,3.41,2.16,2.01,,2.33,1.27,1.46,1.7,0.77,1.39,0.88,,2.35,2.38,1.47
PRES_0_1,5.87,7.03,1.0,,,,1.01,,,,2.25,4.57,,0.4,2.45,1.57,1.49,1.73,1.0,2.58,1.05,,2.58,2.34,1.67
PRES_1_1,4.17,2.3,,,9.11,,,1.0,,,7.99,3.21,1.78,,3.41,1.59,1.61,1.98,1.11,1.82,1.66,,3.15,3.17,2.08
PRES_1_3,,,,1.14,,,,,1.0,,,,3.55,,10.75,5.1,6.66,8.82,3.1,4.89,,,9.79,9.46,4.94
PRES_1_2,,,,4.94,,,,,,1.01,,,14.76,,31.87,,,,11.89,,,,,31.63,
DEWP_1_0,1.27,1.56,0.82,,1.43,1.26,0.83,3.86,,,1.01,1.9,6.13,,1.16,0.72,0.73,0.86,0.46,1.07,,,1.28,1.1,0.62
DEWP_0_0,1.32,1.09,2.06,,1.45,0.96,2.33,0.96,,,2.03,1.01,,,1.32,0.7,0.72,0.86,0.47,1.05,0.53,0.33,1.28,1.24,0.8
DEWP_0_1,4.65,2.22,,0.7,4.19,2.16,,1.45,0.66,0.44,,,1.0,,3.17,1.53,1.79,1.86,0.97,1.17,0.97,,2.98,2.65,1.27
DEWP_1_1,,,10.52,,,,11.42,,,,,,,1.01,24.87,14.82,11.8,,11.5,,,,26.64,25.29,
WSPM_0_1,1.33,1.26,1.1,0.77,1.47,1.06,1.12,1.37,0.81,0.35,1.26,1.48,1.36,0.39,1.02,0.9,0.8,1.22,0.49,1.5,,,1.37,1.12,0.62
WSPM_0_0,2.75,2.44,2.43,1.69,3.14,2.19,2.52,1.94,1.53,,2.89,2.6,2.53,,3.42,1.08,1.51,1.92,0.74,3.44,2.1,,2.45,2.56,1.66
WSPM_1_1,3.4,3.05,2.79,2.08,3.82,2.71,2.94,2.41,1.81,,3.65,3.07,3.04,,3.4,1.38,1.08,4.23,0.98,4.03,,,3.01,2.91,1.83
WSPM_1_2,3.66,3.49,2.71,2.28,3.96,3.0,3.08,2.78,2.56,,4.43,3.45,3.0,,4.1,2.06,2.73,1.04,2.29,5.67,,,3.23,3.33,2.8
WSPM_1_0,4.46,3.95,3.94,2.46,5.03,3.64,3.97,3.51,2.25,,4.57,4.56,3.8,,4.4,1.98,3.16,4.66,1.23,5.04,,,4.17,3.95,2.59
WSPM_0_2,6.17,4.07,6.54,2.48,5.53,3.82,7.1,3.34,2.1,,6.42,5.8,2.77,,30.29,4.25,5.42,5.54,2.72,1.03,,,5.72,4.53,1.7
WSPM_1_3,27.76,12.39,,,30.04,9.84,12.96,9.18,,,,13.99,11.1,,,11.38,,,,,1.02,,13.54,18.65,
WSPM_0_3,29.65,20.09,,,24.28,,,,,,,21.97,,,,,,,,,,1.01,,27.42,7.6
PM10_0,1.29,1.1,1.02,0.72,1.46,0.95,1.04,0.92,0.66,,1.37,1.17,1.08,0.41,1.18,0.6,0.7,0.72,0.4,1.09,0.5,,1.02,1.24,1.42
PM10_1,1.32,1.23,1.13,0.74,1.41,1.09,1.18,1.18,0.76,0.34,1.28,1.42,1.2,0.52,1.21,0.75,0.68,0.97,0.48,0.82,0.54,0.46,1.53,1.02,0.59
PM10_2,4.33,3.67,4.82,3.45,4.58,3.45,5.13,4.44,3.82,,4.65,5.05,3.43,,4.3,2.51,2.78,2.86,1.59,1.73,,0.98,5.35,3.88,1.07
