,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,2.33,,,,,2.74,3.93,5.19,8.23,19.48,,1.47,2.95,413.67,1980.11,,5.71,6.5,7.12,25.44,15.73,31.55,72.21,30.43,41.5,,2.24,6.11,16.87
TEMP_0_1,,21.93,,,,1.15,5.41,17.93,15.19,27.69,,1.8,,,,,4.91,6.25,12.08,29.99,21.65,40.62,78.72,,18.1,,2.18,7.63,19.51
TEMP_0_0,,,57.96,,,2.01,,14.58,34.13,54.59,,,16.32,,,,3.65,9.44,5.68,33.99,12.96,47.41,91.04,,35.15,,2.16,6.79,16.48
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.82,2.39,6.61,,,5.12,,,0.8,4.34,,1.43,3.49,,,,6.01,6.74,6.66,30.44,17.66,41.46,81.45,12.9,23.51,,2.44,5.87,11.65
PRES_1_3,1.62,6.74,,,,,13.62,,,,,1.54,2.46,314.87,2061.33,,3.54,5.46,9.72,23.8,16.27,30.7,68.37,52.52,58.87,,1.96,6.5,25.67
PRES_1_1,0.84,9.02,13.15,23274.76,,,,76.15,2.98,14.08,,0.87,8.35,,4126.27,,6.62,4.87,6.6,32.61,25.98,26.33,74.73,,41.51,,2.4,5.88,13.59
PRES_1_0,0.99,4.95,20.67,,,0.09,,1.6,89.56,80.1,,1.16,5.82,,,,3.61,11.63,9.92,28.34,7.69,39.59,91.39,,40.44,,2.21,7.61,15.23
PRES_0_0,1.24,4.23,16.14,,,0.5,,2.93,43.66,195.62,,1.21,4.58,2167.2,3630.81,,7.65,8.55,9.36,13.57,9.41,25.4,49.59,,,,1.5,10.2,30.63
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.67,6.28,,,,2.44,4.25,6.16,11.14,22.68,,1.8,,,483.02,,5.93,6.35,9.17,26.92,14.44,36.3,76.33,17.66,26.08,,2.2,6.8,18.31
DEWP_0_1,1.08,,31.27,10734.36,,1.97,2.16,18.53,18.11,31.18,,0.02,16.39,,1463.88,,2.84,8.48,4.78,30.19,23.76,34.38,77.06,25.42,65.78,,2.31,5.57,14.25
DEWP_0_0,2.33,,,,,,,,40.7,161.46,,,,30770.24,58482.0,,17.32,,,,,,,,,,1.38,11.77,
DEWP_1_0,2.33,,,,,,,,,,,,,,86184.0,,19.92,,,,,,,,,,,8.05,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.65,4.3,5.29,,,2.6,2.51,10.67,11.64,32.26,,1.52,2.17,804.45,2463.29,,21.82,1.1,,5.99,,4.58,26.37,,,,1.67,8.74,29.1
WSPM_0_1,1.46,4.29,10.8,,,2.3,3.1,6.89,19.43,33.19,,1.25,5.12,,,,0.97,21.39,1.7,21.66,10.99,31.6,108.54,,,,2.4,6.31,11.39
WSPM_0_2,1.34,7.08,6.26,12598.24,,1.88,4.79,6.88,16.02,24.41,,1.54,2.38,,,,,1.52,41.58,10.34,2.08,14.1,50.76,,,,2.03,8.78,16.64
WSPM_0_0,1.36,4.87,11.4,,,2.59,3.03,12.28,12.21,19.25,,1.3,4.6,,,,0.61,3.98,3.46,75.58,19.71,62.0,180.21,,26.15,,2.77,3.72,6.32
WSPM_1_2,1.44,6.17,6.03,,,2.35,3.75,17.09,5.73,24.66,,1.15,6.02,,,,,4.98,2.05,42.71,102.15,31.52,38.99,,,,2.75,3.89,
WSPM_1_1,1.37,5.16,10.36,,,2.71,2.86,8.23,12.07,25.89,,1.37,3.97,,,,,6.66,5.32,53.84,13.57,204.06,84.32,,,,2.76,4.63,7.6
WSPM_1_0,1.49,4.45,9.25,,,2.56,2.93,9.46,15.52,21.3,,1.37,4.06,,,,1.49,7.13,4.07,62.02,12.46,36.82,162.44,,,,2.62,4.3,9.25
WSPM_0_4,2.33,,,,,1.49,9.66,,,,,1.16,5.76,1542.8,6190.3,,,,,,,,,323.97,,,0.83,8.98,45.0
WSPM_1_3,1.81,2.08,7.34,,,1.5,6.12,10.05,11.45,,,0.96,7.48,,,,,,,11.47,,,,,760.81,,2.49,4.11,26.46
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.57,4.42,7.37,2773.52,166410.96,2.61,3.26,10.38,10.76,17.18,166410.96,1.32,4.37,,,166410.96,3.09,7.88,5.54,38.26,26.95,48.89,92.32,5.6,53.18,166410.96,2.85,4.15,5.5
PM10_1,1.43,5.37,8.4,,,2.08,3.54,7.84,17.84,37.81,,1.39,3.59,516.05,1605.63,,7.78,6.04,12.18,13.39,2.35,19.25,58.03,34.6,6.63,,1.62,10.99,18.47
PM10_2,1.58,4.13,7.8,,,1.4,6.49,5.59,13.3,41.35,,1.37,4.0,,3559.07,,10.16,3.15,9.91,8.34,,9.7,34.26,57.55,18.45,,0.52,7.46,74.18
