,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.14,,,,,0.9,0.73,0.42,0.49,0.54,,1.0,0.59,0.33,0.44,,0.72,0.77,0.62,0.87,0.63,0.66,0.99,0.57,0.46,,1.02,0.96,0.74
TEMP_0_1,,1.59,,,,0.65,0.96,0.86,0.75,0.73,,1.24,,,,,0.75,0.84,0.9,1.06,0.83,0.84,1.15,,0.38,,1.12,1.21,0.9
TEMP_0_0,,,1.83,,,0.91,,0.81,1.18,1.07,,,1.61,,,,0.68,1.09,0.64,1.19,0.68,0.96,1.31,,0.51,,1.17,1.18,0.85
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.49,0.55,,,1.28,,,0.18,0.27,,1.02,0.66,,,,0.77,0.81,0.63,1.0,0.71,0.79,1.09,0.38,0.37,,1.11,0.98,0.64
PRES_1_3,1.03,0.86,,,,,1.48,,,,,1.11,0.58,0.32,0.49,,0.62,0.77,0.78,0.92,0.7,0.72,1.05,0.82,0.61,,1.04,1.08,0.99
PRES_1_1,0.79,1.09,0.87,0.89,,,,1.9,0.38,0.58,,0.91,1.16,,0.86,,0.94,0.77,0.72,1.16,0.96,0.73,1.18,,0.59,,1.26,1.14,0.81
PRES_1_0,0.89,0.81,1.12,,,0.19,,0.26,1.95,1.33,,1.07,0.98,,,,0.67,1.26,0.86,1.13,0.62,0.89,1.36,,0.6,,1.23,1.28,0.84
PRES_0_0,1.04,0.78,1.03,,,0.52,,0.36,1.4,2.16,,1.14,0.9,0.97,0.71,,1.05,1.1,0.92,0.77,0.54,0.68,1.01,,,,1.01,1.58,1.24
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.95,0.75,,,,0.84,0.75,0.45,0.56,0.58,,1.09,,,0.21,,0.72,0.75,0.69,0.89,0.6,0.7,1.0,0.43,0.37,,0.99,1.0,0.76
DEWP_0_1,0.85,,1.26,0.56,,0.84,0.59,0.87,0.8,0.77,,0.12,1.52,,0.41,,0.56,0.96,0.56,1.06,0.86,0.76,1.13,0.56,0.65,,1.14,1.01,0.73
DEWP_0_0,1.83,,,,,,,,1.93,2.53,,,,4.62,3.82,,2.02,,,,,,,,,,1.27,2.17,
DEWP_1_0,1.95,,,,,,,,,,,,,,4.94,,2.52,,,,,,,,,,,1.83,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.07,0.7,0.52,,,0.98,0.65,0.65,0.65,0.76,,1.14,0.55,0.51,0.48,,1.57,0.37,,0.57,,0.33,0.69,,,,0.99,1.28,1.05
WSPM_0_1,1.01,0.7,0.75,,,0.93,0.72,0.54,0.83,0.78,,1.03,0.86,,,,0.32,1.56,0.32,0.94,0.59,0.74,1.39,,,,1.17,1.07,0.69
WSPM_0_2,0.99,0.93,0.61,0.7,,0.85,0.94,0.54,0.8,0.65,,1.18,0.61,,,,,0.45,1.73,0.68,0.24,0.49,1.03,,,,1.15,1.33,0.8
WSPM_0_0,1.04,0.8,0.82,,,1.05,0.77,0.78,0.71,0.7,,1.13,0.87,,,,0.23,0.69,0.51,1.81,0.93,1.11,1.87,,0.48,,1.36,0.89,0.51
WSPM_1_2,1.08,0.91,0.61,,,1.01,0.86,0.94,0.51,0.89,,1.08,1.01,,,,,0.81,0.45,1.33,1.96,0.81,0.79,,,,1.35,1.08,
WSPM_1_1,1.1,0.87,0.82,,,1.12,0.76,0.66,0.76,0.83,,1.21,0.85,,,,,0.99,0.73,1.52,0.72,2.12,1.26,,,,1.42,1.09,0.7
WSPM_1_0,1.15,0.8,0.78,,,1.1,0.79,0.72,0.86,0.77,,1.22,0.86,,,,0.43,1.01,0.57,1.74,0.75,0.94,1.87,,,,1.4,1.0,0.71
WSPM_0_4,1.45,,,,,0.85,1.46,,,,,1.13,1.07,0.82,0.99,,,,,,,,,2.37,,,0.79,1.46,1.51
WSPM_1_3,1.34,0.58,0.74,,,0.89,1.21,0.78,0.78,,,1.08,1.24,,,,,,,0.69,,,,,2.68,,1.4,1.24,1.65
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.94,0.65,0.56,0.25,1.2000000000000002,0.88,0.67,0.6,0.57,0.54,1.2000000000000002,0.96,0.72,,,1.2000000000000002,0.53,0.86,0.54,1.08,0.88,0.84,1.12,0.24,0.56,1.2000000000000002,1.16,0.8,0.48
PM10_1,0.96,0.76,0.64,,,0.85,0.75,0.55,0.79,0.79,,1.06,0.69,0.38,0.38,,0.92,0.81,0.89,0.7,0.2,0.55,1.01,0.66,0.16,,0.96,1.4,0.79
PM10_2,1.11,0.73,0.68,,,0.77,1.12,0.52,0.72,0.97,,1.14,0.82,,0.64,,1.17,0.59,0.91,0.57,,0.45,0.76,0.94,0.3,,0.53,1.27,1.85
