,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.63,0.36,,,,,0.9,0.43,0.83,0.2,,,,1.12,0.47,0.24,0.03,0.03,,0.62,0.49,0.37,0.52,0.51,0.8,0.4,0.21,0.1,,0.82,0.9,0.48
TEMP_0_0,0.35,1.65,,,,,0.36,1.09,0.45,0.33,,,,0.64,0.86,0.01,0.39,0.55,,0.6,0.58,0.53,0.15,0.51,0.59,0.33,0.38,0.15,,0.87,0.83,0.46
TEMP_1_1,,,2.34,,,,0.97,,0.49,,1.4,,,0.35,0.03,1.82,,,,0.48,1.0,0.24,0.21,0.63,1.07,0.26,0.07,,,1.13,0.71,0.03
TEMP_0_2,,,,3.72,,,0.06,,,1.06,,2.59,,0.54,0.61,,,1.42,,0.19,0.38,0.25,1.31,0.58,0.63,0.27,0.32,,,0.84,0.66,0.66
TEMP_0_1,,,,,4.19,,0.13,0.38,0.11,1.58,,0.87,,0.05,,,3.06,,,0.18,0.1,1.42,,0.66,0.64,0.35,0.22,0.81,,0.75,0.86,1.02
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.93,0.36,0.72,0.02,0.03,,1.82,0.05,0.37,,,,,0.96,0.22,0.65,0.06,0.06,,0.57,0.63,0.42,0.45,0.46,0.81,0.2,0.18,0.07,,0.77,0.96,0.51
PRES_1_1,0.6,1.29,,,0.16,,0.07,1.88,0.01,,,,,0.61,0.66,,0.54,0.65,,0.56,0.59,0.57,0.16,0.5,0.71,0.4,0.35,0.16,,0.88,0.8,0.49
PRES_1_0,1.02,0.71,0.4,,,,0.43,0.01,2.15,,,,,0.96,0.57,0.42,0.1,,,0.45,0.55,0.43,0.52,0.55,0.7,0.32,0.25,0.1,,1.0,0.79,0.22
PRES_1_2,0.48,0.69,,0.8,1.08,,,,,2.88,,,,0.59,1.05,,0.77,,,0.54,0.33,0.42,0.41,0.85,0.81,0.5,0.32,0.27,,0.9,0.83,0.41
PRES_0_1,,,2.33,,,,,,,,3.96,,,,,2.39,,,,0.81,1.0,,,0.69,1.07,0.34,,,,1.11,0.73,
PRES_1_3,,,,2.95,0.88,,,,,,,4.21,,0.19,0.35,,0.66,1.83,,0.24,0.49,0.66,0.71,0.34,0.49,0.36,0.26,0.24,,0.88,0.46,1.03
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.08,0.63,0.23,0.2,0.01,,0.85,0.46,0.72,0.28,,0.05,,1.48,0.19,,,,,0.65,0.41,0.53,0.61,0.31,0.57,0.13,0.05,,,0.71,1.0,0.61
DEWP_0_0,0.71,1.17,0.02,0.34,,,0.28,0.74,0.52,0.74,,0.17,,0.27,2.21,,,,,0.3,0.83,0.26,0.11,0.97,1.09,0.74,0.63,0.2,,1.15,0.51,0.08
DEWP_1_1,0.33,0.02,1.88,,,,0.9,,0.54,,1.48,,,,,2.41,,,,0.51,1.13,0.11,0.22,0.57,1.07,0.22,0.08,,,1.03,0.89,0.05
DEWP_0_2,0.09,0.76,,,2.29,,0.22,0.93,0.26,0.84,,0.49,,,,,3.14,,,0.51,0.16,1.05,,0.64,0.65,0.44,0.3,0.45,,0.86,0.73,0.87
DEWP_0_1,0.12,1.12,,1.28,,,0.13,1.17,,,,1.45,,,,,,3.32,,0.5,0.35,0.43,0.36,0.63,0.51,0.58,0.75,0.48,,1.0,0.58,0.5
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.8,0.8,0.38,0.09,0.08,,0.63,0.6,0.51,0.35,0.37,0.09,,0.85,0.34,0.39,0.3,0.27,,1.99,0.08,,,0.09,0.47,0.06,,,,0.87,0.96,0.31
WSPM_0_1,0.55,0.66,0.75,0.18,0.04,,0.64,0.53,0.45,0.19,0.46,0.2,,0.54,0.67,0.82,0.08,0.17,,0.04,1.97,,,0.39,0.99,0.24,0.1,,,1.11,0.65,0.08
WSPM_0_3,0.57,0.79,0.23,0.15,0.74,,0.57,0.7,0.53,0.32,,0.34,,0.82,0.3,0.1,0.75,0.28,,,0.02,2.3,,0.09,0.25,0.09,,,,0.54,1.04,1.07
WSPM_0_4,0.94,0.36,0.24,0.98,,,0.78,0.22,0.78,0.42,,0.45,,1.14,0.2,0.25,,0.31,,,,,2.8,0.06,0.16,,,,,0.52,1.21,0.9
WSPM_0_0,0.64,0.63,0.54,0.3,0.29,,0.53,0.44,0.54,0.6,0.39,0.15,,0.44,0.85,0.46,0.37,0.31,,0.14,0.37,0.09,,3.05,2.86,0.77,0.36,,,1.19,0.44,0.12
WSPM_1_0,0.79,0.53,0.62,0.24,0.2,,0.61,0.47,0.64,0.39,0.36,0.14,,0.57,0.76,0.59,0.25,0.17,,0.22,0.82,0.15,0.1,2.0,2.25,0.31,0.16,,,1.09,0.56,0.16
WSPM_1_1,0.74,0.79,0.31,0.19,0.28,,0.47,0.66,0.46,0.54,0.23,0.24,,0.43,0.97,0.3,0.45,0.52,,0.3,0.41,0.19,,1.57,0.67,4.1,,,,1.26,0.45,
WSPM_1_2,0.66,0.89,0.13,0.35,0.22,,0.56,0.69,0.51,0.43,,0.27,,0.29,1.07,0.13,0.37,0.92,,,0.21,,,0.77,0.28,,4.78,,,1.26,0.36,
WSPM_1_3,0.4,0.74,,,1.52,,0.45,0.63,0.37,0.69,,0.52,,,0.69,,1.14,1.12,,,,,,0.48,,,,8.18,,1.27,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.62,0.67,0.54,0.27,0.19,,0.51,0.54,0.58,0.36,0.31,0.25,,0.57,0.68,0.46,0.3,0.36,,0.51,0.74,0.25,0.18,0.82,1.05,0.53,0.43,0.21,,1.29,0.38,0.05
PM10_1,0.79,0.7,0.35,0.22,0.23,,0.74,0.53,0.51,0.36,0.23,0.11,,0.88,0.35,0.45,0.24,0.19,,0.64,0.45,0.6,0.56,0.22,0.43,0.11,0.03,,,0.46,1.59,0.39
PM10_2,0.77,0.72,,0.43,0.59,,0.82,0.59,0.36,0.28,,0.64,,0.97,0.09,,0.71,0.36,,0.34,0.05,1.19,0.83,,0.11,,,,,0.02,0.76,3.04
