,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.53,0.36,0.99,0.69,0.44,0.88,0.77,0.72,0.7,0.69,0.63,0.62,0.52,0.94,0.83,0.49
PRES_0_1,1.0,1.0,,,0.99,0.69,0.44,0.88,0.78,0.72,0.7,0.69,0.64,0.62,0.53,0.94,0.83,0.49
PRES_0_0,1.92,,1.02,,1.9,,,1.66,1.53,,,1.3,,,0.95,1.81,1.56,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.53,0.37,1.0,,,0.89,0.78,0.73,0.71,0.7,0.65,0.63,0.52,0.95,0.84,0.5
DEWP_1_0,1.45,1.45,,,,1.0,0.43,1.28,1.29,1.04,,1.01,0.9,,,1.36,1.2,
DEWP_0_0,2.42,2.25,,,,,1.07,2.06,,1.31,,,1.52,,,2.25,,
WSPM_0_1,1.13,1.13,0.6,,1.12,0.78,0.39,1.0,0.87,0.85,,0.81,0.6,,,1.08,0.93,0.62
WSPM_0_2,1.29,1.29,0.65,0.47,1.27,0.8,,1.1,1.0,0.96,,0.91,,,,1.22,1.03,0.58
WSPM_0_0,1.39,1.39,,,1.37,0.95,,1.15,0.96,1.0,0.97,0.93,1.12,,0.75,1.31,1.19,0.58
WSPM_0_3,1.43,1.43,,,1.41,,,,,1.12,1.0,0.94,,,,1.35,1.2,0.76
WSPM_1_0,1.45,1.45,,,1.43,1.0,,1.25,1.09,1.07,0.99,1.0,1.24,,,1.31,1.3,0.68
WSPM_1_1,1.58,1.57,,,1.55,1.13,0.82,1.64,,0.93,,0.88,1.0,,,1.46,1.46,
WSPM_0_4,1.61,1.61,,,1.59,,,,,,,,,1.0,,1.51,1.38,
WSPM_1_2,1.94,1.9,,,1.93,,,,,1.34,,,,,1.01,1.8,1.97,
PM10_0,1.06,1.06,0.56,0.38,1.05,0.73,0.48,0.93,0.82,0.78,0.75,0.76,0.71,0.66,0.57,1.0,0.88,0.63
PM10_1,1.2,1.2,,,1.19,0.81,,1.06,0.94,0.81,0.83,0.75,0.65,0.73,,1.14,1.0,0.54
PM10_2,2.03,2.03,,,2.01,,,1.74,,1.58,1.35,1.47,,,,1.5,1.8,1.0
