,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.68,0.79,,,0.85,0.78,3.44,2.54,,,0.83,0.88,5.84,,0.79,0.32,0.35,0.52,0.18,1.41,1.24,3.08,0.82,0.69,0.37
TEMP_0_0,1.25,0.61,,,1.3,0.66,19.97,0.67,,,2.03,1.0,0.91,,0.95,0.36,0.46,0.79,0.2,0.69,0.52,0.52,0.96,0.84,0.45
TEMP_1_1,,50.4,0.38,,15.88,19.95,0.46,,,,1.26,3.33,,0.26,1.37,0.61,0.56,0.87,0.33,3.06,,,1.37,1.18,0.86
TEMP_0_2,,,,0.18,,,,,0.18,0.19,,,0.82,,3.37,1.22,2.07,4.52,0.53,1.51,,,3.21,2.77,1.22
PRES_0_0,0.71,0.71,7.51,,0.71,0.89,,4.31,,,0.83,0.84,3.24,,0.79,0.31,0.35,0.53,0.17,1.18,1.12,0.89,0.8,0.66,0.32
PRES_1_0,1.51,0.91,,,1.77,0.44,,22.88,,,2.39,1.26,1.93,,1.22,0.52,0.73,1.19,0.26,0.99,0.84,,1.3,1.18,0.71
PRES_0_1,7.17,8.46,0.41,,,,0.4,,,,1.18,3.33,,0.28,1.22,0.6,0.56,0.92,0.32,3.23,1.03,,1.29,1.12,0.85
PRES_1_1,2.38,1.03,,,6.76,8.01,,0.36,,,8.65,1.96,1.03,,1.77,0.55,0.57,0.97,0.33,1.11,2.01,,1.6,1.52,1.01
PRES_1_3,,,,0.2,,,,,0.17,,,,0.9,,4.04,1.29,2.14,4.14,0.59,1.85,,,3.22,3.12,1.32
PRES_1_2,,,,0.54,,,,,,0.07,,,2.33,,6.51,5.72,,,1.35,,,,,6.65,
DEWP_1_0,1.0,1.22,0.77,,1.19,1.14,0.74,10.61,,,0.67,1.36,18.05,,0.77,0.35,0.37,0.63,0.18,1.58,1.58,,0.82,0.69,0.39
DEWP_0_0,0.9,0.64,4.18,,1.06,0.68,5.21,1.01,,,1.58,0.65,,,0.87,0.33,0.37,0.59,0.19,1.21,0.75,0.46,0.86,0.78,0.47
DEWP_0_1,3.37,1.17,,0.39,2.74,1.28,,0.81,0.39,0.4,,,0.39,,1.81,0.58,0.85,1.02,0.29,0.59,0.88,,1.64,1.28,0.54
DEWP_1_1,,,1.82,,,,2.03,,,,,,,0.08,5.27,2.26,1.75,,1.37,,,,6.05,5.38,
WSPM_0_1,0.99,0.85,1.37,1.14,1.15,0.83,1.31,1.85,1.41,0.55,0.94,1.14,1.83,0.77,0.66,0.37,0.43,0.98,0.18,2.3,2.4,,0.89,0.7,0.37
WSPM_0_0,1.64,1.29,2.43,2.59,1.98,1.41,2.53,1.64,2.28,,1.87,1.5,2.68,,1.57,0.43,0.59,1.02,0.26,3.2,2.38,,1.25,1.21,0.81
WSPM_1_1,1.91,1.51,2.54,3.01,2.31,1.74,2.69,2.04,2.69,,2.14,1.72,3.11,,1.66,0.53,0.39,1.57,0.32,3.46,,,1.52,1.38,0.92
WSPM_1_2,2.02,1.65,2.17,3.39,2.23,1.67,2.64,2.43,4.36,,2.48,1.82,2.7,,2.0,0.69,0.75,0.36,0.48,5.28,2.21,,1.58,1.61,1.27
WSPM_1_0,2.26,1.83,3.51,2.83,2.63,1.88,3.37,2.55,2.64,,2.44,2.28,3.2,,1.9,0.66,0.92,1.8,0.35,4.24,,,1.83,1.63,0.94
WSPM_0_2,3.13,1.79,8.14,2.28,2.89,1.83,9.08,1.9,1.92,,3.7,3.14,1.4,,7.58,1.24,1.92,2.15,0.66,0.28,,,2.61,1.81,0.59
WSPM_1_3,10.29,3.31,,,10.9,2.94,6.24,3.97,,,19.34,4.59,4.7,,12.05,2.2,6.12,5.4,1.89,,0.13,,3.94,5.54,5.41
WSPM_0_3,5.64,4.47,,,6.1,,,,,,,5.03,,,,5.33,,,2.6,,,0.08,,5.47,1.07
PM10_0,1.04,0.76,1.28,1.23,1.23,0.78,1.28,1.07,1.23,,1.13,0.92,1.38,1.03,0.81,0.3,0.36,0.5,0.17,1.44,0.66,,0.7,0.77,0.92
PM10_1,0.98,0.86,1.45,1.19,1.1,0.89,1.44,1.42,1.34,0.69,0.99,1.09,1.57,1.0,0.81,0.36,0.37,0.69,0.19,0.88,1.06,1.01,0.96,0.66,0.31
PM10_2,2.04,1.64,5.06,5.65,2.24,1.61,5.73,4.02,6.47,,2.42,2.49,2.43,,2.07,0.78,0.98,1.62,0.41,0.81,,0.86,2.78,1.55,0.32
