,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.18,0.22,0.96,0.4,0.39,1.15,0.76,2.15,0.5,3.32,1.44,0.33,0.49,1.2,1.54,1.33
PRES_0_1,1.0,1.01,,,0.96,0.41,0.37,1.15,0.74,2.17,0.51,3.33,1.46,0.34,0.45,1.2,1.55,1.35
PRES_0_0,1.0,,12.41,,1.05,,,1.16,2.22,0.83,,3.11,,,1.81,1.27,0.69,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,0.99,0.19,0.24,1.05,0.03,,1.11,0.82,2.14,0.55,3.31,1.26,0.36,0.52,1.2,1.55,1.35
DEWP_1_0,0.98,0.99,,,,4.45,1.45,1.57,0.16,2.29,,3.37,3.32,,,1.13,1.39,0.65
DEWP_0_0,0.82,0.62,,,,2.78,18.57,0.94,,2.31,,3.3,3.34,,,1.04,1.62,9.19
WSPM_0_1,1.0,0.99,0.15,,0.92,0.58,0.34,1.63,0.36,2.41,0.13,4.03,1.65,0.04,0.25,1.21,1.54,1.28
WSPM_0_2,1.0,0.98,0.44,1.2,1.04,0.05,,0.5,2.71,1.34,0.15,2.44,0.4,,0.24,1.21,1.4,0.68
WSPM_0_0,0.99,1.0,,,0.96,0.5,0.93,1.32,0.26,3.33,0.14,4.13,1.95,,0.73,1.2,1.56,1.77
WSPM_0_3,1.0,1.01,,,1.05,,,0.17,0.29,0.85,4.13,1.44,,,,1.12,1.71,2.33
WSPM_1_0,1.0,0.99,,,0.96,0.44,0.49,1.26,0.4,2.85,0.19,3.76,1.56,,0.39,1.2,1.58,1.88
WSPM_1_1,1.0,1.01,,,0.81,1.1,1.66,1.37,0.38,2.83,,3.64,5.39,,0.5,1.18,1.73,1.9
WSPM_0_4,1.0,1.01,,,1.05,,,0.27,,,,0.87,,6.69,,1.1,1.51,
WSPM_1_2,1.0,0.91,,,1.05,,,0.91,0.44,2.13,,2.55,2.63,,12.08,1.27,1.33,
PM10_0,1.0,0.99,0.26,0.33,0.96,0.44,0.5,1.16,0.77,2.24,0.43,3.41,1.59,0.34,0.69,1.26,1.33,0.87
PM10_1,0.99,1.0,,,0.99,0.25,0.16,1.08,0.77,1.92,0.65,3.1,1.17,0.26,0.06,1.11,2.03,2.14
PM10_2,0.99,1.0,,,1.01,,,1.11,0.46,1.64,1.02,3.07,,,,1.06,2.08,11.82
