,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.71,1.0,0.98,0.64,0.84,0.91,0.49,0.94,0.3,0.58,0.97,0.76,0.84,0.66,0.38
PRES_0_1,1.0,0.99,,,1.0,0.97,0.73,0.84,0.94,0.48,0.93,0.3,0.57,0.96,0.82,0.85,0.65,0.38
PRES_0_0,3.68,,0.05,,3.47,,,3.42,1.39,,,1.38,,,0.48,2.47,8.95,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.96,0.67,0.94,,,0.9,0.87,0.51,0.89,0.31,0.7,0.91,0.73,0.87,0.66,0.38
DEWP_1_0,2.13,2.09,,,,0.17,0.25,1.16,16.32,0.96,,0.66,0.49,,,1.73,1.82,
DEWP_0_0,5.83,6.3,,,,,0.03,6.54,,1.09,,,0.63,,,3.92,,
WSPM_0_1,1.29,1.28,1.57,,1.35,0.83,0.98,0.58,19.37,1.24,,0.47,1.08,,,1.08,0.83,0.57
WSPM_0_2,1.66,1.71,0.63,0.22,1.54,10.35,,23.97,0.31,3.85,,1.28,,,,1.41,1.03,0.82
WSPM_0_0,1.94,1.92,,,1.95,1.79,,2.46,5.84,0.27,8.67,0.2,0.95,,1.71,1.6,1.32,0.46
WSPM_0_3,2.05,2.01,,,1.87,,,,,6.78,0.19,2.31,,,,2.07,1.07,0.39
WSPM_1_0,2.11,2.1,,,2.1,2.03,,1.95,4.05,0.41,6.49,0.32,2.01,,,1.67,1.56,0.69
WSPM_1_1,2.49,2.45,,,2.92,0.99,0.29,3.13,,0.49,,0.68,0.14,,,1.96,2.03,
WSPM_0_4,2.6,2.56,,,2.38,,,,,,,,,0.11,,2.26,2.12,
WSPM_1_2,3.76,3.97,,,3.56,,,,,1.85,,,,,0.06,2.53,11.47,
PM10_0,1.13,1.13,0.79,0.54,1.13,1.03,0.57,0.92,1.05,0.55,1.28,0.35,0.64,1.11,0.64,0.78,1.3,1.44
PM10_1,1.45,1.43,,,1.41,2.08,,1.26,1.25,0.7,0.97,0.42,0.84,1.81,,2.11,0.46,0.29
PM10_2,4.13,4.07,,,3.88,,,3.84,,2.09,1.41,1.35,,,,6.99,1.58,0.06
